metric_id,@timestamp,host_id,application_id,benchmark_id,system.cpu.total.pct,system.memory.used.pct,system.diskio.read.bytes,system.diskio.write.bytes,system.diskio.io.time,system.network.in.bytes,system.network.out.bytes,transaction.duration.us,event.outcome,transactions_per_second,cost_per_hour_usd,power_consumption_watts,workload_type,test_phase,anomaly_notes
metric-0000132,2025-10-28 14:14:12.390374,host-00143,app-0128,bench-033,89.72,36.9,3512973,771877442,4041,64958224,20839624,7649,success,323.56,1.32,179.41,ML-Training,Production,None
metric-0000133,2025-10-28 14:19:12.390374,host-00199,app-0089,bench-032,85.25,63.7,554987257,818088164,4489,52952353,37762075,5734,success,214.24,0.815,161.89,OLTP,Stress-Test,CPU spike detected on host-00199 during Stress-Test phase
metric-0000134,2025-10-28 14:24:12.390374,host-00170,app-0101,bench-041,84.91,47.87,940434969,708968965,9211,26199948,71392168,67837,success,3843.32,1.289,148.42,Streaming,Migration-Validation,Elevated transaction latency correlates with disk I/O contention
metric-0000135,2025-10-28 14:29:12.390374,host-00015,app-0039,bench-076,94.78,35.12,577389359,396036020,2879,37165995,37629538,54035,success,2768.22,0.823,220.03,ML-Training,Migration-Validation,None
metric-0000136,2025-10-28 14:34:12.390374,host-00145,app-0126,bench-061,81.27,55.86,107373453,815745301,4539,51079658,14977209,86371,success,3284.17,1.257,168.53,ML-Training,Stress-Test,CPU spike detected on host-00145 during Stress-Test phase
metric-0000137,2025-10-28 14:39:12.390374,host-00114,app-0102,bench-075,55.79,30.46,416178651,222057701,321,48345324,45959853,46085,success,582.14,1.311,117.21,Batch,Stress-Test,Network throughput degradation during peak load testing
metric-0000138,2025-10-28 14:44:12.390374,host-00032,app-0080,bench-046,63.79,53.61,655160278,999724806,7985,94556316,14724475,38272,success,3095.6,1.027,128.43,Streaming,Production,Network throughput degradation during peak load testing
metric-0000139,2025-10-28 14:49:12.390374,host-00059,app-0129,bench-050,51.17,80.36,263590569,555559586,3412,52552037,75274350,8012,success,1921.28,1.0,90.88,ML-Training,Migration-Validation,Elevated transaction latency correlates with disk I/O contention
metric-0000140,2025-10-28 14:54:12.390374,host-00104,app-0017,bench-002,71.42,51.44,863350380,400128638,1594,71181136,61678126,41373,success,2337.76,1.23,132.49,ML-Training,Migration-Validation,CPU spike detected on host-00104 during Migration-Validation phase
metric-0000141,2025-10-28 14:59:12.390374,host-00157,app-0050,bench-061,64.68,38.52,522576469,71761868,9926,84749921,51495970,90831,success,4986.2,1.342,159.5,Streaming,Baseline,None
metric-0000142,2025-10-28 15:04:12.390374,host-00098,app-0141,bench-019,82.8,37.32,137611182,426874975,8386,6622734,39461205,26740,success,2185.49,0.956,203.89,Batch,Production,None
metric-0000143,2025-10-28 15:09:12.390374,host-00045,app-0144,bench-045,84.14,39.13,581393968,170797465,9645,45147848,84038538,49747,success,1007.0,1.174,167.59,ML-Training,Soak-Test,CPU spike detected on host-00045 during Soak-Test phase
metric-0000144,2025-10-28 15:14:12.390374,host-00064,app-0132,bench-077,52.06,76.67,283201175,568525199,292,98113280,39585494,82256,success,1404.83,1.078,103.78,OLTP,Baseline,None
metric-0000145,2025-10-28 15:19:12.390374,host-00064,app-0110,bench-052,64.42,75.52,636550310,890806930,175,20551679,90268470,65098,success,3757.14,1.078,105.53,ML-Training,Migration-Validation,None
metric-0000146,2025-10-28 15:24:12.390374,host-00012,app-0025,bench-073,58.23,36.79,854133511,978040575,7056,24853292,69406581,88849,success,3662.38,1.354,141.46,ML-Training,Migration-Validation,None
metric-0000147,2025-10-28 15:29:12.390374,host-00115,app-0098,bench-044,68.04,84.35,929843381,505207399,6830,11204151,50241213,33554,success,3472.8,1.482,140.25,OLTP,Soak-Test,None
metric-0000148,2025-10-28 15:34:12.390374,host-00158,app-0131,bench-068,55.8,67.81,396003291,281812896,6590,6287916,83127708,99669,success,4901.06,0.72,103.98,ML-Training,Soak-Test,None
metric-0000149,2025-10-28 15:39:12.390374,host-00182,app-0008,bench-028,87.39,41.96,801704204,562245053,8735,26772562,39528008,26721,success,1788.67,0.818,147.92,OLTP,Baseline,Elevated transaction latency correlates with disk I/O contention
metric-0000150,2025-10-28 15:44:12.390374,host-00183,app-0021,bench-072,79.11,80.77,118845022,412012045,7549,30516251,87527252,13242,success,993.46,0.518,176.19,Streaming,Soak-Test,CPU spike detected on host-00183 during Soak-Test phase
metric-0000151,2025-10-28 15:49:12.390374,host-00136,app-0121,bench-073,73.28,62.82,161193343,895928738,1052,3571783,75899001,15943,success,801.55,1.113,150.31,OLTP,Baseline,None
metric-0000152,2025-10-28 15:54:12.390374,host-00169,app-0138,bench-070,76.97,43.43,738900291,930188415,5215,19807197,37703522,94013,success,277.89,1.018,188.61,Streaming,Load-Test,None
metric-0000153,2025-10-28 15:59:12.390374,host-00111,app-0048,bench-055,89.83,33.16,793750859,376614747,1508,75305385,33927330,82080,success,3103.2,0.86,228.75,Streaming,Production,Memory pressure observed - 33.16% utilization exceeds threshold
metric-0000154,2025-10-28 16:04:12.390374,host-00059,app-0091,bench-001,65.03,60.95,389433024,200750767,4521,56777794,12378535,49835,success,2589.31,1.0,100.39,Streaming,Soak-Test,Memory pressure observed - 60.95% utilization exceeds threshold
metric-0000155,2025-10-28 16:09:12.390374,host-00039,app-0130,bench-079,74.19,34.86,437943629,494896463,3290,92724465,90373705,52880,success,2431.18,1.36,179.21,API,Load-Test,None
metric-0000156,2025-10-28 16:14:12.390374,host-00128,app-0148,bench-041,85.88,48.43,74223929,689364589,7812,33101736,94063390,43916,success,4555.74,1.166,140.01,OLTP,Load-Test,None
metric-0000157,2025-10-28 16:19:12.390374,host-00147,app-0027,bench-013,78.63,62.26,145631589,105127070,6557,18399711,99785575,19677,success,1887.05,1.202,189.93,Streaming,Production,CPU spike detected on host-00147 during Production phase
metric-0000158,2025-10-28 16:24:12.390374,host-00055,app-0044,bench-060,44.07,33.18,218461248,50562820,5071,78293914,25745898,74171,success,658.04,0.935,105.01,Streaming,Migration-Validation,None
metric-0000159,2025-10-28 16:29:12.390374,host-00081,app-0044,bench-077,51.16,31.74,248506470,570905006,3637,61550383,67441409,11428,success,3401.85,1.113,96.64,ML-Training,Baseline,None
metric-0000160,2025-10-28 16:34:12.390374,host-00068,app-0146,bench-071,46.43,55.08,724550413,250655146,5731,70313947,65408065,85116,success,2170.25,0.705,91.28,ML-Training,Production,Elevated transaction latency correlates with disk I/O contention
metric-0000161,2025-10-28 16:39:12.390374,host-00031,app-0009,bench-049,35.56,58.41,576543270,225386430,9590,88305456,59404573,54779,success,2239.88,0.944,67.32,ML-Training,Stress-Test,CPU spike detected on host-00031 during Stress-Test phase
metric-0000162,2025-10-28 16:44:12.390374,host-00183,app-0148,bench-032,39.23,40.84,808636916,99118635,1390,94709358,68040747,94336,success,4199.16,0.518,98.95,ML-Training,Migration-Validation,None
metric-0000163,2025-10-28 16:49:12.390374,host-00069,app-0091,bench-057,40.6,35.87,36868969,527993480,7141,80254525,88045573,74952,success,1685.59,0.946,103.37,OLTP,Migration-Validation,None
metric-0000164,2025-10-28 16:54:12.390374,host-00149,app-0066,bench-018,56.7,38.55,917370181,912679359,7519,42896284,3631698,84106,success,2928.3,1.262,106.01,OLTP,Baseline,None
metric-0000165,2025-10-28 16:59:12.390374,host-00091,app-0091,bench-024,57.85,84.91,914196693,103698874,7032,48156708,8806241,13056,success,3366.3,0.901,113.33,ML-Training,Soak-Test,None
metric-0000166,2025-10-28 17:04:12.390374,host-00030,app-0100,bench-051,78.95,30.39,50214491,807110589,8632,2702978,48222784,92444,success,1817.13,0.811,125.01,Streaming,Load-Test,None
metric-0000167,2025-10-28 17:09:12.390374,host-00182,app-0141,bench-043,76.96,43.37,53523000,778455242,7672,28419236,58680926,27772,success,1800.4,0.818,138.27,OLAP,Soak-Test,Network throughput degradation during peak load testing
metric-0000168,2025-10-28 17:14:12.390374,host-00029,app-0046,bench-073,49.13,78.1,318200655,560610493,8993,53853984,56397853,15277,success,1408.8,0.972,114.91,Batch,Stress-Test,None
metric-0000169,2025-10-28 17:19:12.390374,host-00039,app-0098,bench-026,80.38,71.23,225765517,75377496,4213,24086489,91587840,45081,success,4510.97,1.36,165.17,API,Baseline,None
metric-0000170,2025-10-28 17:24:12.390374,host-00132,app-0014,bench-057,45.16,74.97,541689422,545143090,5294,13751815,96757463,26103,success,3944.24,1.074,91.8,OLAP,Baseline,CPU spike detected on host-00132 during Baseline phase
metric-0000171,2025-10-28 17:29:12.390374,host-00128,app-0059,bench-067,50.04,75.67,850214329,31831707,9241,96173927,82289806,42648,success,3494.39,1.166,67.48,ML-Training,Load-Test,None
metric-0000172,2025-10-28 17:34:12.390374,host-00059,app-0088,bench-075,72.03,71.93,837352005,533157898,2622,40522758,40616536,17588,success,53.53,1.0,117.66,Streaming,Load-Test,None
metric-0000173,2025-10-28 17:39:12.390374,host-00059,app-0010,bench-042,87.06,41.11,801967791,28846612,8906,73385029,33237476,83900,success,4671.93,1.0,131.37,OLAP,Load-Test,None
metric-0000174,2025-10-28 17:44:12.390374,host-00056,app-0111,bench-073,45.52,35.14,498126519,460171672,993,34137770,50732166,40893,success,3417.44,1.437,86.03,Streaming,Baseline,Elevated transaction latency correlates with disk I/O contention
metric-0000175,2025-10-28 17:49:12.390374,host-00039,app-0112,bench-034,57.08,45.57,103779265,757270666,6323,54349467,93385668,30897,success,2360.48,1.36,158.78,OLAP,Production,Elevated transaction latency correlates with disk I/O contention
metric-0000176,2025-10-28 17:54:12.390374,host-00027,app-0036,bench-054,75.13,81.36,274124019,241102611,6577,56441247,33825352,32362,success,1777.4,0.951,167.08,OLTP,Migration-Validation,None
metric-0000177,2025-10-28 17:59:12.390374,host-00110,app-0105,bench-023,92.69,51.13,394026739,318398449,3108,91961712,92995182,78158,success,4127.31,1.326,181.7,Streaming,Load-Test,None
metric-0000178,2025-10-28 18:04:12.390374,host-00004,app-0069,bench-049,67.28,33.05,76717839,5125599,7095,49544493,81338193,82304,success,1325.8,1.321,133.0,Batch,Load-Test,Network throughput degradation during peak load testing
metric-0000179,2025-10-28 18:09:12.390374,host-00169,app-0020,bench-007,81.6,76.95,65463504,964893586,9681,31548847,99619664,17243,success,1621.98,1.018,167.81,ML-Training,Migration-Validation,None
metric-0000180,2025-10-28 18:14:12.390374,host-00047,app-0125,bench-019,81.81,67.04,39221834,154084530,5137,67262833,2114884,18687,success,1122.11,0.895,227.1,OLAP,Migration-Validation,Elevated transaction latency correlates with disk I/O contention
metric-0000181,2025-10-28 18:19:12.390374,host-00069,app-0058,bench-045,88.73,50.17,120051433,757094057,2060,98676664,7747482,25248,success,2520.94,0.946,232.23,API,Load-Test,None
metric-0000182,2025-10-28 18:24:12.390374,host-00095,app-0083,bench-037,54.1,57.79,485158570,197217176,6300,46156027,97834778,16276,success,3961.67,1.464,119.53,Streaming,Stress-Test,None
metric-0000183,2025-10-28 18:29:12.390374,host-00120,app-0087,bench-069,69.12,41.73,412993016,913666419,4667,7438043,14395946,2433,success,3836.46,0.761,149.45,OLTP,Stress-Test,None
metric-0000184,2025-10-28 18:34:12.390374,host-00155,app-0031,bench-058,43.98,52.12,180424996,336942996,6638,40611189,12107241,25674,success,1299.93,1.249,93.07,OLAP,Production,None
metric-0000185,2025-10-28 18:39:12.390374,host-00156,app-0027,bench-055,66.95,64.04,207154069,445154846,667,97717912,99602053,83816,success,2509.06,0.939,165.32,API,Stress-Test,Elevated transaction latency correlates with disk I/O contention
metric-0000186,2025-10-28 18:44:12.390374,host-00061,app-0016,bench-050,72.53,61.31,307432354,312788593,1265,23348437,30857228,63719,success,4150.44,0.849,155.0,ML-Training,Production,Memory pressure observed - 61.31% utilization exceeds threshold
metric-0000187,2025-10-28 18:49:12.390374,host-00095,app-0148,bench-079,53.97,50.01,825407309,200466812,9799,69000948,93220406,67001,success,2883.98,1.464,107.44,Streaming,Stress-Test,None
metric-0000188,2025-10-28 18:54:12.390374,host-00106,app-0088,bench-046,61.55,45.75,505204435,130018212,3045,37086198,4798866,33928,success,2001.91,1.274,120.03,Batch,Baseline,Memory pressure observed - 45.75% utilization exceeds threshold
metric-0000189,2025-10-28 18:59:12.390374,host-00066,app-0035,bench-030,42.84,35.7,247073082,65211010,8986,28165371,68710298,65656,success,1816.13,0.563,72.69,OLAP,Stress-Test,None
metric-0000190,2025-10-28 19:04:12.390374,host-00129,app-0127,bench-025,73.22,79.42,818262544,424611407,5616,81206472,5354203,71778,success,4800.33,1.482,118.14,OLTP,Baseline,None
metric-0000191,2025-10-28 19:09:12.390374,host-00012,app-0013,bench-011,65.98,35.41,35382997,68938730,4399,46185495,54596935,75515,success,4417.68,1.354,123.33,OLTP,Production,Network throughput degradation during peak load testing
metric-0000192,2025-10-28 19:14:12.390374,host-00138,app-0103,bench-080,75.35,52.74,65258997,448987252,3848,56618294,94287530,62623,success,4263.02,1.045,126.35,Streaming,Production,Memory pressure observed - 52.74% utilization exceeds threshold
metric-0000193,2025-10-28 19:19:12.390374,host-00014,app-0012,bench-064,88.57,56.89,235057320,228419647,9038,90762522,95968908,58995,failure,52.45,0.735,186.24,OLAP,Baseline,Memory pressure observed - 56.89% utilization exceeds threshold
metric-0000194,2025-10-28 19:24:12.390374,host-00079,app-0092,bench-079,78.47,80.98,652875356,713518085,4397,3844861,79592452,37490,success,3593.93,0.664,192.63,OLTP,Baseline,None
metric-0000195,2025-10-28 19:29:12.390374,host-00165,app-0074,bench-039,55.7,62.03,849204482,129815343,2879,98599522,28539567,1659,success,3096.38,1.385,113.24,API,Soak-Test,None
metric-0000196,2025-10-28 19:34:12.390374,host-00036,app-0087,bench-063,86.42,64.23,956616099,81598366,8918,10118111,84812844,27948,success,405.35,1.168,178.29,API,Production,None
metric-0000197,2025-10-28 19:39:12.390374,host-00097,app-0041,bench-034,94.65,59.23,345306634,592042437,4621,71074101,53060808,65636,success,1665.45,1.441,179.41,OLAP,Production,None
metric-0000198,2025-10-28 19:44:12.390374,host-00136,app-0037,bench-018,58.9,82.27,466100262,750172897,8626,6082966,62536888,26793,success,2837.02,1.113,119.25,Batch,Production,Elevated transaction latency correlates with disk I/O contention
metric-0000199,2025-10-28 19:49:12.390374,host-00132,app-0003,bench-063,53.59,45.6,929336911,549999889,2257,70582838,83039631,35434,success,3599.24,1.074,80.72,API,Production,Memory pressure observed - 45.6% utilization exceeds threshold
metric-0000200,2025-10-28 19:54:12.390374,host-00127,app-0148,bench-029,85.86,36.09,280070911,279995774,4290,43567265,91150726,23253,success,970.5,1.483,162.49,OLTP,Stress-Test,None
metric-0000201,2025-10-28 19:59:12.390374,host-00040,app-0107,bench-066,84.39,65.77,694556369,955523182,1001,76242009,34716777,21248,success,2500.37,0.681,175.75,Batch,Load-Test,None
metric-0000202,2025-10-28 20:04:12.390374,host-00182,app-0045,bench-028,49.13,83.99,374765127,994910722,8160,29054529,14422118,31410,success,4954.53,0.818,113.46,OLTP,Load-Test,None
metric-0000203,2025-10-28 20:09:12.390374,host-00077,app-0016,bench-065,91.76,43.52,575305022,11827098,3855,97992018,94086950,27893,success,4674.47,0.998,167.59,API,Production,None
metric-0000204,2025-10-28 20:14:12.390374,host-00099,app-0119,bench-043,50.18,61.22,826519322,295074636,5015,92902177,7119179,51919,success,1674.11,0.737,135.77,ML-Training,Soak-Test,None
metric-0000205,2025-10-28 20:19:12.390374,host-00037,app-0108,bench-068,63.63,68.42,743261402,613180139,5125,50668268,79293897,3503,success,2717.84,0.786,94.35,API,Soak-Test,None
metric-0000206,2025-10-28 20:24:12.390374,host-00106,app-0025,bench-056,93.57,70.41,726714743,593541707,3233,74660716,75758573,45193,success,3054.5,1.274,209.33,API,Soak-Test,Memory pressure observed - 70.41% utilization exceeds threshold
metric-0000207,2025-10-28 20:29:12.390374,host-00069,app-0007,bench-027,50.96,45.65,123310896,44778139,1762,20105183,85138531,80220,success,2240.73,0.946,91.99,OLTP,Soak-Test,None
metric-0000208,2025-10-28 20:34:12.390374,host-00013,app-0091,bench-022,45.2,33.51,956898470,47574059,3965,82774312,94857108,61832,success,1830.12,1.273,105.47,ML-Training,Soak-Test,Elevated transaction latency correlates with disk I/O contention
metric-0000209,2025-10-28 20:39:12.390374,host-00128,app-0148,bench-048,64.89,70.43,132959484,21875045,2228,4588024,17453118,5857,success,1333.17,1.166,89.85,Streaming,Load-Test,None
metric-0000210,2025-10-28 20:44:12.390374,host-00189,app-0119,bench-008,42.84,31.37,654132110,383570196,486,93113747,44773769,29739,success,3941.3,1.334,105.43,OLTP,Baseline,None
metric-0000211,2025-10-28 20:49:12.390374,host-00098,app-0120,bench-078,62.36,75.63,351303224,380665613,4370,59788496,55635396,47364,success,1585.81,0.956,122.47,API,Production,None
metric-0000212,2025-10-28 20:54:12.390374,host-00181,app-0104,bench-069,80.25,67.35,23596441,441686740,6718,90530790,17041796,94654,success,794.85,0.906,211.08,Streaming,Baseline,None
metric-0000213,2025-10-28 20:59:12.390374,host-00028,app-0116,bench-049,85.44,39.05,433399614,836937019,6368,95314111,82620841,17057,success,2655.48,1.225,173.4,OLAP,Baseline,None
metric-0000214,2025-10-28 21:04:12.390374,host-00007,app-0001,bench-039,59.88,35.3,661731186,67424220,3133,53190538,55454428,360304,failure,49.08,0.816,154.51,OLAP,Load-Test,None
