kafka_metric_id,@timestamp,host_id,topic_name,consumer_group,consumer_lag,message_throughput_per_sec,topic_size_bytes,partition_count,broker_cpu_pct,broker_network_in_mb,broker_network_out_mb
kafka-0000211,2025-10-29 14:29:12.390374,host-00032,market-data,reporting,57246,35356.97,23013821759,32,38.34,629.08,913.21
kafka-0000212,2025-10-29 14:39:12.390374,host-00167,market-data,risk-engine,10358,32002.42,318308896868,8,62.8,759.88,162.55
kafka-0000213,2025-10-29 14:49:12.390374,host-00005,payments,analytics,49232,34188.67,533613056762,64,62.42,844.37,456.08
kafka-0000214,2025-10-29 14:59:12.390374,host-00010,risk-events,audit-processor,25593,23989.53,325729248851,64,44.84,328.95,23.97
kafka-0000215,2025-10-29 15:09:12.390374,host-00155,trades,trading-app,54821,43332.48,590482713575,16,24.56,195.06,251.98
kafka-0000216,2025-10-29 15:19:12.390374,host-00041,trades,audit-processor,40945,25529.13,422758326682,32,54.92,409.58,545.06
kafka-0000217,2025-10-29 15:29:12.390374,host-00130,payments,analytics,93708,15563.97,83567030595,64,29.61,13.56,132.12
kafka-0000218,2025-10-29 15:39:12.390374,host-00157,payments,analytics,85568,19018.66,356088173205,16,54.74,145.63,877.75
kafka-0000219,2025-10-29 15:49:12.390374,host-00153,market-data,audit-processor,3398,19602.58,715013777130,8,79.57,390.43,673.99
kafka-0000220,2025-10-29 15:59:12.390374,host-00099,risk-events,reporting,50607,16452.74,725411792975,64,23.68,881.52,419.47
kafka-0000221,2025-10-29 16:09:12.390374,host-00088,payments,audit-processor,87906,23090.69,599987937739,8,62.13,52.27,722.44
kafka-0000222,2025-10-29 16:19:12.390374,host-00139,risk-events,audit-processor,2479,45359.86,951923978010,64,47.33,400.26,413.0
kafka-0000223,2025-10-29 16:29:12.390374,host-00083,trades,reporting,23041,13686.33,699415441300,64,38.43,93.88,245.98
kafka-0000224,2025-10-29 16:39:12.390374,host-00066,risk-events,risk-engine,46339,29621.43,481546166171,16,22.13,983.47,511.39
kafka-0000225,2025-10-29 16:49:12.390374,host-00183,customer-events,reporting,24217,8095.45,547750678125,16,76.25,604.03,626.6
kafka-0000226,2025-10-29 16:59:12.390374,host-00113,payments,audit-processor,98018,39213.91,130451751116,8,35.95,959.75,707.13
kafka-0000227,2025-10-29 17:09:12.390374,host-00059,customer-events,audit-processor,10812,19594.29,744103803557,16,43.45,150.92,385.04
kafka-0000228,2025-10-29 17:19:12.390374,host-00142,payments,trading-app,2671,23917.78,77705175734,8,51.82,257.66,261.45
kafka-0000229,2025-10-29 17:29:12.390374,host-00176,customer-events,audit-processor,97289,32551.16,73866541705,64,74.19,833.03,795.32
kafka-0000230,2025-10-29 17:39:12.390374,host-00157,audit-logs,reporting,61100,13410.45,138997987966,16,53.91,608.52,44.0
kafka-0000231,2025-10-29 17:49:12.390374,host-00071,payments,analytics,59957,14133.74,381082349097,32,36.97,407.54,115.25
kafka-0000232,2025-10-29 17:59:12.390374,host-00134,market-data,audit-processor,4870,13594.33,622557970534,8,64.38,227.32,912.09
kafka-0000233,2025-10-29 18:09:12.390374,host-00180,audit-logs,reporting,42764,41197.14,998065117529,16,52.33,171.0,743.86
kafka-0000234,2025-10-29 18:19:12.390374,host-00170,trades,audit-processor,41404,10118.7,212850697857,16,74.84,645.2,118.17
kafka-0000235,2025-10-29 18:29:12.390374,host-00056,audit-logs,reporting,76551,36601.3,221361280110,8,43.47,122.69,727.76
kafka-0000236,2025-10-29 18:39:12.390374,host-00054,trades,reporting,99867,5264.17,586930249899,32,62.25,849.59,276.97
kafka-0000237,2025-10-29 18:49:12.390374,host-00007,payments,trading-app,74111,34109.87,101382385071,64,75.97,427.84,690.92
kafka-0000238,2025-10-29 18:59:12.390374,host-00120,audit-logs,trading-app,10625,36497.77,745846937541,32,24.49,402.62,99.9
kafka-0000239,2025-10-29 19:09:12.390374,host-00129,risk-events,trading-app,5340,1796.74,407872184029,8,34.83,580.25,848.92
kafka-0000240,2025-10-29 19:19:12.390374,host-00181,payments,trading-app,72634,5997.15,865326111366,64,75.96,317.87,898.07
kafka-0000241,2025-10-29 19:29:12.390374,host-00009,market-data,reporting,55087,46887.47,422969475378,64,32.82,904.8,952.88
kafka-0000242,2025-10-29 19:39:12.390374,host-00139,audit-logs,risk-engine,90845,11487.57,242281430111,8,62.92,25.66,133.87
kafka-0000243,2025-10-29 19:49:12.390374,host-00075,trades,analytics,84855,30186.75,741929289881,8,69.91,12.56,548.42
kafka-0000244,2025-10-29 19:59:12.390374,host-00199,payments,reporting,24547,46648.48,247413669846,8,58.89,63.12,767.92
kafka-0000245,2025-10-29 20:09:12.390374,host-00103,customer-events,analytics,11708,13051.55,55405625913,16,36.68,614.38,485.01
kafka-0000246,2025-10-29 20:19:12.390374,host-00020,payments,trading-app,15565,48119.02,472091359298,64,59.72,297.1,229.52
kafka-0000247,2025-10-29 20:29:12.390374,host-00057,market-data,reporting,8022,2781.24,169093446550,16,45.6,499.59,853.52
kafka-0000248,2025-10-29 20:39:12.390374,host-00112,payments,reporting,90260,28013.37,626703115048,32,21.91,493.08,317.37
kafka-0000249,2025-10-29 20:49:12.390374,host-00057,customer-events,trading-app,75420,46420.42,87242001912,32,27.22,404.09,292.51
kafka-0000250,2025-10-29 20:59:12.390374,host-00194,payments,audit-processor,38243,9706.4,744562413131,16,42.75,437.24,712.88
kafka-0000251,2025-10-29 21:09:12.390374,host-00036,customer-events,audit-processor,63718,39891.37,105021708683,64,28.03,642.99,316.01
kafka-0000252,2025-10-29 21:19:12.390374,host-00156,market-data,reporting,14770,34052.23,271768876657,16,38.81,63.34,578.64
kafka-0000253,2025-10-29 21:29:12.390374,host-00087,payments,audit-processor,11530,10309.55,28828215746,16,48.96,719.51,331.95
kafka-0000254,2025-10-29 21:39:12.390374,host-00142,audit-logs,analytics,36426,34492.72,874443050042,8,36.44,619.54,509.23
kafka-0000255,2025-10-29 21:49:12.390374,host-00076,customer-events,risk-engine,55639,12948.26,180611534984,64,43.56,875.04,860.71
kafka-0000256,2025-10-29 21:59:12.390374,host-00112,audit-logs,risk-engine,86055,32789.99,312246294785,8,25.49,921.56,427.39
kafka-0000257,2025-10-29 22:09:12.390374,host-00192,customer-events,analytics,66669,24336.79,876589663307,8,20.92,885.52,272.53
kafka-0000258,2025-10-29 22:19:12.390374,host-00144,audit-logs,reporting,90553,16900.51,614789837136,32,62.92,544.63,983.84
kafka-0000259,2025-10-29 22:29:12.390374,host-00002,audit-logs,trading-app,24307,15138.55,921869285134,8,59.28,935.72,117.9
kafka-0000260,2025-10-29 22:39:12.390374,host-00018,audit-logs,trading-app,38704,20762.4,261809576883,16,20.4,746.74,453.4
kafka-0000261,2025-10-29 22:49:12.390374,host-00107,payments,risk-engine,16713,31164.09,17293644647,16,25.56,524.73,371.05
kafka-0000262,2025-10-29 22:59:12.390374,host-00132,trades,risk-engine,89544,8731.48,487282832125,32,48.12,861.49,752.24
kafka-0000263,2025-10-29 23:09:12.390374,host-00100,trades,risk-engine,22944,25475.57,184570704063,64,44.85,536.22,406.44
kafka-0000264,2025-10-29 23:19:12.390374,host-00031,market-data,trading-app,43066,42572.38,583850207402,32,21.71,715.17,962.94
kafka-0000265,2025-10-29 23:29:12.390374,host-00131,market-data,reporting,97745,36183.08,244887080724,32,74.06,50.85,441.94
kafka-0000266,2025-10-29 23:39:12.390374,host-00193,risk-events,risk-engine,53065,9332.2,716685957277,64,57.26,30.91,929.45
kafka-0000267,2025-10-29 23:49:12.390374,host-00023,customer-events,trading-app,89939,26611.97,374295490295,32,35.17,238.3,759.51
kafka-0000268,2025-10-29 23:59:12.390374,host-00054,payments,analytics,10100,36774.23,173115656376,32,33.39,418.57,655.87
kafka-0000269,2025-10-30 00:09:12.390374,host-00016,trades,analytics,97012,26817.15,104047812871,64,74.74,299.6,452.64
kafka-0000270,2025-10-30 00:19:12.390374,host-00154,risk-events,reporting,18536,42898.64,425411159700,16,67.16,238.5,26.09
kafka-0000271,2025-10-30 00:29:12.390374,host-00015,audit-logs,trading-app,42358,25984.02,422823191852,16,74.48,328.25,529.49
kafka-0000272,2025-10-30 00:39:12.390374,host-00179,audit-logs,risk-engine,81684,20801.69,163217838642,32,63.17,939.43,653.43
kafka-0000273,2025-10-30 00:49:12.390374,host-00160,payments,audit-processor,53394,5440.69,336484566815,32,58.26,604.96,747.24
kafka-0000274,2025-10-30 00:59:12.390374,host-00125,audit-logs,reporting,22079,4782.9,17340617434,16,44.75,972.12,550.98
kafka-0000275,2025-10-30 01:09:12.390374,host-00090,market-data,analytics,55172,12388.35,181781485776,8,65.21,823.23,314.09
kafka-0000276,2025-10-30 01:19:12.390374,host-00018,customer-events,reporting,27195,2921.56,313958345986,8,65.21,477.99,854.27
kafka-0000277,2025-10-30 01:29:12.390374,host-00197,audit-logs,audit-processor,16224,3300.17,744023545013,64,42.05,183.09,411.53
kafka-0000278,2025-10-30 01:39:12.390374,host-00096,trades,analytics,90863,10003.36,364111298357,32,70.15,872.51,37.38
kafka-0000279,2025-10-30 01:49:12.390374,host-00177,payments,risk-engine,25210,11209.05,788052355028,32,38.89,592.25,13.58
kafka-0000280,2025-10-30 01:59:12.390374,host-00039,audit-logs,risk-engine,73189,43816.9,950865525550,16,21.43,704.94,191.82
kafka-0000281,2025-10-30 02:09:12.390374,host-00057,audit-logs,analytics,4096,8708.48,517241188523,64,37.65,718.48,286.84
kafka-0000282,2025-10-30 02:19:12.390374,host-00012,customer-events,trading-app,68612,13124.96,787414649612,8,65.69,95.27,446.4
kafka-0000283,2025-10-30 02:29:12.390374,host-00030,audit-logs,reporting,76699,21894.71,519488498568,32,44.06,72.91,506.8
kafka-0000284,2025-10-30 02:39:12.390374,host-00083,audit-logs,reporting,36742,34315.1,754395906755,32,24.83,300.65,37.07
kafka-0000285,2025-10-30 02:49:12.390374,host-00135,payments,analytics,23015,18998.84,460338185424,32,65.98,182.4,725.48
kafka-0000286,2025-10-30 02:59:12.390374,host-00087,trades,reporting,79598,3180.73,984974506086,16,37.71,159.27,232.47
kafka-0000287,2025-10-30 03:09:12.390374,host-00098,customer-events,reporting,99433,35391.73,136077365933,8,25.06,46.46,749.06
kafka-0000288,2025-10-30 03:19:12.390374,host-00102,market-data,risk-engine,39864,8239.66,520835432861,8,67.7,755.48,414.12
kafka-0000289,2025-10-30 03:29:12.390374,host-00195,trades,audit-processor,75904,15482.53,74021708927,16,23.77,193.42,895.11
kafka-0000290,2025-10-30 03:39:12.390374,host-00138,risk-events,audit-processor,41126,10329.26,265522247704,16,61.92,244.13,94.08
kafka-0000291,2025-10-30 03:49:12.390374,host-00004,customer-events,reporting,59489,5965.65,100835779628,64,55.3,928.34,739.42
kafka-0000292,2025-10-30 03:59:12.390374,host-00186,market-data,trading-app,84794,23150.2,991261363495,8,47.88,634.88,900.01
kafka-0000293,2025-10-30 04:09:12.390374,host-00066,risk-events,analytics,35671,3564.66,974000778164,32,78.54,345.01,903.99
kafka-0000294,2025-10-30 04:19:12.390374,host-00190,trades,trading-app,3954,32153.71,546493516282,8,67.67,533.63,136.48
kafka-0000295,2025-10-30 04:29:12.390374,host-00056,trades,analytics,53752,1122.37,253448598983,16,27.86,444.42,11.21
kafka-0000296,2025-10-30 04:39:12.390374,host-00035,audit-logs,analytics,63370,46735.04,324059863633,16,46.01,349.32,602.52
kafka-0000297,2025-10-30 04:49:12.390374,host-00136,payments,audit-processor,60266,6710.65,227370290661,32,31.1,736.52,153.42
kafka-0000298,2025-10-30 04:59:12.390374,host-00050,audit-logs,risk-engine,67414,26703.25,583653962685,32,57.44,600.74,200.36
kafka-0000299,2025-10-30 05:09:12.390374,host-00131,payments,reporting,14213,4152.93,352550601231,32,35.82,117.78,528.04
kafka-0000300,2025-10-30 05:19:12.390374,host-00170,audit-logs,audit-processor,71122,34230.18,371585153923,16,73.5,914.18,77.0
kafka-0000301,2025-10-30 05:29:12.390374,host-00115,customer-events,reporting,40406,675.31,495277402530,16,37.48,57.84,597.48
kafka-0000302,2025-10-30 05:39:12.390374,host-00006,audit-logs,risk-engine,17140,35943.64,615280380913,64,21.08,385.72,314.9
kafka-0000303,2025-10-30 05:49:12.390374,host-00002,payments,analytics,70156,19050.47,915974895333,64,79.43,598.03,801.77
kafka-0000304,2025-10-30 05:59:12.390374,host-00123,risk-events,audit-processor,83317,12883.55,733845255227,64,69.31,989.39,813.1
kafka-0000305,2025-10-30 06:09:12.390374,host-00061,market-data,trading-app,40489,18520.9,939030449491,16,47.66,47.14,126.81
kafka-0000306,2025-10-30 06:19:12.390374,host-00051,customer-events,risk-engine,66271,41009.98,111231185716,8,63.99,379.12,767.83
kafka-0000307,2025-10-30 06:29:12.390374,host-00124,trades,analytics,86912,25758.08,831285921211,8,48.68,722.06,321.39
kafka-0000308,2025-10-30 06:39:12.390374,host-00195,trades,audit-processor,18346,14896.51,307238654467,32,40.37,819.62,875.72
kafka-0000309,2025-10-30 06:49:12.390374,host-00164,audit-logs,trading-app,90772,39643.38,745880282519,8,35.12,994.16,60.16
kafka-0000310,2025-10-30 06:59:12.390374,host-00033,audit-logs,reporting,84268,27620.05,607650383484,8,34.11,266.6,323.81
kafka-0000311,2025-10-30 07:09:12.390374,host-00032,payments,audit-processor,34008,11589.39,98370600470,8,42.61,422.61,561.41
kafka-0000312,2025-10-30 07:19:12.390374,host-00009,market-data,reporting,72373,3848.94,841042122884,32,60.18,519.27,161.58
kafka-0000313,2025-10-30 07:29:12.390374,host-00078,market-data,risk-engine,78539,39090.25,337157062519,8,67.8,375.72,629.63
kafka-0000314,2025-10-30 07:39:12.390374,host-00092,market-data,analytics,50164,45340.99,442902411203,32,64.43,87.47,804.44
kafka-0000315,2025-10-30 07:49:12.390374,host-00043,risk-events,reporting,49670,30692.03,477323199583,8,27.11,154.46,448.94
kafka-0000316,2025-10-30 07:59:12.390374,host-00106,trades,audit-processor,90014,30015.36,364829668650,32,43.86,231.3,950.98
kafka-0000317,2025-10-30 08:09:12.390374,host-00137,market-data,reporting,82646,24944.05,480664447908,8,31.77,706.89,417.47
kafka-0000318,2025-10-30 08:19:12.390374,host-00062,payments,trading-app,49713,47870.41,898968054606,32,32.15,988.82,575.57
kafka-0000319,2025-10-30 08:29:12.390374,host-00145,risk-events,risk-engine,14309,17217.36,757572038617,8,39.51,721.51,935.22
kafka-0000320,2025-10-30 08:39:12.390374,host-00093,audit-logs,trading-app,51932,11353.6,265647692726,8,48.03,991.88,593.53
kafka-0000321,2025-10-30 08:49:12.390374,host-00019,audit-logs,trading-app,25302,15604.88,801281871999,8,37.91,826.96,69.65
kafka-0000322,2025-10-30 08:59:12.390374,host-00015,risk-events,trading-app,99245,30784.99,186465931243,8,55.41,318.34,873.26
kafka-0000323,2025-10-30 09:09:12.390374,host-00044,risk-events,reporting,30369,37921.95,342385825445,64,72.09,408.0,570.17
kafka-0000324,2025-10-30 09:19:12.390374,host-00118,risk-events,risk-engine,75103,19757.59,946255960776,16,52.44,686.18,52.02
kafka-0000325,2025-10-30 09:29:12.390374,host-00026,risk-events,trading-app,77190,26659.43,135991503077,32,48.82,247.24,77.9
kafka-0000326,2025-10-30 09:39:12.390374,host-00020,risk-events,audit-processor,75370,45622.38,660994274450,32,60.0,133.61,398.46
kafka-0000327,2025-10-30 09:49:12.390374,host-00003,market-data,analytics,23159,14148.35,73438993600,8,39.03,361.52,564.17
kafka-0000328,2025-10-30 09:59:12.390374,host-00064,customer-events,reporting,90888,24361.37,837769238849,16,46.42,608.7,318.75
kafka-0000329,2025-10-30 10:09:12.390374,host-00057,payments,trading-app,37786,20868.03,692067711007,8,22.48,540.91,72.25
kafka-0000330,2025-10-30 10:19:12.390374,host-00158,payments,trading-app,40703,48549.42,963317524880,8,65.0,528.4,233.94
kafka-0000331,2025-10-30 10:29:12.390374,host-00020,audit-logs,audit-processor,68934,1699.68,976575654670,64,40.8,897.2,348.68
kafka-0000332,2025-10-30 10:39:12.390374,host-00121,customer-events,analytics,92180,36911.44,447250050596,64,58.63,582.14,790.23
kafka-0000333,2025-10-30 10:49:12.390374,host-00102,audit-logs,trading-app,4845,22631.8,970546849109,8,24.39,140.41,442.48
kafka-0000334,2025-10-30 10:59:12.390374,host-00167,trades,risk-engine,69378,32278.73,166770581339,64,70.44,563.53,889.46
kafka-0000335,2025-10-30 11:09:12.390374,host-00033,audit-logs,trading-app,37284,43810.98,390440934843,16,45.84,696.88,939.54
kafka-0000336,2025-10-30 11:19:12.390374,host-00068,risk-events,audit-processor,43663,4627.02,206052145616,64,52.05,584.85,431.53
kafka-0000337,2025-10-30 11:29:12.390374,host-00083,customer-events,trading-app,13933,6048.63,414130196766,8,57.42,290.4,163.43
kafka-0000338,2025-10-30 11:39:12.390374,host-00141,customer-events,risk-engine,70238,21083.02,733366986626,8,20.35,963.74,701.1
kafka-0000339,2025-10-30 11:49:12.390374,host-00063,audit-logs,reporting,53785,9644.74,759096901671,64,77.47,849.09,971.23
kafka-0000340,2025-10-30 11:59:12.390374,host-00003,trades,trading-app,12168,23706.18,179426958826,8,44.41,809.31,50.63
kafka-0000341,2025-10-30 12:09:12.390374,host-00117,market-data,reporting,66853,31540.13,643890232141,8,22.35,857.59,605.6
kafka-0000342,2025-10-30 12:19:12.390374,host-00156,trades,audit-processor,85013,10108.1,238241934105,8,23.48,581.71,950.2
kafka-0000343,2025-10-30 12:29:12.390374,host-00139,audit-logs,audit-processor,58483,23972.93,68886451547,16,41.42,447.88,574.79
kafka-0000344,2025-10-30 12:39:12.390374,host-00149,payments,reporting,2268,9943.25,667385754527,32,21.11,762.3,575.59
kafka-0000345,2025-10-30 12:49:12.390374,host-00053,customer-events,reporting,69847,47911.24,794555946296,64,50.31,245.8,970.24
kafka-0000346,2025-10-30 12:59:12.390374,host-00191,audit-logs,reporting,36380,39844.16,246178670234,8,62.95,436.45,777.76
kafka-0000347,2025-10-30 13:09:12.390374,host-00112,audit-logs,audit-processor,75058,2773.3,642274613655,16,45.32,240.65,988.45
kafka-0000348,2025-10-30 13:19:12.390374,host-00164,risk-events,audit-processor,56969,6768.45,207209393792,16,73.9,434.59,605.17
kafka-0000349,2025-10-30 13:29:12.390374,host-00093,audit-logs,audit-processor,65988,10387.86,470673866720,16,36.86,761.6,656.96
kafka-0000350,2025-10-30 13:39:12.390374,host-00116,customer-events,audit-processor,8705,5470.52,820806428290,16,27.72,570.25,396.79
kafka-0000351,2025-10-30 13:49:12.390374,host-00186,market-data,reporting,91075,26200.75,194610580772,32,27.66,730.15,646.92
kafka-0000352,2025-10-30 13:59:12.390374,host-00018,customer-events,analytics,91628,45808.0,660321409662,16,55.91,998.08,711.02
kafka-0000353,2025-10-30 14:09:12.390374,host-00095,payments,reporting,32078,12476.94,938419798021,8,20.01,694.59,48.44
kafka-0000354,2025-10-30 14:19:12.390374,host-00037,audit-logs,audit-processor,48963,5458.24,111381150710,8,20.03,761.21,744.18
kafka-0000355,2025-10-30 14:29:12.390374,host-00039,customer-events,analytics,52821,25928.66,162163540074,32,43.55,348.69,281.4
kafka-0000356,2025-10-30 14:39:12.390374,host-00090,customer-events,audit-processor,51032,2191.51,737186852826,8,76.89,934.61,205.41
kafka-0000357,2025-10-30 14:49:12.390374,host-00099,customer-events,analytics,14669,9229.17,178870856399,64,34.0,739.02,454.85
kafka-0000358,2025-10-30 14:59:12.390374,host-00075,customer-events,analytics,63539,16771.11,911903437638,16,31.6,508.3,471.6
