event_id,@timestamp,imsi,auth_result,hss_response_code,mme_host,cell_id,authentication_type,roaming_partner,response_time_ms,retry_count
AUTH-00000183,2025-08-19 09:43:45.592994,312530222217279,FAILURE,ROAMING_NOT_ALLOWED,MME-01,CELL-0060,UMTS_AKA,Vodafone,2760,4
AUTH-00000184,2025-08-19 09:54:44.592994,310260193782019,SUCCESS,SUCCESS,MME-03,CELL-0017,5G_AKA,China Mobile,139,0
AUTH-00000185,2025-08-19 09:56:43.592994,311480534669717,TIMEOUT,HSS_TIMEOUT,MME-05,CELL-0005,EAP_AKA,Telstra,1462,5
AUTH-00000186,2025-08-19 10:15:40.592994,310160235855673,SUCCESS,SUCCESS,MME-04,CELL-0034,EAP_AKA,AT&T,248,0
AUTH-00000187,2025-08-19 11:07:38.592994,311480113920835,SUCCESS,SUCCESS,MME-04,CELL-0060,EPS_AKA,China Mobile,85,0
AUTH-00000188,2025-08-19 13:36:45.592994,312530906124317,SUCCESS,SUCCESS,MME-05,CELL-0077,5G_AKA,Telstra,294,0
AUTH-00000189,2025-08-19 13:57:27.592994,310160230077454,SUCCESS,SUCCESS,MME-03,CELL-0085,EPS_AKA,Telstra,291,0
AUTH-00000190,2025-08-19 14:42:27.592994,312530350974508,SUCCESS,SUCCESS,MME-03,CELL-0098,5G_AKA,AT&T,185,0
AUTH-00000191,2025-08-19 14:49:25.592994,310160962443875,SUCCESS,SUCCESS,MME-04,CELL-0096,UMTS_AKA,Orange,389,0
AUTH-00000192,2025-08-19 14:52:01.592994,310160377854527,TIMEOUT,DATABASE_ERROR,MME-01,CELL-0005,UMTS_AKA,Verizon,428,5
AUTH-00000193,2025-08-19 14:56:06.592994,310160874080465,SUCCESS,SUCCESS,MME-05,CELL-0005,EAP_AKA,Telstra,123,0
AUTH-00000194,2025-08-19 15:26:39.592994,311480497827649,SUCCESS,SUCCESS,MME-04,CELL-0070,UMTS_AKA,Verizon,77,0
AUTH-00000195,2025-08-19 21:10:34.592994,312530720092424,SUCCESS,SUCCESS,MME-05,CELL-0034,UMTS_AKA,China Mobile,114,0
AUTH-00000196,2025-08-19 21:12:18.592994,311480659088970,SUCCESS,SUCCESS,MME-05,CELL-0041,UMTS_AKA,AT&T,56,0
AUTH-00000197,2025-08-19 21:25:43.592994,310160743638369,SUCCESS,SUCCESS,MME-05,CELL-0069,UMTS_AKA,Orange,151,0
AUTH-00000198,2025-08-19 21:42:42.592994,310160839619597,SUCCESS,SUCCESS,MME-03,CELL-0037,EPS_AKA,Verizon,60,0
AUTH-00000199,2025-08-19 22:10:23.592994,311480107251145,TIMEOUT,SYNC_FAILURE,MME-01,CELL-0095,UMTS_AKA,Orange,239,4
AUTH-00000200,2025-08-19 23:14:07.592994,311480799492462,FAILURE,DATABASE_ERROR,MME-01,CELL-0068,UMTS_AKA,AT&T,241,5
AUTH-00000201,2025-08-20 00:09:46.592994,310260282900299,SUCCESS,SUCCESS,MME-03,CELL-0064,EPS_AKA,None,122,0
AUTH-00000202,2025-08-20 00:50:19.592994,310160318848068,SUCCESS,SUCCESS,MME-01,CELL-0066,UMTS_AKA,AT&T,111,0
AUTH-00000203,2025-08-20 01:20:21.592994,312530836233770,SUCCESS,SUCCESS,MME-05,CELL-0071,UMTS_AKA,Verizon,420,0
AUTH-00000204,2025-08-20 01:24:25.592994,310160521247881,TIMEOUT,ROAMING_NOT_ALLOWED,MME-04,CELL-0080,EPS_AKA,None,202,2
AUTH-00000205,2025-08-20 01:51:30.592994,311480483005741,TIMEOUT,ROAMING_NOT_ALLOWED,MME-03,CELL-0045,5G_AKA,Telstra,273,3
AUTH-00000206,2025-08-20 02:18:09.592994,310160795174362,SUCCESS,SUCCESS,MME-04,CELL-0018,EAP_AKA,Orange,76,0
AUTH-00000207,2025-08-20 03:48:00.592994,312530440428073,SUCCESS,SUCCESS,MME-03,CELL-0088,EAP_AKA,Verizon,253,0
AUTH-00000208,2025-08-20 03:59:38.592994,312530907213355,SUCCESS,SUCCESS,MME-01,CELL-0047,UMTS_AKA,Telstra,403,0
AUTH-00000209,2025-08-20 04:39:43.592994,310160822248448,SUCCESS,SUCCESS,MME-03,CELL-0036,UMTS_AKA,China Mobile,488,0
AUTH-00000210,2025-08-20 04:55:25.592994,310160492599590,SUCCESS,SUCCESS,MME-03,CELL-0037,5G_AKA,AT&T,201,0
AUTH-00000211,2025-08-20 05:40:17.592994,312530331067253,SUCCESS,SUCCESS,MME-03,CELL-0017,EAP_AKA,None,482,0
AUTH-00000212,2025-08-20 06:26:05.592994,311480673970371,SUCCESS,SUCCESS,MME-03,CELL-0058,5G_AKA,China Mobile,109,0
AUTH-00000213,2025-08-20 09:48:20.592994,311480416195975,SUCCESS,SUCCESS,MME-03,CELL-0086,UMTS_AKA,Telstra,116,0
AUTH-00000214,2025-08-20 09:54:12.592994,310160644744643,SUCCESS,SUCCESS,MME-03,CELL-0073,EAP_AKA,Vodafone,51,0
AUTH-00000215,2025-08-20 11:29:59.592994,312530369588717,FAILURE,HSS_TIMEOUT,MME-04,CELL-0050,UMTS_AKA,AT&T,1031,2
AUTH-00000216,2025-08-20 11:55:47.592994,312530374377332,SUCCESS,SUCCESS,MME-03,CELL-0049,EAP_AKA,None,209,0
AUTH-00000217,2025-08-20 12:26:48.592994,312530399669497,SUCCESS,SUCCESS,MME-05,CELL-0010,EAP_AKA,AT&T,140,0
AUTH-00000218,2025-08-20 12:51:07.592994,310260753932180,FAILURE,SUBSCRIBER_UNKNOWN,MME-03,CELL-0034,5G_AKA,China Mobile,1583,1
AUTH-00000219,2025-08-20 14:28:28.592994,312530429823451,FAILURE,ROAMING_NOT_ALLOWED,MME-01,CELL-0034,EPS_AKA,Telstra,1536,1
AUTH-00000220,2025-08-20 14:57:59.592994,310160169470591,REJECTED,DATABASE_ERROR,MME-05,CELL-0047,EAP_AKA,China Mobile,746,2
AUTH-00000221,2025-08-20 15:16:57.592994,311480471366326,SUCCESS,SUCCESS,MME-01,CELL-0039,5G_AKA,Orange,64,0
AUTH-00000222,2025-08-20 16:05:50.592994,312530869071380,SUCCESS,SUCCESS,MME-02,CELL-0098,5G_AKA,Verizon,282,0
AUTH-00000223,2025-08-20 16:11:22.592994,310160793632279,SUCCESS,SUCCESS,MME-01,CELL-0092,EPS_AKA,Orange,169,0
AUTH-00000224,2025-08-20 16:27:00.592994,310160949582893,TIMEOUT,HSS_TIMEOUT,MME-01,CELL-0043,UMTS_AKA,Verizon,455,4
AUTH-00000225,2025-08-20 16:54:36.592994,310160466443780,SUCCESS,SUCCESS,MME-05,CELL-0087,EPS_AKA,Vodafone,258,0
AUTH-00000226,2025-08-20 18:23:28.592994,312530138015998,SUCCESS,SUCCESS,MME-05,CELL-0070,EPS_AKA,China Mobile,645,0
AUTH-00000227,2025-08-20 19:37:10.592994,310260656124180,SUCCESS,SUCCESS,MME-05,CELL-0057,EAP_AKA,AT&T,70,0
AUTH-00000228,2025-08-20 21:01:51.592994,312530760349088,TIMEOUT,ROAMING_NOT_ALLOWED,MME-03,CELL-0018,EAP_AKA,Vodafone,2315,2
AUTH-00000229,2025-08-20 21:34:21.592994,311480138094109,SUCCESS,SUCCESS,MME-05,CELL-0013,EPS_AKA,China Mobile,80,0
AUTH-00000230,2025-08-20 23:26:21.592994,312530475910542,TIMEOUT,SYNC_FAILURE,MME-04,CELL-0073,5G_AKA,Verizon,266,1
AUTH-00000231,2025-08-21 00:07:27.592994,310260663776428,SUCCESS,SUCCESS,MME-05,CELL-0097,EPS_AKA,Vodafone,284,0
AUTH-00000232,2025-08-21 00:10:47.592994,310160562854423,SUCCESS,SUCCESS,MME-04,CELL-0084,5G_AKA,AT&T,152,0
AUTH-00000233,2025-08-21 00:13:25.592994,312530445911699,SUCCESS,SUCCESS,MME-05,CELL-0046,EAP_AKA,AT&T,116,0
AUTH-00000234,2025-08-21 00:15:37.592994,311480775463471,REJECTED,SUBSCRIBER_UNKNOWN,MME-03,CELL-0083,EAP_AKA,Orange,594,3
AUTH-00000235,2025-08-21 01:32:37.592994,310260454393251,SUCCESS,SUCCESS,MME-03,CELL-0051,UMTS_AKA,China Mobile,62,0
AUTH-00000236,2025-08-21 02:15:48.592994,310260227469447,FAILURE,SYNC_FAILURE,MME-01,CELL-0096,EPS_AKA,Verizon,1203,1
AUTH-00000237,2025-08-21 02:51:34.592994,312530136763081,SUCCESS,SUCCESS,MME-05,CELL-0093,5G_AKA,Telstra,262,0
AUTH-00000238,2025-08-21 03:11:19.592994,312530682031570,SUCCESS,SUCCESS,MME-04,CELL-0073,EAP_AKA,China Mobile,85,0
AUTH-00000239,2025-08-21 03:28:09.592994,311480963150961,SUCCESS,SUCCESS,MME-05,CELL-0085,EPS_AKA,Orange,92,0
AUTH-00000240,2025-08-21 03:33:59.592994,312530782523755,SUCCESS,SUCCESS,MME-03,CELL-0034,EAP_AKA,AT&T,206,0
AUTH-00000241,2025-08-21 04:45:48.592994,310160883990546,SUCCESS,SUCCESS,MME-05,CELL-0001,UMTS_AKA,Telstra,245,0
AUTH-00000242,2025-08-21 10:20:47.592994,310260415891559,SUCCESS,SUCCESS,MME-02,CELL-0024,EAP_AKA,None,124,0
AUTH-00000243,2025-08-21 11:06:14.592994,310260756649485,SUCCESS,SUCCESS,MME-03,CELL-0086,EAP_AKA,None,201,0
AUTH-00000244,2025-08-21 11:38:47.592994,312530477832612,FAILURE,AUTH_VECTOR_MISMATCH,MME-01,CELL-0060,EPS_AKA,China Mobile,608,1
AUTH-00000245,2025-08-21 12:02:35.592994,310260931015876,SUCCESS,SUCCESS,MME-04,CELL-0039,UMTS_AKA,Vodafone,222,0
AUTH-00000246,2025-08-21 13:41:19.592994,311480625888156,TIMEOUT,AUTH_VECTOR_MISMATCH,MME-05,CELL-0087,UMTS_AKA,None,219,2
AUTH-00000247,2025-08-21 14:12:26.592994,310160202056134,SUCCESS,SUCCESS,MME-02,CELL-0045,EPS_AKA,Telstra,86,0
AUTH-00000248,2025-08-21 16:20:50.592994,310260763095915,SUCCESS,SUCCESS,MME-02,CELL-0087,EPS_AKA,Verizon,147,0
AUTH-00000249,2025-08-21 17:01:27.592994,310160196179562,FAILURE,SUBSCRIBER_UNKNOWN,MME-04,CELL-0045,EPS_AKA,Verizon,514,2
AUTH-00000250,2025-08-21 18:39:24.592994,311480163423541,SUCCESS,SUCCESS,MME-01,CELL-0095,5G_AKA,Orange,264,0
AUTH-00000251,2025-08-21 19:08:28.592994,312530893223434,SUCCESS,SUCCESS,MME-01,CELL-0091,EAP_AKA,None,193,0
AUTH-00000252,2025-08-21 19:51:33.592994,311480774936319,SUCCESS,SUCCESS,MME-05,CELL-0040,UMTS_AKA,None,76,0
AUTH-00000253,2025-08-21 19:59:53.592994,310160430023641,SUCCESS,SUCCESS,MME-02,CELL-0064,UMTS_AKA,None,64,0
AUTH-00000254,2025-08-21 21:04:44.592994,310260388025556,SUCCESS,SUCCESS,MME-01,CELL-0026,5G_AKA,Verizon,165,0
AUTH-00000255,2025-08-21 21:42:54.592994,310260893114082,FAILURE,AUTH_VECTOR_MISMATCH,MME-03,CELL-0050,5G_AKA,Orange,979,5
AUTH-00000256,2025-08-21 22:04:53.592994,310260342619443,REJECTED,HSS_TIMEOUT,MME-04,CELL-0093,5G_AKA,AT&T,325,2
AUTH-00000257,2025-08-21 22:55:03.592994,312530655652546,SUCCESS,SUCCESS,MME-05,CELL-0059,EPS_AKA,Orange,111,0
AUTH-00000258,2025-08-21 23:09:19.592994,310260239666545,FAILURE,HSS_TIMEOUT,MME-03,CELL-0054,EPS_AKA,China Mobile,2537,2
AUTH-00000259,2025-08-21 23:18:01.592994,310260427355783,FAILURE,AUTH_VECTOR_MISMATCH,MME-01,CELL-0084,EPS_AKA,China Mobile,316,4
AUTH-00000260,2025-08-21 23:48:55.592994,310160986120784,TIMEOUT,DATABASE_ERROR,MME-04,CELL-0070,EPS_AKA,None,1485,1
AUTH-00000261,2025-08-22 00:07:53.592994,310260990344066,TIMEOUT,HSS_TIMEOUT,MME-02,CELL-0068,UMTS_AKA,None,2672,1
AUTH-00000262,2025-08-22 01:23:47.592994,311480330840779,SUCCESS,SUCCESS,MME-05,CELL-0091,EPS_AKA,Vodafone,121,0
AUTH-00000263,2025-08-22 01:53:28.592994,311480953045420,TIMEOUT,HSS_TIMEOUT,MME-03,CELL-0018,EPS_AKA,None,229,3
AUTH-00000264,2025-08-22 02:14:45.592994,311480707931635,SUCCESS,SUCCESS,MME-03,CELL-0088,UMTS_AKA,AT&T,250,0
AUTH-00000265,2025-08-22 03:07:55.592994,312530629969244,SUCCESS,SUCCESS,MME-04,CELL-0011,EPS_AKA,Orange,300,0
AUTH-00000266,2025-08-22 03:43:46.592994,310260273437236,SUCCESS,SUCCESS,MME-02,CELL-0078,EAP_AKA,Orange,555,0
AUTH-00000267,2025-08-22 03:53:20.592994,310260275636840,SUCCESS,SUCCESS,MME-04,CELL-0061,5G_AKA,China Mobile,347,0
AUTH-00000268,2025-08-22 04:42:14.592994,310260175535732,SUCCESS,SUCCESS,MME-04,CELL-0020,EAP_AKA,Verizon,109,0
AUTH-00000269,2025-08-22 06:17:59.592994,310260697070110,SUCCESS,SUCCESS,MME-05,CELL-0096,EPS_AKA,Orange,215,0
AUTH-00000270,2025-08-22 07:37:30.592994,312530168326084,SUCCESS,SUCCESS,MME-01,CELL-0014,EAP_AKA,Verizon,62,0
AUTH-00000271,2025-08-22 08:04:54.592994,312530621383185,SUCCESS,SUCCESS,MME-04,CELL-0068,5G_AKA,AT&T,350,0
AUTH-00000272,2025-08-22 08:12:03.592994,312530590050630,REJECTED,SUBSCRIBER_UNKNOWN,MME-01,CELL-0030,EPS_AKA,China Mobile,1107,2
AUTH-00000273,2025-08-22 09:13:35.592994,310160806624008,TIMEOUT,DATABASE_ERROR,MME-02,CELL-0063,EAP_AKA,None,2226,4
AUTH-00000274,2025-08-22 09:54:52.592994,310160303811811,SUCCESS,SUCCESS,MME-03,CELL-0007,UMTS_AKA,Vodafone,251,0
AUTH-00000275,2025-08-22 10:18:20.592994,310160695397156,SUCCESS,SUCCESS,MME-04,CELL-0048,5G_AKA,AT&T,592,0
AUTH-00000276,2025-08-22 10:31:27.592994,311480532621641,SUCCESS,SUCCESS,MME-05,CELL-0068,5G_AKA,None,191,0
AUTH-00000277,2025-08-22 11:25:35.592994,311480472961310,SUCCESS,SUCCESS,MME-03,CELL-0085,EPS_AKA,AT&T,224,0
AUTH-00000278,2025-08-22 12:36:37.592994,310160403323726,REJECTED,SYNC_FAILURE,MME-02,CELL-0001,UMTS_AKA,Orange,2234,3
AUTH-00000279,2025-08-22 12:53:03.592994,311480209576933,TIMEOUT,DATABASE_ERROR,MME-03,CELL-0025,EAP_AKA,Telstra,577,5
AUTH-00000280,2025-08-22 14:03:34.592994,310260664337781,SUCCESS,SUCCESS,MME-04,CELL-0029,UMTS_AKA,Telstra,121,0
AUTH-00000281,2025-08-22 14:24:48.592994,311480513598112,FAILURE,SUBSCRIBER_UNKNOWN,MME-04,CELL-0090,UMTS_AKA,Verizon,1309,1
AUTH-00000282,2025-08-22 14:43:29.592994,312530727723347,TIMEOUT,HSS_TIMEOUT,MME-03,CELL-0003,5G_AKA,Orange,405,5
AUTH-00000283,2025-08-22 15:10:40.592994,310260723009095,SUCCESS,SUCCESS,MME-03,CELL-0067,EPS_AKA,Verizon,139,0
AUTH-00000284,2025-08-22 15:51:07.592994,310260272650793,TIMEOUT,DATABASE_ERROR,MME-01,CELL-0086,5G_AKA,Telstra,289,4
AUTH-00000285,2025-08-22 15:58:55.592994,311480791502906,FAILURE,SUBSCRIBER_UNKNOWN,MME-03,CELL-0099,5G_AKA,None,861,2
AUTH-00000286,2025-08-22 18:37:42.592994,310160884576209,REJECTED,ROAMING_NOT_ALLOWED,MME-03,CELL-0096,EAP_AKA,Telstra,741,5
AUTH-00000287,2025-08-22 22:14:26.592994,310260250819588,FAILURE,AUTH_VECTOR_MISMATCH,MME-05,CELL-0086,UMTS_AKA,China Mobile,1723,3
AUTH-00000288,2025-08-22 22:29:27.592994,311480990671876,TIMEOUT,SUBSCRIBER_UNKNOWN,MME-03,CELL-0068,UMTS_AKA,Telstra,314,2
AUTH-00000289,2025-08-23 01:20:59.592994,312530657557777,SUCCESS,SUCCESS,MME-02,CELL-0004,UMTS_AKA,Telstra,79,0
AUTH-00000290,2025-08-23 02:20:10.592994,310160375945610,SUCCESS,SUCCESS,MME-04,CELL-0059,EPS_AKA,None,972,0
AUTH-00000291,2025-08-23 03:18:36.592994,312530250046092,SUCCESS,SUCCESS,MME-02,CELL-0031,UMTS_AKA,Orange,50,0
AUTH-00000292,2025-08-23 04:34:35.592994,312530878773285,SUCCESS,SUCCESS,MME-02,CELL-0058,5G_AKA,Vodafone,316,0
AUTH-00000293,2025-08-23 05:29:48.592994,310260859606715,SUCCESS,SUCCESS,MME-04,CELL-0017,5G_AKA,None,50,0
AUTH-00000294,2025-08-23 05:59:35.592994,310160114869691,TIMEOUT,SYNC_FAILURE,MME-05,CELL-0093,EPS_AKA,China Mobile,1292,3
AUTH-00000295,2025-08-23 06:16:41.592994,310260787519511,SUCCESS,SUCCESS,MME-05,CELL-0086,UMTS_AKA,Vodafone,110,0
AUTH-00000296,2025-08-23 06:58:10.592994,311480363950222,SUCCESS,SUCCESS,MME-05,CELL-0032,5G_AKA,AT&T,155,0
AUTH-00000297,2025-08-23 07:59:21.592994,310160478585334,SUCCESS,SUCCESS,MME-04,CELL-0077,UMTS_AKA,AT&T,207,0
AUTH-00000298,2025-08-23 08:41:29.592994,310260812361577,SUCCESS,SUCCESS,MME-02,CELL-0072,EAP_AKA,Telstra,53,0
AUTH-00000299,2025-08-23 09:13:44.592994,312530199293037,SUCCESS,SUCCESS,MME-02,CELL-0039,EPS_AKA,Telstra,66,0
AUTH-00000300,2025-08-23 09:46:59.592994,311480597674088,REJECTED,DATABASE_ERROR,MME-02,CELL-0071,5G_AKA,Orange,524,4
AUTH-00000301,2025-08-23 12:09:17.592994,311480143554123,REJECTED,SYNC_FAILURE,MME-04,CELL-0079,5G_AKA,Verizon,494,3
AUTH-00000302,2025-08-23 12:10:51.592994,311480129244216,SUCCESS,SUCCESS,MME-04,CELL-0067,5G_AKA,Verizon,117,0
AUTH-00000303,2025-08-23 13:17:28.592994,312530227945863,SUCCESS,SUCCESS,MME-04,CELL-0054,UMTS_AKA,China Mobile,52,0
AUTH-00000304,2025-08-23 14:16:27.592994,310260514110521,SUCCESS,SUCCESS,MME-02,CELL-0033,5G_AKA,AT&T,217,0
AUTH-00000305,2025-08-23 15:00:59.592994,312530750119705,FAILURE,AUTH_VECTOR_MISMATCH,MME-05,CELL-0048,UMTS_AKA,Telstra,566,5
AUTH-00000306,2025-08-23 15:55:44.592994,312530703100639,SUCCESS,SUCCESS,MME-04,CELL-0056,5G_AKA,Orange,536,0
AUTH-00000307,2025-08-23 18:19:40.592994,312530570722786,TIMEOUT,SYNC_FAILURE,MME-04,CELL-0071,5G_AKA,AT&T,222,5
AUTH-00000308,2025-08-23 18:58:31.592994,311480567188057,TIMEOUT,SYNC_FAILURE,MME-02,CELL-0047,EPS_AKA,China Mobile,1241,3
AUTH-00000309,2025-08-23 20:59:04.592994,311480693088543,FAILURE,AUTH_VECTOR_MISMATCH,MME-05,CELL-0037,UMTS_AKA,Verizon,1227,2
AUTH-00000310,2025-08-24 00:16:55.592994,310260217478357,SUCCESS,SUCCESS,MME-03,CELL-0058,UMTS_AKA,Telstra,71,0
AUTH-00000311,2025-08-24 01:41:38.592994,310160123742363,SUCCESS,SUCCESS,MME-02,CELL-0060,EPS_AKA,AT&T,390,0
AUTH-00000312,2025-08-24 02:19:34.592994,310160719222973,FAILURE,AUTH_VECTOR_MISMATCH,MME-04,CELL-0094,UMTS_AKA,China Mobile,512,2
AUTH-00000313,2025-08-24 02:37:33.592994,311480777699845,SUCCESS,SUCCESS,MME-02,CELL-0081,EPS_AKA,Telstra,197,0
AUTH-00000314,2025-08-24 02:42:07.592994,311480822289529,TIMEOUT,AUTH_VECTOR_MISMATCH,MME-03,CELL-0070,EPS_AKA,Telstra,441,2
AUTH-00000315,2025-08-24 04:44:24.592994,311480994212788,SUCCESS,SUCCESS,MME-04,CELL-0001,UMTS_AKA,AT&T,70,0
AUTH-00000316,2025-08-24 05:13:55.592994,312530877588672,SUCCESS,SUCCESS,MME-05,CELL-0019,UMTS_AKA,None,187,0
AUTH-00000317,2025-08-24 05:25:37.592994,310260757379830,REJECTED,AUTH_VECTOR_MISMATCH,MME-03,CELL-0008,EAP_AKA,China Mobile,1562,3
AUTH-00000318,2025-08-24 05:37:22.592994,310260236108286,FAILURE,ROAMING_NOT_ALLOWED,MME-03,CELL-0061,EAP_AKA,Verizon,204,2
AUTH-00000319,2025-08-24 06:07:39.592994,312530705273252,SUCCESS,SUCCESS,MME-05,CELL-0001,EAP_AKA,Telstra,224,0
AUTH-00000320,2025-08-24 07:32:37.592994,312530904216386,TIMEOUT,ROAMING_NOT_ALLOWED,MME-02,CELL-0053,5G_AKA,Telstra,1198,4
AUTH-00000321,2025-08-24 08:07:32.592994,310260301711994,SUCCESS,SUCCESS,MME-03,CELL-0019,EAP_AKA,Orange,276,0
AUTH-00000322,2025-08-24 09:52:13.592994,312530553205897,SUCCESS,SUCCESS,MME-03,CELL-0064,5G_AKA,None,358,0
AUTH-00000323,2025-08-24 11:32:58.592994,312530584173753,SUCCESS,SUCCESS,MME-03,CELL-0009,EPS_AKA,Vodafone,64,0
AUTH-00000324,2025-08-24 11:41:52.592994,311480537860186,SUCCESS,SUCCESS,MME-05,CELL-0083,UMTS_AKA,Verizon,234,0
AUTH-00000325,2025-08-24 12:41:36.592994,310260426370589,REJECTED,SUBSCRIBER_UNKNOWN,MME-04,CELL-0028,EPS_AKA,None,2337,4
AUTH-00000326,2025-08-24 13:23:57.592994,311480929659695,TIMEOUT,HSS_TIMEOUT,MME-04,CELL-0024,EAP_AKA,Telstra,232,1
AUTH-00000327,2025-08-24 13:38:07.592994,310160898001623,SUCCESS,SUCCESS,MME-03,CELL-0050,5G_AKA,Vodafone,50,0
AUTH-00000328,2025-08-24 13:54:19.592994,312530562432078,SUCCESS,SUCCESS,MME-02,CELL-0037,5G_AKA,Orange,386,0
AUTH-00000329,2025-08-24 15:29:04.592994,310160291589973,SUCCESS,SUCCESS,MME-01,CELL-0093,EPS_AKA,Telstra,168,0
AUTH-00000330,2025-08-24 17:09:08.592994,312530318215992,SUCCESS,SUCCESS,MME-01,CELL-0082,5G_AKA,Telstra,61,0
AUTH-00000331,2025-08-24 18:04:25.592994,310260663958204,REJECTED,AUTH_VECTOR_MISMATCH,MME-02,CELL-0035,UMTS_AKA,AT&T,274,1
AUTH-00000332,2025-08-24 19:40:35.592994,312530643878461,TIMEOUT,SUBSCRIBER_UNKNOWN,MME-01,CELL-0042,UMTS_AKA,Vodafone,1877,3
AUTH-00000333,2025-08-24 20:42:38.592994,311480874302410,SUCCESS,SUCCESS,MME-01,CELL-0085,5G_AKA,Vodafone,906,0
AUTH-00000334,2025-08-24 21:11:13.592994,312530703545973,SUCCESS,SUCCESS,MME-03,CELL-0075,5G_AKA,AT&T,224,0
AUTH-00000335,2025-08-24 23:00:56.592994,311480689408638,SUCCESS,SUCCESS,MME-02,CELL-0071,5G_AKA,Vodafone,81,0
AUTH-00000336,2025-08-24 23:11:11.592994,312530226160777,SUCCESS,SUCCESS,MME-01,CELL-0034,5G_AKA,None,110,0
AUTH-00000337,2025-08-24 23:39:36.592994,312530265715658,SUCCESS,SUCCESS,MME-05,CELL-0019,EPS_AKA,AT&T,544,0
AUTH-00000338,2025-08-25 00:28:56.592994,310160637280565,SUCCESS,SUCCESS,MME-02,CELL-0057,5G_AKA,Orange,66,0
AUTH-00000339,2025-08-25 00:44:21.592994,310160721722401,SUCCESS,SUCCESS,MME-04,CELL-0092,UMTS_AKA,AT&T,85,0
AUTH-00000340,2025-08-25 01:09:17.592994,310260881582920,SUCCESS,SUCCESS,MME-01,CELL-0052,EPS_AKA,AT&T,170,0
AUTH-00000341,2025-08-25 02:46:28.592994,310260517838415,FAILURE,ROAMING_NOT_ALLOWED,MME-05,CELL-0052,EAP_AKA,AT&T,1853,2
AUTH-00000342,2025-08-25 03:14:48.592994,310160959706729,SUCCESS,SUCCESS,MME-03,CELL-0047,5G_AKA,None,206,0
AUTH-00000343,2025-08-25 03:54:31.592994,310260528116244,SUCCESS,SUCCESS,MME-03,CELL-0093,EPS_AKA,Telstra,150,0
AUTH-00000344,2025-08-25 04:32:55.592994,310160109278327,SUCCESS,SUCCESS,MME-05,CELL-0026,EAP_AKA,Vodafone,188,0
AUTH-00000345,2025-08-25 07:21:37.592994,310260797473384,SUCCESS,SUCCESS,MME-01,CELL-0081,UMTS_AKA,Orange,100,0
AUTH-00000346,2025-08-25 09:16:24.592994,310260690096075,SUCCESS,SUCCESS,MME-01,CELL-0096,5G_AKA,China Mobile,361,0
AUTH-00000347,2025-08-25 09:24:24.592994,311480474958540,SUCCESS,SUCCESS,MME-02,CELL-0019,EPS_AKA,AT&T,267,0
AUTH-00000348,2025-08-25 09:39:32.592994,312530350541717,REJECTED,ROAMING_NOT_ALLOWED,MME-01,CELL-0005,EPS_AKA,Vodafone,204,3
AUTH-00000349,2025-08-25 09:45:24.592994,310260822703706,SUCCESS,SUCCESS,MME-04,CELL-0088,EAP_AKA,Telstra,260,0
AUTH-00000350,2025-08-25 09:50:51.592994,312530137585010,SUCCESS,SUCCESS,MME-04,CELL-0084,EPS_AKA,China Mobile,204,0
AUTH-00000351,2025-08-25 09:56:35.592994,310260515817303,SUCCESS,SUCCESS,MME-04,CELL-0088,5G_AKA,Orange,90,0
AUTH-00000352,2025-08-25 10:36:29.592994,312530222953764,SUCCESS,SUCCESS,MME-01,CELL-0074,EAP_AKA,Orange,134,0
AUTH-00000353,2025-08-25 11:48:00.592994,311480983024025,SUCCESS,SUCCESS,MME-02,CELL-0087,5G_AKA,None,56,0
AUTH-00000354,2025-08-25 12:46:53.592994,310260899302837,SUCCESS,SUCCESS,MME-01,CELL-0070,UMTS_AKA,China Mobile,64,0
AUTH-00000355,2025-08-25 13:44:13.592994,312530672549696,FAILURE,SUBSCRIBER_UNKNOWN,MME-03,CELL-0078,EPS_AKA,China Mobile,923,2
AUTH-00000356,2025-08-25 13:45:41.592994,310160650412289,FAILURE,DATABASE_ERROR,MME-03,CELL-0083,5G_AKA,None,320,3
AUTH-00000357,2025-08-25 13:58:22.592994,312530334529987,FAILURE,HSS_TIMEOUT,MME-03,CELL-0057,EAP_AKA,Orange,2084,2
AUTH-00000358,2025-08-25 14:10:08.592994,310160198067030,FAILURE,AUTH_VECTOR_MISMATCH,MME-03,CELL-0026,EPS_AKA,AT&T,328,2
AUTH-00000359,2025-08-25 14:17:15.592994,310260745063464,SUCCESS,SUCCESS,MME-04,CELL-0057,5G_AKA,Telstra,205,0
AUTH-00000360,2025-08-25 14:22:40.592994,312530512802764,SUCCESS,SUCCESS,MME-05,CELL-0003,5G_AKA,China Mobile,197,0
AUTH-00000361,2025-08-25 15:17:44.592994,312530615366264,SUCCESS,SUCCESS,MME-01,CELL-0065,5G_AKA,None,71,0
AUTH-00000362,2025-08-25 15:18:12.592994,310260802525025,SUCCESS,SUCCESS,MME-02,CELL-0099,5G_AKA,Verizon,487,0
AUTH-00000363,2025-08-25 15:40:27.592994,311480401638420,SUCCESS,SUCCESS,MME-03,CELL-0090,5G_AKA,Orange,324,0
AUTH-00000364,2025-08-25 16:41:43.592994,310260780350978,SUCCESS,SUCCESS,MME-01,CELL-0011,UMTS_AKA,Vodafone,174,0
