cell_id,enb_id,cell_name,site_id,latitude,longitude,region,market,technology,frequency_band,capacity_rating,neighbor_cells,tower_status
CELL_00114,eNB_0180,Site_9417_Sector_3,SITE_0191,38.059338786479046,-104.66790120824179,Pacific,Suburban,5G SA,Band 4 (AWS),Very High,"CELL_00026,CELL_01072,CELL_00631",Active
CELL_00115,eNB_0176,Site_6612_Sector_1,SITE_0533,45.078389358819514,-88.81444578080885,Pacific,Rural,LTE,Band 4 (AWS),Low,"CELL_01118,CELL_00791,CELL_00422,CELL_00681",Active
CELL_00116,eNB_0067,Site_9008_Sector_2,SITE_0164,31.670529027039823,-71.85947313489467,Southeast,Dense Urban,5G NSA,Band 2 (1900MHz),Medium,"CELL_00417,CELL_01319,CELL_00305,CELL_01215",Active
CELL_00117,eNB_0017,Site_6539_Sector_3,SITE_0109,38.76473952079973,-104.14165075308834,Pacific,Urban,5G SA,n41 (2.5GHz),High,"CELL_01234,CELL_01281,CELL_01123,CELL_00113,CELL_00777,CELL_00014",Active
CELL_00118,eNB_0188,Site_9738_Sector_1,SITE_0171,33.28612462541719,-74.45458640027803,Southeast,Dense Urban,LTE,Band 12 (700MHz),Very High,"CELL_01104,CELL_01320,CELL_01057,CELL_01185,CELL_01006,CELL_00665,CELL_00575",Active
CELL_00119,eNB_0018,Site_9300_Sector_2,SITE_0037,31.98335133999096,-85.96361778780914,Pacific,Suburban,5G SA,Band 71 (600MHz),Low,"CELL_00938,CELL_00222,CELL_01430",Active
CELL_00120,eNB_0066,Site_1159_Sector_1,SITE_0349,45.76847462464809,-114.59413618189677,Pacific,Urban,5G SA,Band 2 (1900MHz),High,"CELL_00286,CELL_01407,CELL_01468,CELL_00707,CELL_00515,CELL_00312,CELL_00625",Active
CELL_00121,eNB_0093,Site_1806_Sector_1,SITE_0056,31.615885923275457,-118.4130656741435,Southwest,Rural,5G NSA,n41 (2.5GHz),Low,"CELL_00524,CELL_00190,CELL_00143,CELL_00840,CELL_01071,CELL_01425,CELL_00288",Active
CELL_00122,eNB_0102,Site_9862_Sector_2,SITE_0297,37.02868951992268,-114.93260457893402,Midwest,Highway,LTE,Band 66 (AWS-3),Medium,"CELL_01110,CELL_01125,CELL_00124,CELL_00419,CELL_00547,CELL_00423,CELL_01424,CELL_01210",Active
CELL_00123,eNB_0033,Site_1236_Sector_2,SITE_0414,28.992818832599486,-108.91589933949619,Northeast,Dense Urban,5G SA,n41 (2.5GHz),Very High,"CELL_00302,CELL_00057,CELL_00330",Active
CELL_00124,eNB_0167,Site_8994_Sector_1,SITE_0301,37.13144026202598,-103.01879582501297,Southeast,Dense Urban,5G NSA,Band 71 (600MHz),Medium,"CELL_01174,CELL_01320,CELL_00754,CELL_00104,CELL_00119,CELL_00298,CELL_01081",Active
CELL_00125,eNB_0042,Site_6516_Sector_3,SITE_0404,32.83592569282108,-94.9099834742644,Southwest,Suburban,LTE,Band 2 (1900MHz),Very High,"CELL_00324,CELL_00451,CELL_00902,CELL_01486,CELL_01176,CELL_00178,CELL_00106",Active
CELL_00126,eNB_0132,Site_9406_Sector_2,SITE_0277,41.508348544951964,-108.07525990372801,Pacific,Suburban,LTE,Band 71 (600MHz),Medium,"CELL_01323,CELL_00760,CELL_00170",Active
CELL_00127,eNB_0033,Site_8649_Sector_1,SITE_0105,28.41516096720867,-104.72836006222656,Pacific,Dense Urban,5G SA,Band 2 (1900MHz),Low,"CELL_00817,CELL_01338,CELL_01293,CELL_01118,CELL_00846,CELL_00556",Active
CELL_00128,eNB_0132,Site_2432_Sector_2,SITE_0564,40.905262676707494,-92.09784771766364,Pacific,Suburban,5G NSA,Band 71 (600MHz),Very High,"CELL_00103,CELL_00869,CELL_00547,CELL_00694,CELL_01354,CELL_00522,CELL_01393",Active
CELL_00129,eNB_0061,Site_3249_Sector_1,SITE_0581,40.72136578027722,-97.34572639123498,Pacific,Highway,5G SA,Band 12 (700MHz),Medium,"CELL_01391,CELL_00900,CELL_00626,CELL_00205,CELL_00151,CELL_01290",Active
CELL_00130,eNB_0156,Site_9553_Sector_3,SITE_0584,27.801885344873497,-109.24282494284859,Northeast,Highway,5G NSA,n41 (2.5GHz),Very High,"CELL_00856,CELL_00023,CELL_00041,CELL_00562,CELL_00497,CELL_01246,CELL_00933",Active
CELL_00131,eNB_0022,Site_9319_Sector_1,SITE_0344,43.504981748670936,-78.73277732754639,West,Highway,LTE,n71 (600MHz),Low,"CELL_00442,CELL_01235,CELL_00836,CELL_00477,CELL_00604,CELL_00892,CELL_00157,CELL_00023",Active
CELL_00132,eNB_0177,Site_5126_Sector_3,SITE_0037,28.208600796677977,-104.8940682029949,Northeast,Urban,5G SA,n41 (2.5GHz),Medium,"CELL_00528,CELL_00658,CELL_00359,CELL_01063,CELL_01060",Active
CELL_00133,eNB_0142,Site_4704_Sector_2,SITE_0443,47.80829928708756,-88.04677912914526,Pacific,Rural,5G SA,Band 71 (600MHz),Medium,"CELL_01264,CELL_01267,CELL_01392,CELL_00583",Active
CELL_00134,eNB_0063,Site_2603_Sector_1,SITE_0388,27.630696908128456,-75.19700483897032,Northeast,Rural,5G SA,Band 12 (700MHz),Very High,"CELL_00107,CELL_00065,CELL_00898,CELL_00519",Active
CELL_00135,eNB_0002,Site_7384_Sector_3,SITE_0198,44.19273104768514,-121.91760663563467,Northeast,Highway,5G SA,n41 (2.5GHz),Medium,"CELL_00223,CELL_01441,CELL_01247,CELL_00015,CELL_00773,CELL_01401,CELL_00446",Active
CELL_00136,eNB_0023,Site_2106_Sector_1,SITE_0277,37.023759533650036,-84.01550078534623,Midwest,Dense Urban,5G NSA,Band 2 (1900MHz),High,"CELL_01345,CELL_00414,CELL_01489,CELL_01296",Active
CELL_00137,eNB_0084,Site_2509_Sector_2,SITE_0346,35.73229228223708,-75.06456947963143,Pacific,Urban,5G SA,n71 (600MHz),High,"CELL_01058,CELL_00961,CELL_00724,CELL_00769,CELL_00078",Active
CELL_00138,eNB_0163,Site_4453_Sector_1,SITE_0487,39.391548457989614,-121.33838792285658,Southwest,Highway,5G NSA,n71 (600MHz),Medium,"CELL_00367,CELL_00425,CELL_00779,CELL_00551,CELL_00831,CELL_00452",Active
CELL_00139,eNB_0164,Site_5089_Sector_2,SITE_0492,39.76577712945594,-120.2889630984599,West,Rural,5G NSA,n41 (2.5GHz),Medium,"CELL_01044,CELL_01100,CELL_00068",Active
CELL_00140,eNB_0057,Site_1669_Sector_2,SITE_0365,46.66042763663012,-117.90399450620599,Southwest,Highway,5G NSA,Band 12 (700MHz),Medium,"CELL_00276,CELL_00341,CELL_01397,CELL_01118,CELL_00195,CELL_01417",Active
CELL_00141,eNB_0065,Site_4749_Sector_1,SITE_0435,28.962707203110874,-77.72323763138655,Southwest,Dense Urban,LTE,Band 2 (1900MHz),Very High,"CELL_00482,CELL_00918,CELL_00038,CELL_00082,CELL_00230,CELL_00902,CELL_00950",Active
CELL_00142,eNB_0041,Site_7931_Sector_3,SITE_0073,25.367041697548828,-71.0207274641245,Southeast,Dense Urban,5G SA,n41 (2.5GHz),Medium,"CELL_00608,CELL_00907,CELL_01153,CELL_01335",Active
CELL_00143,eNB_0041,Site_2818_Sector_2,SITE_0003,37.082398829941965,-78.47459436015569,Southwest,Urban,LTE,n71 (600MHz),High,"CELL_01307,CELL_00647,CELL_00807,CELL_00928,CELL_00529,CELL_00572,CELL_00385",Active
CELL_00144,eNB_0150,Site_2184_Sector_2,SITE_0239,46.38482054418422,-79.03092199497888,Pacific,Dense Urban,5G NSA,Band 71 (600MHz),High,"CELL_00446,CELL_00198,CELL_00134,CELL_00516,CELL_01084,CELL_00754",Active
CELL_00145,eNB_0091,Site_3174_Sector_2,SITE_0040,32.0611889934102,-78.51399555968602,Pacific,Urban,5G NSA,Band 2 (1900MHz),High,"CELL_01020,CELL_00642,CELL_01089,CELL_00375,CELL_01108,CELL_01078,CELL_00726",Active
CELL_00146,eNB_0125,Site_7869_Sector_1,SITE_0276,30.155679291928106,-68.57545955378318,Pacific,Urban,LTE,Band 71 (600MHz),Very High,"CELL_01136,CELL_01108,CELL_00093,CELL_01395,CELL_01483,CELL_00124",Active
CELL_00147,eNB_0071,Site_2817_Sector_1,SITE_0091,31.11842081032313,-75.46955582118632,Southeast,Dense Urban,5G SA,n71 (600MHz),High,"CELL_01302,CELL_01180,CELL_01295",Active
CELL_00148,eNB_0137,Site_7682_Sector_3,SITE_0057,38.549626794728766,-81.8935669249275,Northeast,Urban,LTE,Band 66 (AWS-3),Very High,"CELL_00153,CELL_01118,CELL_01500,CELL_00762,CELL_00973",Active
CELL_00149,eNB_0192,Site_2845_Sector_3,SITE_0126,35.96166194525861,-95.02049754750855,West,Dense Urban,LTE,Band 71 (600MHz),High,"CELL_00736,CELL_01320,CELL_01207,CELL_01066,CELL_00881,CELL_01354",Active
CELL_00150,eNB_0174,Site_6001_Sector_1,SITE_0148,39.729077311665584,-82.99146480932966,Midwest,Rural,LTE,Band 71 (600MHz),Medium,"CELL_01103,CELL_00580,CELL_00795,CELL_01003,CELL_00570",Active
CELL_00151,eNB_0049,Site_4455_Sector_1,SITE_0508,31.466203448710257,-87.42512772089572,West,Dense Urban,LTE,n41 (2.5GHz),Medium,"CELL_01174,CELL_00284,CELL_01340,CELL_00329,CELL_00295",Active
CELL_00152,eNB_0047,Site_3947_Sector_2,SITE_0067,28.007200643175807,-90.48915557761171,West,Rural,5G NSA,Band 66 (AWS-3),Very High,"CELL_01353,CELL_00182,CELL_01212,CELL_01275,CELL_01316,CELL_01041,CELL_00136",Active
CELL_00153,eNB_0087,Site_7595_Sector_2,SITE_0559,29.75267154522007,-113.82500404318118,Midwest,Suburban,5G SA,Band 4 (AWS),Medium,"CELL_00854,CELL_00383,CELL_01220",Active
CELL_00154,eNB_0037,Site_7510_Sector_3,SITE_0509,28.880072180006543,-79.76609268794277,Midwest,Suburban,LTE,Band 71 (600MHz),Medium,"CELL_01217,CELL_01124,CELL_00493,CELL_01037",Active
CELL_00155,eNB_0200,Site_7130_Sector_3,SITE_0491,42.175141947940766,-112.03254785264679,Southeast,Urban,5G NSA,Band 71 (600MHz),Very High,"CELL_00323,CELL_00920,CELL_01292,CELL_00359,CELL_00420",Degraded
CELL_00156,eNB_0196,Site_3211_Sector_2,SITE_0270,29.588360057010085,-118.29247878506541,Pacific,Suburban,5G NSA,Band 12 (700MHz),Medium,"CELL_00280,CELL_00673,CELL_00443,CELL_01012",Active
CELL_00157,eNB_0176,Site_3052_Sector_2,SITE_0048,39.12685481142848,-89.77091679971585,Pacific,Urban,LTE,Band 4 (AWS),Medium,"CELL_00561,CELL_01089,CELL_00066",Active
CELL_00158,eNB_0097,Site_4736_Sector_3,SITE_0155,38.68971868904388,-111.29381797753183,Midwest,Suburban,5G NSA,Band 12 (700MHz),High,"CELL_00600,CELL_01312,CELL_01476",Active
CELL_00159,eNB_0136,Site_4109_Sector_2,SITE_0154,29.350291168128663,-101.67463879282671,Northeast,Highway,5G NSA,Band 12 (700MHz),Very High,"CELL_01219,CELL_00058,CELL_00630,CELL_01283,CELL_00015,CELL_01456,CELL_01140",Active
CELL_00160,eNB_0124,Site_1745_Sector_3,SITE_0453,47.35437343532088,-74.32449341117209,West,Suburban,LTE,Band 71 (600MHz),High,"CELL_00661,CELL_00513,CELL_00107",Active
CELL_00161,eNB_0198,Site_3722_Sector_2,SITE_0428,31.239793448828642,-78.06346030829283,Southwest,Highway,5G NSA,Band 12 (700MHz),High,"CELL_00349,CELL_00637,CELL_00214",Active
CELL_00162,eNB_0035,Site_6767_Sector_2,SITE_0246,33.706331360076895,-117.05497440225767,Northeast,Rural,LTE,Band 12 (700MHz),Medium,"CELL_01112,CELL_01302,CELL_00995,CELL_00744,CELL_00859,CELL_01485,CELL_01157",Degraded
CELL_00163,eNB_0044,Site_9191_Sector_3,SITE_0516,44.657651727773064,-120.92861512929849,Southwest,Rural,LTE,Band 71 (600MHz),High,"CELL_01004,CELL_00941,CELL_01288",Active
CELL_00164,eNB_0113,Site_6755_Sector_1,SITE_0172,31.61921376398902,-95.22503825086648,Southwest,Urban,LTE,Band 71 (600MHz),Medium,"CELL_00069,CELL_01403,CELL_00183",Active
CELL_00165,eNB_0183,Site_6255_Sector_1,SITE_0006,37.63719107688152,-77.9664390466449,Midwest,Urban,LTE,Band 71 (600MHz),Medium,"CELL_00674,CELL_00159,CELL_00756,CELL_01496,CELL_00850,CELL_01161",Active
CELL_00166,eNB_0047,Site_6771_Sector_1,SITE_0086,34.122594236643245,-106.94987285625197,Northeast,Rural,LTE,n41 (2.5GHz),High,"CELL_00622,CELL_00418,CELL_01487,CELL_01161,CELL_00992,CELL_00427,CELL_00076",Active
CELL_00167,eNB_0168,Site_4828_Sector_3,SITE_0267,25.76860633588132,-73.07771167789791,Midwest,Highway,LTE,n71 (600MHz),Low,"CELL_01442,CELL_00280,CELL_01050,CELL_00202,CELL_01030,CELL_00922,CELL_01258,CELL_00051",Active
CELL_00168,eNB_0117,Site_7583_Sector_2,SITE_0438,36.21345395532421,-94.34555763594321,Southwest,Rural,5G NSA,Band 12 (700MHz),Medium,"CELL_01256,CELL_00934,CELL_01066,CELL_00867,CELL_01228,CELL_00008,CELL_00636",Active
CELL_00169,eNB_0200,Site_5674_Sector_2,SITE_0344,43.619621533347484,-71.31885699621938,Northeast,Dense Urban,LTE,n41 (2.5GHz),Very High,"CELL_00048,CELL_00277,CELL_01108,CELL_01456,CELL_01331,CELL_01322,CELL_01203",Active
CELL_00170,eNB_0113,Site_8995_Sector_2,SITE_0122,25.15286577321062,-102.93299663318238,Midwest,Suburban,LTE,Band 12 (700MHz),Medium,"CELL_01440,CELL_00283,CELL_01233,CELL_01189,CELL_01417,CELL_00033,CELL_00001,CELL_00091",Active
CELL_00171,eNB_0083,Site_4605_Sector_3,SITE_0332,42.83029883713226,-104.18968003101287,Midwest,Urban,5G NSA,Band 2 (1900MHz),High,"CELL_01366,CELL_00820,CELL_00584,CELL_01275,CELL_00355",Active
CELL_00172,eNB_0089,Site_7050_Sector_3,SITE_0488,34.22345853326082,-105.82645797138551,Pacific,Highway,5G SA,n41 (2.5GHz),Medium,"CELL_00811,CELL_01216,CELL_01169,CELL_00245,CELL_00602",Active
CELL_00173,eNB_0178,Site_7345_Sector_3,SITE_0407,39.04027581941664,-69.55963691995841,Pacific,Rural,LTE,n41 (2.5GHz),Very High,"CELL_00141,CELL_00270,CELL_00308,CELL_00331,CELL_00238,CELL_00823",Active
CELL_00174,eNB_0072,Site_5697_Sector_3,SITE_0074,29.956569373823065,-69.52060664801805,Southeast,Urban,LTE,n71 (600MHz),High,"CELL_00937,CELL_00007,CELL_00707,CELL_00692,CELL_00178,CELL_00017",Active
CELL_00175,eNB_0190,Site_5612_Sector_3,SITE_0048,44.930973810117216,-107.1198475296136,Southeast,Rural,5G NSA,Band 66 (AWS-3),Medium,"CELL_01480,CELL_00811,CELL_00324,CELL_00264,CELL_01074,CELL_00596,CELL_01452",Active
CELL_00176,eNB_0174,Site_8542_Sector_3,SITE_0069,39.71723787711806,-80.04716762387187,Southwest,Rural,5G NSA,Band 71 (600MHz),Very High,"CELL_01128,CELL_00580,CELL_01114,CELL_00698,CELL_00427,CELL_00814",Active
CELL_00177,eNB_0006,Site_1504_Sector_2,SITE_0460,45.08373775926789,-86.75991537533365,West,Urban,LTE,Band 12 (700MHz),Medium,"CELL_00866,CELL_00687,CELL_00551,CELL_00426",Maintenance
CELL_00178,eNB_0189,Site_7994_Sector_3,SITE_0343,28.573968465117222,-92.479769692801,Southwest,Urban,LTE,Band 66 (AWS-3),Medium,"CELL_00759,CELL_00305,CELL_00818",Active
CELL_00179,eNB_0167,Site_7815_Sector_1,SITE_0421,31.161561750897782,-114.7500013362086,West,Rural,LTE,n71 (600MHz),Very High,"CELL_01470,CELL_01430,CELL_01427,CELL_00182",Degraded
CELL_00180,eNB_0095,Site_2734_Sector_3,SITE_0187,38.669805151769005,-122.85522755408202,Pacific,Dense Urban,LTE,Band 2 (1900MHz),High,"CELL_01465,CELL_00550,CELL_01090,CELL_00994,CELL_00364",Active
CELL_00181,eNB_0072,Site_8374_Sector_2,SITE_0534,38.01579497512252,-96.07577647115168,Northeast,Rural,LTE,Band 71 (600MHz),Medium,"CELL_00479,CELL_00566,CELL_01160,CELL_00350,CELL_00663",Active
CELL_00182,eNB_0112,Site_7568_Sector_1,SITE_0044,47.299233816985016,-123.9675393975211,Northeast,Highway,5G NSA,Band 4 (AWS),Medium,"CELL_00330,CELL_00233,CELL_01223,CELL_00959,CELL_00208,CELL_01101,CELL_01351",Active
CELL_00183,eNB_0057,Site_7329_Sector_3,SITE_0276,25.064133415780866,-98.52000476972844,Midwest,Rural,5G SA,Band 12 (700MHz),Low,"CELL_00009,CELL_00348,CELL_00139",Active
CELL_00184,eNB_0057,Site_6667_Sector_2,SITE_0551,42.70249605577991,-108.48416666210905,West,Rural,LTE,n71 (600MHz),Medium,"CELL_01171,CELL_00782,CELL_00860,CELL_01054,CELL_00366,CELL_00621",Active
CELL_00185,eNB_0057,Site_2671_Sector_3,SITE_0408,29.99242676875806,-78.65612998505982,West,Dense Urban,LTE,Band 71 (600MHz),Medium,"CELL_00686,CELL_00243,CELL_01325,CELL_00977",Active
CELL_00186,eNB_0180,Site_2817_Sector_2,SITE_0250,35.08164944226316,-69.4192234687713,West,Suburban,LTE,Band 2 (1900MHz),Very High,"CELL_00208,CELL_00605,CELL_00454",Active
CELL_00187,eNB_0151,Site_2322_Sector_2,SITE_0144,38.333680696546026,-71.62449745258127,Southwest,Suburban,LTE,Band 71 (600MHz),High,"CELL_00226,CELL_00692,CELL_00341,CELL_00939,CELL_00297,CELL_00701,CELL_01398,CELL_01173",Active
CELL_00188,eNB_0136,Site_7853_Sector_2,SITE_0140,26.096053365945867,-67.74264739994446,Southeast,Suburban,5G NSA,Band 2 (1900MHz),Medium,"CELL_01058,CELL_00425,CELL_01044,CELL_00852,CELL_00960,CELL_01477",Active
CELL_00189,eNB_0031,Site_4097_Sector_1,SITE_0474,34.10874000690471,-76.54072815906588,Pacific,Highway,5G SA,Band 2 (1900MHz),Medium,"CELL_00117,CELL_00636,CELL_00479,CELL_00020",Active
CELL_00190,eNB_0151,Site_4985_Sector_3,SITE_0379,44.07606959674421,-113.94939267280779,Pacific,Suburban,5G SA,Band 12 (700MHz),Medium,"CELL_01288,CELL_00563,CELL_00997,CELL_00372,CELL_01349,CELL_01496,CELL_00015",Active
CELL_00191,eNB_0192,Site_1104_Sector_1,SITE_0010,43.349587867028966,-96.51178785523958,West,Dense Urban,LTE,Band 4 (AWS),Very High,"CELL_00768,CELL_00081,CELL_01299,CELL_00991,CELL_00023",Active
CELL_00192,eNB_0059,Site_8816_Sector_2,SITE_0487,31.861437036324155,-117.48966879306978,Southeast,Urban,5G NSA,n41 (2.5GHz),High,"CELL_00891,CELL_00619,CELL_01183,CELL_01100",Active
CELL_00193,eNB_0110,Site_2406_Sector_2,SITE_0041,39.13120461728322,-109.21430001198533,Southeast,Suburban,5G SA,Band 66 (AWS-3),Medium,"CELL_00029,CELL_00210,CELL_01484,CELL_00970,CELL_00692,CELL_00845",Active
CELL_00194,eNB_0176,Site_4538_Sector_1,SITE_0530,36.02018920804363,-119.8481902178659,Southwest,Suburban,LTE,n41 (2.5GHz),Medium,"CELL_00515,CELL_00946,CELL_01147,CELL_00377,CELL_01487,CELL_00292,CELL_00777",Active
CELL_00195,eNB_0018,Site_9142_Sector_1,SITE_0299,34.19307501003355,-119.49415146284879,Midwest,Rural,5G NSA,Band 71 (600MHz),High,"CELL_00500,CELL_01079,CELL_00874,CELL_00901,CELL_00913,CELL_00257",Active
CELL_00196,eNB_0059,Site_2826_Sector_1,SITE_0535,33.34982732832583,-76.6276502491836,West,Highway,5G NSA,Band 2 (1900MHz),Low,"CELL_01077,CELL_00463,CELL_01247",Active
CELL_00197,eNB_0128,Site_5381_Sector_1,SITE_0420,36.811855196915616,-87.6445022326673,Southwest,Rural,5G SA,Band 71 (600MHz),Medium,"CELL_00881,CELL_00654,CELL_00002,CELL_00520,CELL_00700,CELL_01088,CELL_01359,CELL_01491",Active
CELL_00198,eNB_0183,Site_6037_Sector_1,SITE_0088,47.4545504711736,-92.11142670280579,Midwest,Rural,LTE,Band 71 (600MHz),High,"CELL_00833,CELL_00854,CELL_01016,CELL_00710,CELL_00476,CELL_00679",Active
CELL_00199,eNB_0069,Site_9693_Sector_1,SITE_0574,36.411639495546765,-116.07608511449783,Midwest,Urban,LTE,Band 2 (1900MHz),Medium,"CELL_00291,CELL_00493,CELL_01005,CELL_01446,CELL_00526,CELL_01342,CELL_00245",Active
CELL_00200,eNB_0096,Site_2812_Sector_1,SITE_0559,42.74355218332302,-103.25526837411583,Southeast,Dense Urban,5G SA,Band 12 (700MHz),Medium,"CELL_00127,CELL_01163,CELL_00483,CELL_00588",Active
CELL_00201,eNB_0071,Site_8356_Sector_1,SITE_0497,47.019459701618246,-70.57450909197654,Southeast,Suburban,5G NSA,Band 66 (AWS-3),High,"CELL_01380,CELL_00961,CELL_00315",Active
CELL_00202,eNB_0105,Site_2942_Sector_3,SITE_0116,31.99815927323574,-116.3808663241075,Pacific,Rural,LTE,Band 12 (700MHz),Low,"CELL_00719,CELL_00782,CELL_01064,CELL_01414,CELL_00810,CELL_01186,CELL_01085",Active
CELL_00203,eNB_0040,Site_1063_Sector_1,SITE_0361,27.581568166736467,-70.60396929966944,Southwest,Urban,LTE,Band 2 (1900MHz),Medium,"CELL_00349,CELL_00228,CELL_00809,CELL_01087,CELL_01451",Active
CELL_00204,eNB_0168,Site_9217_Sector_1,SITE_0453,41.06216798099057,-110.79713160175947,Southwest,Suburban,5G NSA,Band 4 (AWS),High,"CELL_00182,CELL_00650,CELL_00143,CELL_01210,CELL_00735",Active
CELL_00205,eNB_0124,Site_8846_Sector_3,SITE_0168,29.039106101910757,-66.8929699627348,Southeast,Suburban,LTE,Band 66 (AWS-3),Medium,"CELL_00194,CELL_00193,CELL_00924,CELL_00265,CELL_01040",Active
CELL_00206,eNB_0166,Site_1729_Sector_2,SITE_0596,46.82235968461234,-69.48172453816832,Southeast,Dense Urban,LTE,Band 66 (AWS-3),Very High,"CELL_00698,CELL_00519,CELL_01246,CELL_00965,CELL_00637,CELL_01044",Active
CELL_00207,eNB_0086,Site_8194_Sector_1,SITE_0576,32.565874721036174,-112.985960117595,Southwest,Rural,5G SA,Band 12 (700MHz),Very High,"CELL_00752,CELL_01053,CELL_00434,CELL_00456,CELL_00727,CELL_01010",Active
CELL_00208,eNB_0152,Site_2930_Sector_3,SITE_0221,28.492089664621446,-86.0144358053831,Southwest,Highway,LTE,Band 12 (700MHz),Low,"CELL_00684,CELL_01377,CELL_00019,CELL_00637,CELL_00761,CELL_00403,CELL_00938,CELL_01496",Active
CELL_00209,eNB_0077,Site_8600_Sector_3,SITE_0247,31.77037556147931,-102.9031940537576,Southeast,Highway,LTE,Band 12 (700MHz),High,"CELL_00878,CELL_00701,CELL_00834,CELL_00993,CELL_00088,CELL_01168,CELL_00057,CELL_01279",Degraded
CELL_00210,eNB_0031,Site_4589_Sector_2,SITE_0594,35.93204924346001,-75.46997156891045,Midwest,Rural,LTE,Band 4 (AWS),Medium,"CELL_00739,CELL_00156,CELL_00478,CELL_00901,CELL_01283,CELL_00744",Active
CELL_00211,eNB_0046,Site_7025_Sector_2,SITE_0596,33.46087160869335,-110.8673000840227,Southwest,Suburban,LTE,Band 66 (AWS-3),Medium,"CELL_01261,CELL_00508,CELL_00308,CELL_00469,CELL_00113",Active
CELL_00212,eNB_0111,Site_5500_Sector_2,SITE_0196,38.099158220500364,-70.16533595175504,Pacific,Highway,5G NSA,Band 71 (600MHz),Very High,"CELL_00488,CELL_01013,CELL_00088",Active
CELL_00213,eNB_0188,Site_4946_Sector_2,SITE_0370,25.754098366925568,-118.75391508116111,Southeast,Highway,5G SA,Band 4 (AWS),High,"CELL_00148,CELL_00017,CELL_00032,CELL_00399,CELL_00819,CELL_00831,CELL_00433,CELL_00992",Active
CELL_00214,eNB_0051,Site_9931_Sector_2,SITE_0147,42.40004945634212,-100.92846019182106,Midwest,Rural,LTE,Band 71 (600MHz),High,"CELL_01059,CELL_00540,CELL_01287",Active
CELL_00215,eNB_0058,Site_8589_Sector_2,SITE_0086,29.544316599954477,-110.04458341535955,Southeast,Urban,5G NSA,Band 71 (600MHz),High,"CELL_00305,CELL_00809,CELL_01080,CELL_00377,CELL_00785",Active
CELL_00216,eNB_0178,Site_4837_Sector_1,SITE_0487,27.856412926226426,-124.58997828651867,Southeast,Urban,5G NSA,Band 4 (AWS),High,"CELL_00148,CELL_01320,CELL_00705",Active
CELL_00217,eNB_0172,Site_3058_Sector_2,SITE_0095,44.87701105128405,-100.45918394619058,Southwest,Suburban,LTE,Band 71 (600MHz),Medium,"CELL_00715,CELL_01210,CELL_00209,CELL_01014,CELL_01356",Active
CELL_00218,eNB_0107,Site_4716_Sector_2,SITE_0071,35.31113606324321,-71.23246003115568,Southeast,Dense Urban,LTE,n41 (2.5GHz),Medium,"CELL_00495,CELL_00767,CELL_01484",Active
CELL_00219,eNB_0053,Site_5582_Sector_1,SITE_0183,25.223068829020708,-66.63690959980073,Southeast,Rural,5G SA,n71 (600MHz),Very High,"CELL_00557,CELL_00403,CELL_00876,CELL_01314",Active
CELL_00220,eNB_0008,Site_6659_Sector_2,SITE_0599,39.0764901089659,-106.12300929326481,Midwest,Dense Urban,LTE,Band 2 (1900MHz),Medium,"CELL_00496,CELL_00502,CELL_01254,CELL_00933,CELL_00045,CELL_01300,CELL_01307,CELL_01122",Active
CELL_00221,eNB_0037,Site_5354_Sector_1,SITE_0114,37.77740413251554,-110.80714176521177,Southeast,Highway,LTE,n71 (600MHz),Medium,"CELL_00839,CELL_00871,CELL_00423,CELL_00848,CELL_01237,CELL_01029",Active
CELL_00222,eNB_0192,Site_4544_Sector_2,SITE_0395,40.75540758371349,-99.21384498706557,Northeast,Urban,5G SA,Band 12 (700MHz),High,"CELL_00702,CELL_00484,CELL_00159,CELL_00956,CELL_01128,CELL_00444",Maintenance
CELL_00223,eNB_0013,Site_4989_Sector_1,SITE_0150,29.0626003831055,-66.77662273550428,Midwest,Suburban,5G NSA,Band 4 (AWS),Medium,"CELL_00662,CELL_00801,CELL_00885",Active
CELL_00224,eNB_0085,Site_8722_Sector_2,SITE_0321,28.63009120404284,-105.02555883063543,Midwest,Urban,5G SA,Band 2 (1900MHz),High,"CELL_01290,CELL_00829,CELL_01113",Active
