Performance ID,Campaign Name,Asset ID,Date,Channel,Region,Audience Segment,Impressions,Clicks,Conversions,Engagement Rate,Conversion Rate,Spend,Revenue
CP-212,Year-End Review 2024,BA-1214,2024-04-11,Print,LATAM,Creative Professional,8974,503,28,5.61,5.57,60.64,3245.25
CP-213,Year-End Review 2024,BA-1241,2024-04-11,Email,EMEA,Creative Professional,19492,346,17,1.78,4.91,57.06,1466.83
CP-214,Year-End Review 2024,BA-1241,2024-04-11,Print,North America,Enterprise,14134,380,37,2.69,9.74,96.03,8052.79
CP-215,Year-End Review 2024,BA-1131,2024-04-12,Web,Global,Enterprise,17009,737,73,4.33,9.91,117.36,9523.44
CP-216,Year-End Review 2024,BA-1214,2024-04-12,Print,LATAM,SMB,20737,1002,45,4.83,4.49,66.35,7617.59
CP-217,Year-End Review 2024,BA-1214,2024-04-12,Social Media,EMEA,Consumer,64402,1169,87,1.82,7.44,302.90,12237.26
CP-218,Year-End Review 2024,BA-1241,2024-04-12,Web,EMEA,SMB,24049,1240,65,5.16,5.24,71.43,12159.16
CP-219,Year-End Review 2024,BA-1241,2024-04-12,Email,North America,Consumer,27922,901,46,3.23,5.11,173.22,3856.45
CP-220,Year-End Review 2024,BA-1131,2024-04-13,Web,APAC,SMB,19161,552,38,2.88,6.88,123.46,7524.54
CP-221,Year-End Review 2024,BA-1131,2024-04-13,Video,LATAM,Consumer,10747,112,10,1.04,8.93,39.78,1270.73
CP-222,Year-End Review 2024,BA-1131,2024-04-13,Social Media,LATAM,Consumer,48287,787,32,1.63,4.07,469.19,2412.30
CP-223,Year-End Review 2024,BA-1214,2024-04-13,Web,North America,Developer,31674,1089,76,3.44,6.98,167.91,13927.25
CP-224,Year-End Review 2024,BA-1241,2024-04-13,Web,North America,Developer,31559,1258,106,3.99,8.43,111.93,15581.72
CP-225,NextGen Launch,BA-1245,2024-10-24,Web,EMEA,Enterprise,20553,1040,78,5.06,7.50,171.47,6483.57
CP-226,NextGen Launch,BA-1122,2024-10-24,Web,LATAM,SMB,28828,581,14,2.02,2.41,67.91,1049.07
CP-227,NextGen Launch,BA-1122,2024-10-24,Social Media,APAC,Consumer,50929,630,41,1.24,6.51,505.77,8741.87
CP-228,NextGen Launch,BA-1277,2024-10-24,Social Media,North America,Consumer,41881,1139,36,2.72,3.16,170.76,5886.95
CP-229,NextGen Launch,BA-1277,2024-10-24,Display Ads,Global,SMB,136733,3548,248,2.59,6.99,1312.96,34360.02
CP-230,NextGen Launch,BA-1277,2024-10-24,Print,Global,Developer,18982,905,47,4.77,5.19,115.25,10638.93
CP-231,NextGen Launch,BA-1188,2024-10-24,Display Ads,EMEA,Developer,149799,8219,234,5.49,2.85,703.17,35991.98
CP-232,NextGen Launch,BA-1188,2024-10-24,Web,LATAM,Enterprise,17309,368,33,2.13,8.97,56.35,5934.68
CP-233,NextGen Launch,BA-1188,2024-10-24,Email,EMEA,Creative Professional,29866,957,75,3.20,7.84,216.95,13492.69
CP-234,NextGen Launch,BA-1054,2024-10-24,Display Ads,North America,Developer,99085,1767,81,1.78,4.58,272.54,12706.70
CP-235,NextGen Launch,BA-1245,2024-10-25,Web,LATAM,Enterprise,38219,463,33,1.21,7.13,242.78,7895.34
CP-236,NextGen Launch,BA-1245,2024-10-25,Video,North America,SMB,8730,312,10,3.57,3.21,87.13,1560.55
CP-237,NextGen Launch,BA-1245,2024-10-25,Email,EMEA,Developer,10746,558,33,5.19,5.91,99.73,6339.51
CP-238,NextGen Launch,BA-1122,2024-10-25,Email,LATAM,SMB,21143,928,26,4.39,2.80,154.34,3749.27
CP-239,NextGen Launch,BA-1122,2024-10-25,Web,Global,Creative Professional,30644,672,19,2.19,2.83,229.72,1742.64
CP-240,NextGen Launch,BA-1122,2024-10-25,Video,Global,Creative Professional,22306,656,30,2.94,4.57,170.79,5214.84
CP-241,NextGen Launch,BA-1277,2024-10-25,Video,LATAM,Creative Professional,16639,362,18,2.18,4.97,91.40,3006.39
CP-242,NextGen Launch,BA-1188,2024-10-25,Social Media,APAC,Developer,39446,1152,86,2.92,7.47,256.48,8504.81
CP-243,NextGen Launch,BA-1188,2024-10-25,Email,Global,SMB,24114,1168,101,4.84,8.65,233.20,8232.90
CP-244,NextGen Launch,BA-1054,2024-10-25,Email,APAC,SMB,14724,431,18,2.93,4.18,77.41,2622.62
CP-245,NextGen Launch,BA-1245,2024-10-26,Print,LATAM,Enterprise,16495,304,17,1.84,5.59,74.14,896.73
CP-246,NextGen Launch,BA-1245,2024-10-26,Display Ads,LATAM,Consumer,104114,5920,388,5.69,6.55,641.71,22255.07
CP-247,NextGen Launch,BA-1245,2024-10-26,Email,EMEA,SMB,14726,227,12,1.54,5.29,30.31,802.89
CP-248,NextGen Launch,BA-1122,2024-10-26,Video,LATAM,Consumer,17146,596,22,3.48,3.69,59.24,3131.29
CP-249,NextGen Launch,BA-1122,2024-10-26,Email,North America,SMB,19310,944,59,4.89,6.25,167.12,3377.72
CP-250,NextGen Launch,BA-1277,2024-10-26,Video,Global,SMB,21252,609,43,2.87,7.06,163.48,3576.46
CP-251,NextGen Launch,BA-1188,2024-10-26,Web,LATAM,Consumer,24005,1256,98,5.23,7.80,205.65,7390.10
CP-252,NextGen Launch,BA-1188,2024-10-26,Video,EMEA,SMB,15507,239,15,1.54,6.28,38.35,3583.46
CP-253,NextGen Launch,BA-1188,2024-10-26,Email,APAC,Consumer,20408,914,22,4.48,2.41,42.31,4226.96
CP-254,NextGen Launch,BA-1054,2024-10-26,Display Ads,Global,SMB,147343,3938,186,2.67,4.72,635.99,17187.05
CP-255,NextGen Launch,BA-1054,2024-10-26,Print,APAC,Consumer,14845,714,70,4.81,9.80,80.46,12745.01
CP-256,NextGen Launch,BA-1054,2024-10-26,Web,North America,Creative Professional,44058,445,41,1.01,9.21,324.29,3984.88
CP-257,NextGen Launch,BA-1245,2024-10-27,Display Ads,LATAM,Creative Professional,69728,1796,161,2.58,8.96,606.22,21148.20
CP-258,NextGen Launch,BA-1245,2024-10-27,Web,North America,Developer,15335,195,7,1.27,3.59,138.52,948.08
CP-259,NextGen Launch,BA-1122,2024-10-27,Web,EMEA,Enterprise,18918,875,71,4.63,8.11,118.13,9017.50
CP-260,NextGen Launch,BA-1122,2024-10-27,Display Ads,EMEA,Consumer,119403,5818,117,4.87,2.01,1095.60,6210.16
CP-261,NextGen Launch,BA-1122,2024-10-27,Email,Global,Developer,21857,425,26,1.94,6.12,74.60,4425.55
CP-262,NextGen Launch,BA-1277,2024-10-27,Video,LATAM,Creative Professional,15623,798,42,5.11,5.26,63.43,3092.53
CP-263,NextGen Launch,BA-1277,2024-10-27,Print,APAC,Enterprise,11963,347,31,2.90,8.93,101.09,3324.19
CP-264,NextGen Launch,BA-1277,2024-10-27,Email,APAC,SMB,18031,850,36,4.71,4.24,128.63,8388.86
CP-265,NextGen Launch,BA-1188,2024-10-27,Social Media,EMEA,Creative Professional,58983,900,55,1.53,6.11,571.30,10509.09
CP-266,NextGen Launch,BA-1188,2024-10-27,Display Ads,APAC,Developer,87291,2165,173,2.48,7.99,256.32,38366.04
CP-267,NextGen Launch,BA-1188,2024-10-27,Web,APAC,Enterprise,29526,933,18,3.16,1.93,87.65,1278.93
CP-268,NextGen Launch,BA-1054,2024-10-27,Email,EMEA,Developer,11558,575,22,4.97,3.83,78.49,3315.33
CP-269,NextGen Launch,BA-1054,2024-10-27,Display Ads,North America,Creative Professional,64628,1836,128,2.84,6.97,393.39,22234.29
CP-270,NextGen Launch,BA-1054,2024-10-27,Social Media,EMEA,SMB,44619,499,47,1.12,9.42,415.06,10054.95
CP-271,NextGen Launch,BA-1245,2024-10-28,Display Ads,North America,Consumer,126849,1369,116,1.08,8.47,858.65,14934.38
CP-272,NextGen Launch,BA-1245,2024-10-28,Social Media,North America,Enterprise,50143,2757,270,5.50,9.79,482.81,45464.21
CP-273,NextGen Launch,BA-1122,2024-10-28,Print,EMEA,SMB,14146,465,24,3.29,5.16,113.27,1327.16
CP-274,NextGen Launch,BA-1277,2024-10-28,Print,Global,SMB,13555,553,41,4.08,7.41,105.67,9804.57
CP-275,NextGen Launch,BA-1277,2024-10-28,Social Media,EMEA,Enterprise,40188,1484,85,3.69,5.73,166.73,15238.59
CP-276,NextGen Launch,BA-1277,2024-10-28,Email,APAC,Developer,16203,263,21,1.62,7.98,129.99,5119.73
CP-277,NextGen Launch,BA-1188,2024-10-28,Web,North America,Enterprise,39927,543,16,1.36,2.95,230.38,1552.54
CP-278,NextGen Launch,BA-1188,2024-10-28,Video,APAC,Consumer,9894,218,21,2.20,9.63,92.04,1630.89
CP-279,NextGen Launch,BA-1188,2024-10-28,Social Media,APAC,Creative Professional,54814,1892,86,3.45,4.55,396.94,18844.82
CP-280,NextGen Launch,BA-1054,2024-10-28,Video,North America,Consumer,15999,699,45,4.37,6.44,39.12,6132.61
CP-281,NextGen Launch,BA-1054,2024-10-28,Web,APAC,Enterprise,30710,1053,51,3.43,4.84,108.77,5413.57
CP-282,NextGen Launch,BA-1054,2024-10-28,Email,APAC,Developer,29375,1273,27,4.33,2.12,273.57,6692.26
CP-283,NextGen Launch,BA-1245,2024-10-29,Web,North America,Enterprise,24312,1111,75,4.57,6.75,159.76,7038.63
CP-284,NextGen Launch,BA-1122,2024-10-29,Print,LATAM,Creative Professional,8280,328,7,3.96,2.13,48.49,1563.93
CP-285,NextGen Launch,BA-1122,2024-10-29,Video,LATAM,Enterprise,19739,1070,41,5.42,3.83,149.98,2924.88
CP-286,NextGen Launch,BA-1277,2024-10-29,Print,EMEA,SMB,13085,521,46,3.98,8.83,28.90,7757.27
CP-287,NextGen Launch,BA-1277,2024-10-29,Email,LATAM,Consumer,28021,510,39,1.82,7.65,178.28,6076.31
CP-288,NextGen Launch,BA-1277,2024-10-29,Video,APAC,SMB,14899,235,7,1.58,2.98,54.16,1427.32
CP-289,NextGen Launch,BA-1188,2024-10-29,Display Ads,APAC,Developer,121783,2716,210,2.23,7.73,248.32,43666.23
CP-290,NextGen Launch,BA-1188,2024-10-29,Video,North America,SMB,18090,628,56,3.47,8.92,72.37,8789.70
CP-291,NextGen Launch,BA-1188,2024-10-29,Web,LATAM,Enterprise,16753,964,45,5.75,4.67,138.08,10159.96
CP-292,NextGen Launch,BA-1054,2024-10-29,Email,LATAM,Creative Professional,22858,1085,106,4.75,9.77,93.99,9569.64
CP-293,NextGen Launch,BA-1245,2024-10-30,Video,LATAM,Consumer,21278,590,22,2.77,3.73,144.51,5148.28
CP-294,NextGen Launch,BA-1245,2024-10-30,Display Ads,EMEA,Consumer,121365,3988,104,3.29,2.61,690.90,5650.74
CP-295,NextGen Launch,BA-1245,2024-10-30,Print,EMEA,Enterprise,8250,140,11,1.70,7.86,68.56,2605.63
CP-296,NextGen Launch,BA-1122,2024-10-30,Email,Global,Creative Professional,11467,251,15,2.19,5.98,99.43,2800.92
CP-297,NextGen Launch,BA-1122,2024-10-30,Web,LATAM,Enterprise,39985,1682,54,4.21,3.21,181.51,2710.93
CP-298,NextGen Launch,BA-1277,2024-10-30,Web,LATAM,Consumer,32305,425,30,1.32,7.06,96.92,2912.70
CP-299,NextGen Launch,BA-1277,2024-10-30,Video,APAC,Consumer,16968,593,38,3.49,6.41,142.69,5098.95
CP-300,NextGen Launch,BA-1277,2024-10-30,Print,EMEA,SMB,19009,582,12,3.06,2.06,173.59,1280.65
CP-301,NextGen Launch,BA-1188,2024-10-30,Print,EMEA,SMB,19931,200,7,1.00,3.50,189.42,705.04
CP-302,NextGen Launch,BA-1188,2024-10-30,Display Ads,EMEA,Developer,93588,3286,262,3.51,7.97,870.60,44425.94
CP-303,NextGen Launch,BA-1188,2024-10-30,Email,EMEA,Developer,10630,235,8,2.21,3.40,69.13,1986.89
CP-304,NextGen Launch,BA-1054,2024-10-30,Email,APAC,Enterprise,29926,514,45,1.72,8.75,145.23,6348.43
CP-305,NextGen Launch,BA-1054,2024-10-30,Display Ads,Global,SMB,107336,5207,355,4.85,6.82,409.50,27352.85
CP-306,NextGen Launch,BA-1245,2024-10-31,Print,North America,SMB,17107,466,30,2.72,6.44,85.42,1666.32
CP-307,NextGen Launch,BA-1245,2024-10-31,Web,LATAM,Consumer,38549,1174,104,3.05,8.86,199.01,21846.30
CP-308,NextGen Launch,BA-1122,2024-10-31,Email,LATAM,Developer,18738,483,25,2.58,5.18,69.32,6042.80
CP-309,NextGen Launch,BA-1122,2024-10-31,Social Media,LATAM,Consumer,70084,4020,185,5.74,4.60,663.05,28988.48
CP-310,NextGen Launch,BA-1277,2024-10-31,Display Ads,North America,SMB,137924,2717,238,1.97,8.76,1213.62,38351.04
CP-311,NextGen Launch,BA-1188,2024-10-31,Web,Global,Enterprise,22020,637,43,2.89,6.75,203.32,4359.37
CP-312,NextGen Launch,BA-1054,2024-10-31,Email,Global,Developer,25998,1540,32,5.92,2.08,92.12,5957.81
CP-313,NextGen Launch,BA-1054,2024-10-31,Video,North America,SMB,11625,257,18,2.21,7.00,80.42,2294.82
CP-314,NextGen Launch,BA-1054,2024-10-31,Web,LATAM,Creative Professional,21296,927,49,4.35,5.29,165.19,9373.54
CP-315,NextGen Launch,BA-1245,2024-11-01,Email,North America,SMB,24344,1287,65,5.29,5.05,221.23,12104.79
CP-316,NextGen Launch,BA-1245,2024-11-01,Web,EMEA,Consumer,39207,1881,138,4.80,7.34,173.66,13458.14
CP-317,NextGen Launch,BA-1245,2024-11-01,Display Ads,APAC,Creative Professional,70820,1330,84,1.88,6.32,192.72,15112.84
CP-318,NextGen Launch,BA-1122,2024-11-01,Display Ads,Global,Enterprise,55049,2210,112,4.01,5.07,132.49,7662.11
CP-319,NextGen Launch,BA-1122,2024-11-01,Print,APAC,Developer,13635,340,25,2.49,7.35,38.65,1262.71
CP-320,NextGen Launch,BA-1122,2024-11-01,Social Media,APAC,Consumer,74764,2764,177,3.70,6.40,600.01,39866.76
CP-321,NextGen Launch,BA-1277,2024-11-01,Web,APAC,Enterprise,34103,914,63,2.68,6.89,173.09,12413.91
CP-322,NextGen Launch,BA-1277,2024-11-01,Print,Global,SMB,22183,775,24,3.49,3.10,190.78,3982.86
CP-323,NextGen Launch,BA-1277,2024-11-01,Social Media,EMEA,Developer,36624,795,32,2.17,4.03,149.94,1879.43
CP-324,NextGen Launch,BA-1188,2024-11-01,Video,LATAM,Enterprise,13077,244,16,1.87,6.56,56.60,2807.93
CP-325,NextGen Launch,BA-1054,2024-11-01,Email,North America,Creative Professional,23020,1099,41,4.77,3.73,98.93,2642.07
CP-326,NextGen Launch,BA-1054,2024-11-01,Social Media,North America,Developer,28796,1717,145,5.96,8.44,117.22,21035.95
CP-327,NextGen Launch,BA-1054,2024-11-01,Print,APAC,Consumer,19202,357,19,1.86,5.32,140.62,2212.84
CP-328,NextGen Launch,BA-1245,2024-11-02,Video,LATAM,Consumer,19184,594,27,3.10,4.55,127.44,2298.03
CP-329,NextGen Launch,BA-1245,2024-11-02,Display Ads,North America,Developer,135771,2035,47,1.50,2.31,886.41,7688.50
CP-330,NextGen Launch,BA-1122,2024-11-02,Email,APAC,Developer,12071,555,42,4.60,7.57,70.40,3525.79
CP-331,NextGen Launch,BA-1122,2024-11-02,Social Media,EMEA,Consumer,26622,511,31,1.92,6.07,60.34,6607.01
CP-332,NextGen Launch,BA-1277,2024-11-02,Web,EMEA,Consumer,25859,1006,34,3.89,3.38,105.52,6757.39
CP-333,NextGen Launch,BA-1277,2024-11-02,Social Media,North America,Consumer,45414,1984,63,4.37,3.18,254.51,15502.81
CP-334,NextGen Launch,BA-1277,2024-11-02,Display Ads,APAC,Developer,109894,4645,378,4.23,8.14,279.89,52537.54
CP-335,NextGen Launch,BA-1188,2024-11-02,Social Media,North America,SMB,73659,930,51,1.26,5.48,214.78,9070.88
CP-336,NextGen Launch,BA-1188,2024-11-02,Email,Global,Creative Professional,29396,1357,58,4.62,4.27,237.90,6052.90
CP-337,NextGen Launch,BA-1188,2024-11-02,Display Ads,Global,Consumer,54683,1063,94,1.94,8.84,482.19,19106.49
CP-338,NextGen Launch,BA-1054,2024-11-02,Web,EMEA,Enterprise,25790,1281,100,4.97,7.81,240.86,24891.57
CP-339,NextGen Launch,BA-1054,2024-11-02,Social Media,EMEA,Consumer,58645,1805,173,3.08,9.58,562.85,12055.37
CP-340,NextGen Launch,BA-1245,2024-11-03,Video,North America,Developer,14745,532,13,3.61,2.44,73.02,1155.84
CP-341,NextGen Launch,BA-1245,2024-11-03,Print,APAC,Creative Professional,19988,944,57,4.72,6.04,133.71,13895.14
CP-342,NextGen Launch,BA-1245,2024-11-03,Web,Global,Developer,18958,350,26,1.85,7.43,124.12,6383.80
CP-343,NextGen Launch,BA-1122,2024-11-03,Print,LATAM,SMB,14312,262,15,1.83,5.73,34.25,1715.35
CP-344,NextGen Launch,BA-1122,2024-11-03,Video,North America,Consumer,20499,915,46,4.46,5.03,184.39,9392.54
CP-345,NextGen Launch,BA-1277,2024-11-03,Display Ads,Global,Consumer,134281,2844,164,2.12,5.77,827.44,21494.82
CP-346,NextGen Launch,BA-1188,2024-11-03,Display Ads,North America,Consumer,95494,4624,260,4.84,5.62,949.55,48677.15
CP-347,NextGen Launch,BA-1054,2024-11-03,Social Media,Global,Developer,25985,1509,48,5.81,3.18,118.32,7550.32
CP-348,NextGen Launch,BA-1054,2024-11-03,Video,North America,Enterprise,11636,456,18,3.92,3.95,28.28,1754.14
CP-349,NextGen Launch,BA-1245,2024-11-04,Video,APAC,Developer,21026,237,20,1.13,8.44,47.68,1240.61
CP-350,NextGen Launch,BA-1245,2024-11-04,Email,LATAM,Enterprise,24993,673,66,2.69,9.81,183.82,4370.05
CP-351,NextGen Launch,BA-1245,2024-11-04,Print,APAC,Enterprise,9037,225,15,2.49,6.67,64.62,2463.70
CP-352,NextGen Launch,BA-1122,2024-11-04,Display Ads,Global,Enterprise,118029,5992,133,5.08,2.22,464.71,11206.82
CP-353,NextGen Launch,BA-1277,2024-11-04,Display Ads,Global,Consumer,134164,6306,297,4.70,4.71,1154.25,39991.29
CP-354,NextGen Launch,BA-1277,2024-11-04,Social Media,Global,SMB,66632,3982,177,5.98,4.45,310.60,35124.90
CP-355,NextGen Launch,BA-1277,2024-11-04,Video,APAC,SMB,10334,154,12,1.49,7.79,83.33,863.34
CP-356,NextGen Launch,BA-1188,2024-11-04,Display Ads,LATAM,Developer,86086,4592,381,5.33,8.30,770.75,41775.32
CP-357,NextGen Launch,BA-1188,2024-11-04,Print,EMEA,Creative Professional,19130,1102,69,5.76,6.26,69.93,15155.78
CP-358,NextGen Launch,BA-1054,2024-11-04,Video,APAC,SMB,9096,161,4,1.77,2.48,21.95,926.40
CP-359,NextGen Launch,BA-1054,2024-11-04,Print,LATAM,Creative Professional,15255,807,41,5.29,5.08,63.73,5061.53
CP-360,NextGen Launch,BA-1245,2024-11-05,Video,LATAM,Consumer,21536,432,36,2.01,8.33,199.49,5017.91
CP-361,NextGen Launch,BA-1245,2024-11-05,Print,North America,Developer,14580,685,59,4.70,8.61,137.66,9410.70
CP-362,NextGen Launch,BA-1122,2024-11-05,Email,APAC,Enterprise,18185,606,42,3.33,6.93,82.79,8254.39
CP-363,NextGen Launch,BA-1122,2024-11-05,Print,LATAM,Creative Professional,12202,529,13,4.34,2.46,111.89,2342.14
CP-364,NextGen Launch,BA-1122,2024-11-05,Display Ads,LATAM,Enterprise,131482,7593,756,5.77,9.96,360.16,96600.65
CP-365,NextGen Launch,BA-1277,2024-11-05,Web,North America,Creative Professional,40150,2295,122,5.72,5.32,209.04,25093.02
CP-366,NextGen Launch,BA-1277,2024-11-05,Print,Global,Developer,8790,479,37,5.45,7.72,32.08,7299.16
CP-367,NextGen Launch,BA-1277,2024-11-05,Social Media,EMEA,SMB,53006,1820,142,3.43,7.80,254.06,15395.05
CP-368,NextGen Launch,BA-1188,2024-11-05,Video,LATAM,Developer,16106,841,57,5.22,6.78,146.41,6118.32
CP-369,NextGen Launch,BA-1054,2024-11-05,Print,LATAM,Enterprise,17222,551,53,3.20,9.62,167.28,5093.98
CP-370,NextGen Launch,BA-1245,2024-11-06,Video,North America,Creative Professional,16036,243,15,1.52,6.17,112.35,987.21
CP-371,NextGen Launch,BA-1245,2024-11-06,Email,Global,Developer,15286,823,64,5.38,7.78,71.87,7469.77
CP-372,NextGen Launch,BA-1122,2024-11-06,Web,LATAM,Enterprise,36538,1458,51,3.99,3.50,275.49,11108.84
CP-373,NextGen Launch,BA-1277,2024-11-06,Print,Global,SMB,12059,667,32,5.53,4.80,36.59,3589.88
CP-374,NextGen Launch,BA-1277,2024-11-06,Social Media,LATAM,Creative Professional,68805,1038,99,1.51,9.54,195.99,5418.32
CP-375,NextGen Launch,BA-1277,2024-11-06,Email,Global,Creative Professional,29034,497,30,1.71,6.04,244.47,5752.98
CP-376,NextGen Launch,BA-1188,2024-11-06,Video,North America,Consumer,19714,406,25,2.06,6.16,166.14,1821.80
CP-377,NextGen Launch,BA-1054,2024-11-06,Video,EMEA,Developer,16686,850,27,5.09,3.18,44.44,5734.11
CP-378,NextGen Launch,BA-1054,2024-11-06,Email,North America,Developer,26204,443,16,1.69,3.61,194.50,3456.11
CP-379,NextGen Launch,BA-1054,2024-11-06,Web,North America,Enterprise,27003,494,32,1.83,6.48,154.56,5706.24
CP-380,NextGen Launch,BA-1245,2024-11-07,Web,Global,Consumer,38964,823,35,2.11,4.25,263.48,7454.56
CP-381,NextGen Launch,BA-1245,2024-11-07,Social Media,North America,Consumer,33992,1898,169,5.58,8.90,315.97,21699.84
CP-382,NextGen Launch,BA-1122,2024-11-07,Video,Global,Creative Professional,17992,515,22,2.86,4.27,126.31,1741.35
CP-383,NextGen Launch,BA-1122,2024-11-07,Print,North America,Enterprise,18317,815,51,4.45,6.26,182.25,7325.98
CP-384,NextGen Launch,BA-1277,2024-11-07,Video,EMEA,SMB,21250,714,29,3.36,4.06,55.16,3197.22
CP-385,NextGen Launch,BA-1188,2024-11-07,Email,North America,SMB,27540,537,35,1.95,6.52,173.51,4772.58
CP-386,NextGen Launch,BA-1054,2024-11-07,Social Media,APAC,Consumer,33236,1026,30,3.09,2.92,309.26,5065.39
CP-387,NextGen Launch,BA-1054,2024-11-07,Display Ads,Global,Consumer,72260,993,23,1.37,2.32,295.17,3276.31
CP-388,NextGen Launch,BA-1245,2024-11-08,Print,EMEA,SMB,20707,957,45,4.62,4.70,64.17,9255.73
CP-389,NextGen Launch,BA-1122,2024-11-08,Display Ads,Global,Creative Professional,77848,2659,143,3.42,5.38,608.32,10486.03
CP-390,NextGen Launch,BA-1122,2024-11-08,Print,EMEA,Enterprise,20353,238,13,1.17,5.46,44.26,2977.93
CP-391,NextGen Launch,BA-1277,2024-11-08,Print,LATAM,Enterprise,15279,473,37,3.10,7.82,140.10,8272.34
CP-392,NextGen Launch,BA-1188,2024-11-08,Display Ads,Global,Enterprise,84697,2879,94,3.40,3.27,515.42,19009.46
CP-393,NextGen Launch,BA-1054,2024-11-08,Social Media,APAC,SMB,38010,2267,102,5.96,4.50,320.00,25328.38
CP-394,NextGen Launch,BA-1245,2024-11-09,Social Media,EMEA,Enterprise,30184,764,40,2.53,5.24,172.62,2142.10
CP-395,NextGen Launch,BA-1245,2024-11-09,Email,EMEA,Creative Professional,29605,1703,35,5.75,2.06,130.51,7682.65
CP-396,NextGen Launch,BA-1245,2024-11-09,Print,Global,Creative Professional,14849,365,18,2.46,4.93,76.67,2257.98
CP-397,NextGen Launch,BA-1122,2024-11-09,Video,EMEA,Developer,20458,381,28,1.86,7.35,95.28,1869.91
CP-398,NextGen Launch,BA-1277,2024-11-09,Video,EMEA,SMB,21350,403,36,1.89,8.93,164.22,5744.25
CP-399,NextGen Launch,BA-1188,2024-11-09,Video,Global,Creative Professional,15828,760,28,4.80,3.68,61.35,5408.79
CP-400,NextGen Launch,BA-1188,2024-11-09,Web,North America,SMB,26182,1121,59,4.28,5.26,206.71,4767.13
CP-401,NextGen Launch,BA-1054,2024-11-09,Print,Global,SMB,14079,261,7,1.85,2.68,97.03,1702.79
CP-402,NextGen Launch,BA-1245,2024-11-10,Video,LATAM,Enterprise,18176,593,51,3.26,8.60,168.70,5777.39
CP-403,NextGen Launch,BA-1245,2024-11-10,Email,EMEA,SMB,29927,1213,70,4.05,5.77,84.57,4511.68
CP-404,NextGen Launch,BA-1122,2024-11-10,Print,APAC,Consumer,9307,447,27,4.80,6.04,57.31,6332.53
CP-405,NextGen Launch,BA-1122,2024-11-10,Video,EMEA,Enterprise,17966,998,80,5.55,8.02,47.67,5721.68
CP-406,NextGen Launch,BA-1122,2024-11-10,Web,LATAM,Consumer,15316,599,12,3.91,2.00,98.23,2956.73
CP-407,NextGen Launch,BA-1277,2024-11-10,Web,Global,Creative Professional,23372,789,17,3.38,2.15,76.35,2937.09
CP-408,NextGen Launch,BA-1277,2024-11-10,Print,North America,Creative Professional,10527,624,13,5.93,2.08,83.37,2360.72
CP-409,NextGen Launch,BA-1277,2024-11-10,Social Media,North America,Enterprise,58969,2530,242,4.29,9.57,413.64,27564.20
CP-410,NextGen Launch,BA-1188,2024-11-10,Email,APAC,Creative Professional,17059,433,35,2.54,8.08,147.25,6583.23
CP-411,NextGen Launch,BA-1188,2024-11-10,Video,North America,SMB,9318,101,7,1.08,6.93,66.66,1140.69
CP-412,NextGen Launch,BA-1054,2024-11-10,Email,Global,Enterprise,22034,330,14,1.50,4.24,179.10,834.46
CP-413,NextGen Launch,BA-1245,2024-11-11,Display Ads,North America,Creative Professional,138646,3082,113,2.22,3.67,1053.63,9905.98
