event_id,@timestamp,hss_node,sync_status,affected_imsi_count,database_partition,error_code,replication_lag_ms
HSS-00000238,2025-08-28 19:56:06.973878,hss-secondary-1,Complete Failure,2573,partition-01,HSS-SYNC-002,7959
HSS-00000239,2025-08-28 19:29:24.973878,hss-secondary-1,Complete Failure,2376,partition-13,HSS-DB-201,18182
HSS-00000240,2025-08-28 19:45:36.973878,hss-secondary-1,Complete Failure,4177,partition-08,HSS-SYNC-002,19820
HSS-00000241,2025-08-28 18:46:47.973878,hss-secondary-1,Timeout,391,partition-01,HSS-DB-202,17689
HSS-00000242,2025-08-28 20:02:24.973878,hss-secondary-1,Partial Failure,278,partition-01,HSS-DB-201,1313
HSS-00000243,2025-08-28 19:28:24.973878,hss-secondary-1,Partial Failure,299,partition-06,HSS-REP-102,872
HSS-00000244,2025-08-28 19:59:37.973878,hss-secondary-1,Success,3,partition-13,HSS-SYNC-000,97
HSS-00000245,2025-08-28 18:56:16.973878,hss-secondary-1,Complete Failure,903,partition-01,HSS-SYNC-002,12916
HSS-00000246,2025-08-28 19:22:00.973878,hss-secondary-1,Timeout,128,partition-01,HSS-REP-102,56085
HSS-00000247,2025-08-28 19:07:22.973878,hss-secondary-1,Partial Failure,410,partition-01,HSS-REP-102,805
HSS-00000248,2025-08-28 19:16:37.973878,hss-secondary-1,Timeout,108,partition-06,HSS-SYNC-002,20442
HSS-00000249,2025-08-28 18:53:39.973878,hss-secondary-1,Lag Warning,5,partition-13,HSS-REP-101,3600
HSS-00000250,2025-08-28 18:30:09.973878,hss-secondary-1,Timeout,861,partition-16,HSS-REP-102,20688
HSS-00000251,2025-08-28 18:56:10.973878,hss-secondary-1,Complete Failure,771,partition-06,HSS-SYNC-002,5515
HSS-00000252,2025-08-28 19:46:29.973878,hss-secondary-1,Complete Failure,1615,partition-16,HSS-SYNC-003,21231
HSS-00000253,2025-08-28 19:58:25.973878,hss-secondary-1,Complete Failure,1168,partition-01,HSS-REP-101,5194
HSS-00000254,2025-08-28 19:36:40.973878,hss-secondary-1,Partial Failure,171,partition-01,HSS-REP-101,1522
HSS-00000255,2025-08-28 19:58:23.973878,hss-secondary-1,Partial Failure,400,partition-06,HSS-REP-101,511
HSS-00000256,2025-08-28 19:56:19.973878,hss-secondary-1,Timeout,779,partition-03,HSS-REP-102,25208
HSS-00000257,2025-08-28 20:10:25.973878,hss-secondary-1,Complete Failure,4049,partition-16,HSS-REP-101,8822
HSS-00000258,2025-08-28 18:24:40.973878,hss-secondary-1,Partial Failure,189,partition-03,HSS-SYNC-002,1954
HSS-00000259,2025-08-28 19:01:37.973878,hss-secondary-1,Partial Failure,358,partition-06,HSS-DB-202,1698
HSS-00000260,2025-08-28 18:52:32.973878,hss-secondary-1,Complete Failure,4560,partition-08,HSS-SYNC-001,20981
HSS-00000261,2025-08-28 19:46:32.973878,hss-secondary-1,Lag Warning,0,partition-08,HSS-REP-101,4189
HSS-00000262,2025-08-28 18:27:10.973878,hss-secondary-1,Complete Failure,2582,partition-03,HSS-REP-101,6209
HSS-00000263,2025-08-28 19:38:41.973878,hss-secondary-1,Partial Failure,341,partition-06,HSS-DB-202,1327
HSS-00000264,2025-08-28 19:46:50.973878,hss-secondary-1,Partial Failure,349,partition-06,HSS-SYNC-002,1201
HSS-00000265,2025-08-28 18:55:01.973878,hss-secondary-1,Success,7,partition-08,HSS-SYNC-000,148
HSS-00000266,2025-08-28 19:46:45.973878,hss-secondary-1,Complete Failure,4309,partition-16,HSS-REP-102,10373
HSS-00000267,2025-08-28 19:11:15.973878,hss-secondary-1,Complete Failure,2842,partition-06,HSS-SYNC-003,26028
HSS-00000268,2025-08-28 19:50:00.973878,hss-secondary-1,Partial Failure,468,partition-06,HSS-SYNC-001,1516
HSS-00000269,2025-08-28 19:45:50.973878,hss-secondary-1,Complete Failure,4083,partition-16,HSS-SYNC-001,19156
HSS-00000270,2025-08-28 19:38:30.973878,hss-secondary-1,Complete Failure,707,partition-01,HSS-SYNC-002,20941
HSS-00000271,2025-08-28 19:13:56.973878,hss-secondary-1,Lag Warning,19,partition-13,HSS-REP-102,3871
HSS-00000272,2025-08-28 19:06:39.973878,hss-secondary-1,Success,1,partition-16,HSS-SYNC-000,41
HSS-00000273,2025-08-28 19:12:01.973878,hss-secondary-1,Partial Failure,66,partition-16,HSS-REP-102,743
HSS-00000274,2025-08-28 19:39:58.973878,hss-secondary-1,Complete Failure,4085,partition-06,HSS-SYNC-001,17736
HSS-00000275,2025-08-28 20:03:55.973878,hss-secondary-1,Complete Failure,3365,partition-13,HSS-DB-202,11235
HSS-00000276,2025-08-28 18:58:02.973878,hss-secondary-1,Complete Failure,1675,partition-03,HSS-REP-101,26488
HSS-00000277,2025-08-28 18:42:17.973878,hss-secondary-1,Success,9,partition-06,HSS-SYNC-000,46
HSS-00000278,2025-08-28 20:22:41.973878,hss-secondary-1,Timeout,233,partition-08,HSS-REP-101,40618
HSS-00000279,2025-08-28 18:36:02.973878,hss-secondary-1,Partial Failure,181,partition-13,HSS-REP-101,1240
HSS-00000280,2025-08-28 18:57:27.973878,hss-secondary-1,Lag Warning,7,partition-13,HSS-SYNC-003,2038
HSS-00000281,2025-08-28 19:01:06.973878,hss-secondary-1,Success,4,partition-08,HSS-SYNC-000,175
HSS-00000282,2025-08-28 19:54:01.973878,hss-secondary-1,Partial Failure,383,partition-16,HSS-DB-201,918
HSS-00000283,2025-08-28 18:38:16.973878,hss-secondary-1,Complete Failure,3053,partition-13,HSS-DB-201,22275
HSS-00000284,2025-08-28 19:31:10.973878,hss-secondary-1,Success,1,partition-06,HSS-SYNC-000,122
HSS-00000285,2025-08-28 20:16:04.973878,hss-secondary-1,Lag Warning,11,partition-03,HSS-SYNC-003,3958
HSS-00000286,2025-08-28 20:03:48.973878,hss-secondary-1,Timeout,245,partition-16,HSS-REP-102,30967
HSS-00000287,2025-08-28 19:12:15.973878,hss-secondary-1,Partial Failure,468,partition-13,HSS-SYNC-002,1456
HSS-00000288,2025-08-28 19:45:31.973878,hss-secondary-1,Complete Failure,515,partition-03,HSS-REP-102,12583
HSS-00000289,2025-08-28 19:16:45.973878,hss-secondary-1,Timeout,575,partition-06,HSS-REP-102,24433
HSS-00000290,2025-08-28 20:20:58.973878,hss-secondary-1,Timeout,713,partition-03,HSS-REP-102,52029
HSS-00000291,2025-08-28 19:04:45.973878,hss-secondary-1,Timeout,102,partition-06,HSS-SYNC-003,59653
HSS-00000292,2025-08-28 20:06:02.973878,hss-secondary-1,Complete Failure,4425,partition-06,HSS-SYNC-003,29117
HSS-00000293,2025-08-28 18:31:47.973878,hss-secondary-1,Complete Failure,2198,partition-03,HSS-DB-202,10805
HSS-00000294,2025-08-28 18:43:25.973878,hss-secondary-1,Partial Failure,210,partition-13,HSS-SYNC-003,1231
HSS-00000295,2025-08-28 18:48:39.973878,hss-secondary-1,Success,7,partition-08,HSS-SYNC-000,185
HSS-00000296,2025-08-28 19:04:26.973878,hss-secondary-1,Complete Failure,3473,partition-08,HSS-REP-101,9763
HSS-00000297,2025-08-28 20:24:30.973878,hss-secondary-1,Partial Failure,351,partition-08,HSS-SYNC-001,790
HSS-00000298,2025-08-28 18:35:33.973878,hss-secondary-1,Timeout,305,partition-01,HSS-SYNC-002,52579
HSS-00000299,2025-08-28 18:31:51.973878,hss-secondary-1,Complete Failure,3139,partition-08,HSS-DB-202,7593
HSS-00000300,2025-08-28 18:29:40.973878,hss-secondary-1,Complete Failure,2677,partition-03,HSS-SYNC-002,25983
HSS-00000301,2025-08-28 20:18:24.973878,hss-secondary-1,Complete Failure,2966,partition-01,HSS-SYNC-002,24957
HSS-00000302,2025-08-28 19:56:41.973878,hss-secondary-1,Complete Failure,3029,partition-03,HSS-DB-201,20180
HSS-00000303,2025-08-28 20:10:51.973878,hss-secondary-1,Success,7,partition-01,HSS-SYNC-000,188
HSS-00000304,2025-08-28 19:25:06.973878,hss-secondary-1,Complete Failure,2759,partition-01,HSS-DB-202,9715
HSS-00000305,2025-08-28 19:50:09.973878,hss-secondary-1,Complete Failure,4515,partition-13,HSS-SYNC-001,19026
HSS-00000306,2025-08-28 18:26:09.973878,hss-secondary-1,Lag Warning,49,partition-13,HSS-SYNC-001,2174
HSS-00000307,2025-08-28 19:34:14.973878,hss-secondary-1,Complete Failure,1522,partition-16,HSS-REP-102,22928
HSS-00000308,2025-08-28 19:23:07.973878,hss-secondary-1,Success,6,partition-03,HSS-SYNC-000,54
HSS-00000309,2025-08-28 18:50:31.973878,hss-secondary-1,Complete Failure,4402,partition-08,HSS-SYNC-002,29887
HSS-00000310,2025-08-28 18:37:52.973878,hss-secondary-1,Success,5,partition-01,HSS-SYNC-000,116
HSS-00000311,2025-08-28 19:50:56.973878,hss-secondary-1,Timeout,952,partition-06,HSS-REP-101,42763
HSS-00000312,2025-08-28 19:51:22.973878,hss-secondary-1,Complete Failure,4193,partition-06,HSS-SYNC-003,21942
HSS-00000313,2025-08-28 19:50:17.973878,hss-secondary-1,Partial Failure,389,partition-16,HSS-SYNC-002,1520
HSS-00000314,2025-08-28 19:37:14.973878,hss-secondary-1,Complete Failure,3740,partition-06,HSS-DB-202,19542
HSS-00000315,2025-08-28 19:10:47.973878,hss-secondary-1,Timeout,766,partition-08,HSS-REP-101,39869
HSS-00000316,2025-08-28 19:39:22.973878,hss-secondary-1,Complete Failure,2448,partition-08,HSS-SYNC-002,29451
HSS-00000317,2025-08-28 19:48:08.973878,hss-secondary-1,Partial Failure,466,partition-13,HSS-REP-102,1476
HSS-00000318,2025-08-28 19:37:06.973878,hss-secondary-1,Complete Failure,2707,partition-13,HSS-SYNC-001,13209
HSS-00000319,2025-08-28 18:52:53.973878,hss-secondary-1,Complete Failure,1626,partition-13,HSS-DB-201,20658
HSS-00000320,2025-08-28 19:27:43.973878,hss-secondary-1,Success,0,partition-08,HSS-SYNC-000,44
HSS-00000321,2025-08-28 20:04:18.973878,hss-secondary-1,Complete Failure,779,partition-03,HSS-REP-102,6163
HSS-00000322,2025-08-28 19:03:14.973878,hss-secondary-1,Success,4,partition-16,HSS-SYNC-000,171
HSS-00000323,2025-08-28 18:57:23.973878,hss-secondary-1,Success,8,partition-08,HSS-SYNC-000,28
HSS-00000324,2025-08-28 19:29:12.973878,hss-secondary-1,Complete Failure,2102,partition-06,HSS-SYNC-003,9905
HSS-00000325,2025-08-28 18:30:00.973878,hss-secondary-1,Complete Failure,568,partition-01,HSS-SYNC-002,27985
HSS-00000326,2025-08-28 19:22:55.973878,hss-secondary-1,Complete Failure,954,partition-06,HSS-SYNC-003,15014
HSS-00000327,2025-08-28 19:18:47.973878,hss-secondary-1,Success,4,partition-06,HSS-SYNC-000,176
HSS-00000328,2025-08-28 18:56:04.973878,hss-secondary-1,Complete Failure,1457,partition-03,HSS-SYNC-003,8519
HSS-00000329,2025-08-28 19:21:57.973878,hss-secondary-1,Success,1,partition-16,HSS-SYNC-000,167
HSS-00000330,2025-08-28 18:56:04.973878,hss-secondary-1,Complete Failure,829,partition-08,HSS-SYNC-003,29391
HSS-00000331,2025-08-28 19:40:17.973878,hss-secondary-1,Complete Failure,4171,partition-01,HSS-DB-202,26643
HSS-00000332,2025-08-28 19:32:06.973878,hss-secondary-1,Partial Failure,82,partition-01,HSS-SYNC-003,791
HSS-00000333,2025-08-28 19:02:51.973878,hss-secondary-1,Partial Failure,485,partition-06,HSS-SYNC-001,1000
HSS-00000334,2025-08-28 19:51:03.973878,hss-secondary-1,Timeout,680,partition-13,HSS-DB-201,43680
HSS-00000335,2025-08-28 20:18:59.973878,hss-secondary-1,Timeout,118,partition-03,HSS-SYNC-002,17199
HSS-00000336,2025-08-28 18:48:19.973878,hss-secondary-1,Success,6,partition-13,HSS-SYNC-000,183
HSS-00000337,2025-08-28 19:56:39.973878,hss-secondary-1,Complete Failure,1242,partition-08,HSS-SYNC-002,7656
HSS-00000338,2025-08-28 18:40:33.973878,hss-secondary-1,Complete Failure,824,partition-06,HSS-REP-102,18742
HSS-00000339,2025-08-28 19:05:04.973878,hss-secondary-1,Timeout,315,partition-16,HSS-SYNC-003,20923
HSS-00000340,2025-08-28 19:00:36.973878,hss-secondary-1,Complete Failure,4559,partition-01,HSS-DB-202,8373
HSS-00000341,2025-08-28 18:38:11.973878,hss-secondary-1,Partial Failure,276,partition-01,HSS-DB-201,1430
HSS-00000342,2025-08-28 20:01:02.973878,hss-secondary-1,Complete Failure,2459,partition-16,HSS-SYNC-003,16401
HSS-00000343,2025-08-28 18:37:40.973878,hss-secondary-1,Complete Failure,3038,partition-01,HSS-REP-101,21525
HSS-00000344,2025-08-28 20:12:30.973878,hss-secondary-1,Timeout,739,partition-13,HSS-DB-202,23856
HSS-00000345,2025-08-28 18:44:05.973878,hss-secondary-1,Timeout,965,partition-08,HSS-SYNC-001,56887
HSS-00000346,2025-08-28 20:17:29.973878,hss-secondary-1,Complete Failure,967,partition-06,HSS-SYNC-002,27070
HSS-00000347,2025-08-28 19:47:42.973878,hss-secondary-1,Partial Failure,69,partition-08,HSS-REP-101,855
HSS-00000348,2025-08-28 20:16:51.973878,hss-secondary-1,Partial Failure,90,partition-08,HSS-DB-202,964
HSS-00000349,2025-08-28 20:17:51.973878,hss-secondary-1,Timeout,529,partition-06,HSS-REP-102,30133
HSS-00000350,2025-08-28 20:12:33.973878,hss-secondary-1,Complete Failure,4212,partition-06,HSS-REP-101,16692
HSS-00000351,2025-08-28 20:01:51.973878,hss-secondary-1,Partial Failure,413,partition-08,HSS-REP-102,642
HSS-00000352,2025-08-28 19:26:41.973878,hss-secondary-1,Timeout,571,partition-01,HSS-REP-101,45957
HSS-00000353,2025-08-28 19:06:25.973878,hss-secondary-1,Partial Failure,122,partition-16,HSS-REP-101,984
HSS-00000354,2025-08-28 19:15:40.973878,hss-secondary-1,Complete Failure,830,partition-13,HSS-DB-201,29120
HSS-00000355,2025-08-28 18:28:48.973878,hss-secondary-1,Complete Failure,1035,partition-06,HSS-SYNC-001,26797
HSS-00000356,2025-08-28 19:29:15.973878,hss-secondary-1,Timeout,126,partition-13,HSS-SYNC-001,38291
HSS-00000357,2025-08-28 19:49:21.973878,hss-secondary-1,Partial Failure,446,partition-03,HSS-SYNC-002,997
HSS-00000358,2025-08-28 18:58:18.973878,hss-secondary-1,Complete Failure,1893,partition-16,HSS-DB-202,28397
HSS-00000359,2025-08-28 20:18:31.973878,hss-secondary-1,Success,6,partition-08,HSS-SYNC-000,144
HSS-00000360,2025-08-28 20:03:38.973878,hss-secondary-1,Timeout,630,partition-03,HSS-SYNC-001,58907
HSS-00000361,2025-08-28 18:54:58.973878,hss-secondary-1,Complete Failure,4618,partition-03,HSS-SYNC-002,25508
HSS-00000362,2025-08-28 19:59:52.973878,hss-secondary-1,Partial Failure,87,partition-13,HSS-SYNC-003,576
HSS-00000363,2025-08-28 18:36:14.973878,hss-secondary-1,Success,9,partition-01,HSS-SYNC-000,42
HSS-00000364,2025-08-28 18:50:23.973878,hss-secondary-1,Partial Failure,189,partition-08,HSS-REP-101,947
HSS-00000365,2025-08-28 20:14:33.973878,hss-secondary-1,Complete Failure,2587,partition-08,HSS-DB-202,14091
HSS-00000366,2025-08-28 20:21:12.973878,hss-secondary-1,Complete Failure,2965,partition-13,HSS-DB-202,12711
HSS-00000367,2025-08-28 18:39:26.973878,hss-secondary-1,Lag Warning,11,partition-16,HSS-SYNC-002,4202
HSS-00000368,2025-08-28 19:38:52.973878,hss-secondary-1,Timeout,888,partition-13,HSS-DB-202,33425
HSS-00000369,2025-08-28 19:33:16.973878,hss-secondary-1,Complete Failure,4962,partition-06,HSS-SYNC-001,20498
HSS-00000370,2025-08-28 19:44:51.973878,hss-secondary-1,Complete Failure,3375,partition-01,HSS-SYNC-002,19327
HSS-00000371,2025-08-28 19:36:19.973878,hss-secondary-1,Complete Failure,557,partition-08,HSS-SYNC-003,6484
HSS-00000372,2025-08-28 19:27:15.973878,hss-secondary-1,Complete Failure,4111,partition-16,HSS-SYNC-001,6735
HSS-00000373,2025-08-28 19:37:48.973878,hss-secondary-1,Lag Warning,28,partition-06,HSS-DB-202,3679
HSS-00000374,2025-08-28 18:26:21.973878,hss-secondary-1,Complete Failure,1274,partition-06,HSS-SYNC-001,26503
HSS-00000375,2025-08-28 19:11:14.973878,hss-secondary-1,Partial Failure,419,partition-01,HSS-SYNC-003,1716
HSS-00000376,2025-08-28 18:58:38.973878,hss-secondary-1,Complete Failure,4236,partition-03,HSS-SYNC-001,8165
HSS-00000377,2025-08-28 19:45:39.973878,hss-secondary-1,Partial Failure,154,partition-08,HSS-DB-202,909
HSS-00000378,2025-08-28 19:14:09.973878,hss-secondary-1,Complete Failure,1174,partition-16,HSS-SYNC-001,11602
HSS-00000379,2025-08-28 18:32:24.973878,hss-secondary-1,Timeout,237,partition-08,HSS-DB-202,45716
HSS-00000380,2025-08-28 19:00:32.973878,hss-secondary-1,Partial Failure,368,partition-13,HSS-REP-102,1159
HSS-00000381,2025-08-28 18:27:52.973878,hss-secondary-1,Timeout,422,partition-13,HSS-SYNC-002,17479
HSS-00000382,2025-08-28 19:55:36.973878,hss-secondary-1,Complete Failure,2633,partition-16,HSS-DB-202,23555
HSS-00000383,2025-08-28 19:51:59.973878,hss-secondary-1,Partial Failure,462,partition-06,HSS-SYNC-002,645
HSS-00000384,2025-08-28 18:32:23.973878,hss-secondary-1,Complete Failure,2351,partition-08,HSS-REP-101,25549
HSS-00000385,2025-08-28 18:37:02.973878,hss-secondary-1,Complete Failure,2819,partition-06,HSS-SYNC-003,8505
HSS-00000386,2025-08-28 19:10:31.973878,hss-secondary-1,Success,6,partition-06,HSS-SYNC-000,181
HSS-00000387,2025-08-28 18:46:15.973878,hss-secondary-1,Partial Failure,119,partition-16,HSS-SYNC-002,1630
HSS-00000388,2025-08-28 19:31:44.973878,hss-secondary-1,Complete Failure,4276,partition-06,HSS-REP-102,19111
HSS-00000389,2025-08-28 19:37:10.973878,hss-secondary-1,Complete Failure,4743,partition-06,HSS-DB-201,25244
HSS-00000390,2025-08-28 18:53:01.973878,hss-secondary-1,Timeout,170,partition-13,HSS-REP-101,10061
HSS-00000391,2025-08-28 18:50:58.973878,hss-secondary-1,Partial Failure,222,partition-13,HSS-SYNC-002,563
HSS-00000392,2025-08-28 18:58:08.973878,hss-secondary-1,Lag Warning,18,partition-06,HSS-REP-101,2120
HSS-00000393,2025-08-28 18:26:29.973878,hss-secondary-1,Partial Failure,242,partition-06,HSS-SYNC-003,1769
HSS-00000394,2025-08-28 19:20:03.973878,hss-secondary-1,Complete Failure,1109,partition-16,HSS-REP-102,5440
HSS-00000395,2025-08-28 19:24:49.973878,hss-secondary-1,Partial Failure,477,partition-01,HSS-SYNC-001,1631
HSS-00000396,2025-08-28 19:38:27.973878,hss-secondary-1,Timeout,517,partition-06,HSS-SYNC-002,44778
HSS-00000397,2025-08-28 19:15:03.973878,hss-secondary-1,Complete Failure,1212,partition-13,HSS-SYNC-001,26584
HSS-00000398,2025-08-28 20:17:50.973878,hss-secondary-1,Timeout,313,partition-08,HSS-DB-202,33360
HSS-00000399,2025-08-28 19:15:53.973878,hss-secondary-1,Timeout,124,partition-13,HSS-SYNC-002,26639
HSS-00000400,2025-08-28 20:04:50.973878,hss-secondary-1,Partial Failure,248,partition-03,HSS-REP-102,1871
HSS-00000401,2025-08-28 19:31:28.973878,hss-secondary-1,Success,2,partition-03,HSS-SYNC-000,81
HSS-00000402,2025-08-28 20:04:24.973878,hss-secondary-1,Complete Failure,3715,partition-08,HSS-DB-202,6495
HSS-00000403,2025-08-28 20:22:38.973878,hss-secondary-1,Partial Failure,441,partition-06,HSS-DB-201,1323
HSS-00000404,2025-08-28 18:53:30.973878,hss-secondary-1,Partial Failure,391,partition-03,HSS-REP-102,557
HSS-00000405,2025-08-28 20:23:51.973878,hss-secondary-1,Partial Failure,310,partition-01,HSS-SYNC-003,1797
HSS-00000406,2025-08-28 19:26:19.973878,hss-secondary-1,Complete Failure,1872,partition-03,HSS-REP-102,13936
HSS-00000407,2025-08-28 19:07:16.973878,hss-secondary-1,Complete Failure,2144,partition-06,HSS-SYNC-001,28087
HSS-00000408,2025-08-28 18:46:12.973878,hss-secondary-1,Partial Failure,81,partition-13,HSS-REP-102,1265
HSS-00000409,2025-08-28 19:11:50.973878,hss-secondary-1,Complete Failure,2617,partition-16,HSS-REP-101,24613
HSS-00000410,2025-08-28 20:12:54.973878,hss-secondary-1,Complete Failure,642,partition-03,HSS-SYNC-002,22362
HSS-00000411,2025-08-28 20:03:23.973878,hss-secondary-1,Complete Failure,1596,partition-06,HSS-SYNC-002,14387
HSS-00000412,2025-08-28 19:02:01.973878,hss-secondary-1,Timeout,373,partition-03,HSS-SYNC-001,48226
HSS-00000413,2025-08-28 18:46:04.973878,hss-secondary-1,Timeout,682,partition-06,HSS-DB-202,55803
HSS-00000414,2025-08-28 18:32:56.973878,hss-secondary-1,Complete Failure,1357,partition-01,HSS-REP-101,23665
HSS-00000415,2025-08-28 19:01:28.973878,hss-secondary-1,Complete Failure,3841,partition-16,HSS-DB-202,24571
HSS-00000416,2025-08-28 18:30:16.973878,hss-secondary-1,Complete Failure,4206,partition-08,HSS-SYNC-001,17371
HSS-00000417,2025-08-28 18:50:34.973878,hss-secondary-1,Complete Failure,3492,partition-16,HSS-SYNC-002,5992
HSS-00000418,2025-08-28 18:38:02.973878,hss-secondary-1,Complete Failure,1521,partition-01,HSS-DB-202,13544
HSS-00000419,2025-08-28 18:34:28.973878,hss-secondary-1,Partial Failure,305,partition-08,HSS-REP-101,1411
HSS-00000420,2025-08-28 19:29:57.973878,hss-secondary-1,Complete Failure,1043,partition-06,HSS-DB-202,26504
HSS-00000421,2025-08-28 19:51:11.973878,hss-secondary-1,Complete Failure,4153,partition-06,HSS-SYNC-002,28986
HSS-00000422,2025-08-28 19:52:08.973878,hss-secondary-1,Timeout,291,partition-01,HSS-DB-202,12381
HSS-00000423,2025-08-28 18:36:46.973878,hss-secondary-1,Complete Failure,2921,partition-06,HSS-DB-202,15484
HSS-00000424,2025-08-28 20:21:27.973878,hss-secondary-1,Success,0,partition-03,HSS-SYNC-000,109
HSS-00000425,2025-08-28 20:08:42.973878,hss-secondary-1,Success,5,partition-01,HSS-SYNC-000,150
HSS-00000426,2025-08-28 19:46:03.973878,hss-secondary-1,Partial Failure,318,partition-16,HSS-REP-102,742
HSS-00000427,2025-08-28 18:57:20.973878,hss-secondary-1,Complete Failure,2028,partition-03,HSS-DB-201,19367
HSS-00000428,2025-08-28 18:55:23.973878,hss-secondary-1,Complete Failure,3694,partition-13,HSS-SYNC-003,8691
HSS-00000429,2025-08-28 20:12:44.973878,hss-secondary-1,Success,7,partition-03,HSS-SYNC-000,142
HSS-00000430,2025-08-28 19:19:36.973878,hss-secondary-1,Timeout,486,partition-03,HSS-REP-101,49303
HSS-00000431,2025-08-28 18:35:34.973878,hss-secondary-1,Partial Failure,365,partition-13,HSS-REP-102,1089
HSS-00000432,2025-08-28 18:59:53.973878,hss-secondary-1,Timeout,571,partition-08,HSS-DB-201,13400
HSS-00000433,2025-08-28 19:02:31.973878,hss-secondary-1,Partial Failure,208,partition-08,HSS-REP-101,997
