event_id,@timestamp,imsi,mme_host,cell_id,procedure_type,failure_code,serving_plmn,tracking_area_code,failure_description,signaling_message_type,attach_attempt,handover_attempt,authentication_attempt,source_cell_id,target_cell_id
EVT-00000115,2025-09-25 08:02:10.973878,3102601000000642,mme-05.tmobile.net,CELL-0078,Handover,S1AP-201,310-260,TAC-8075,Handover failure from CELL-0005 to CELL-0023 - network congestion,Handover Required,False,True,False,CELL-0005,CELL-0023
EVT-00000116,2025-09-25 08:16:10.973878,3102601000000476,mme-05.tmobile.net,CELL-0043,Handover,S1AP-202,310-260,TAC-3526,Attach rejected due to cell overload on MME mme-05.tmobile.net,Authentication Request,False,True,False,CELL-0034,CELL-0035
EVT-00000117,2025-09-25 08:36:31.973878,3102601000000289,mme-05.tmobile.net,CELL-0005,Handover,S1AP-201,310-260,TAC-7190,TAU rejected - authentication timeout,Handover Required,False,True,False,CELL-0063,CELL-0066
EVT-00000118,2025-09-25 10:38:53.973878,3102601000000013,mme-05.tmobile.net,CELL-0059,Handover,S1AP-201,310-260,TAC-1855,TAU rejected - cell overload,S1 Setup Request,False,True,False,CELL-0034,CELL-0002
EVT-00000119,2025-09-25 08:00:12.973878,3102601000000188,mme-05.tmobile.net,CELL-0023,Handover,S1AP-201,310-260,TAC-5012,Resource exhaustion on mme-05.tmobile.net - database corruption,S1 Setup Request,False,True,False,CELL-0035,CELL-0066
EVT-00000120,2025-09-25 10:06:35.973878,3102601000000258,mme-05.tmobile.net,CELL-0068,Handover,S1AP-201,310-490,TAC-2578,TAU rejected - HSS sync failure,S1 Setup Request,False,True,False,CELL-0063,CELL-0028
EVT-00000121,2025-09-25 08:36:33.973878,3102601000000246,mme-05.tmobile.net,CELL-0034,Handover,S1AP-201,310-800,TAC-4891,Handover failure from CELL-0005 to CELL-0068 - roaming restriction,Downlink NAS Transport,False,True,False,CELL-0005,CELL-0068
EVT-00000122,2025-09-25 09:42:26.973878,3102601000000408,mme-05.tmobile.net,CELL-0073,Handover,S1AP-202,310-490,TAC-4157,HSS unreachable during Handover - database sync issue,Handover Required,False,True,False,CELL-0063,CELL-0034
EVT-00000123,2025-09-25 09:32:06.973878,3102601000000372,mme-05.tmobile.net,CELL-0011,Handover,S1AP-201,310-260,TAC-3555,HSS unreachable during Handover - database sync issue,Authentication Request,False,True,False,CELL-0066,CELL-0023
EVT-00000124,2025-09-25 10:57:28.973878,3102601000000008,mme-05.tmobile.net,CELL-0023,Handover,S1AP-201,310-260,TAC-8441,Handover failure from CELL-0011 to CELL-0059 - invalid subscriber data,Attach Accept,False,True,False,CELL-0011,CELL-0059
EVT-00000125,2025-09-25 09:01:30.973878,3102601000000372,mme-05.tmobile.net,CELL-0035,Handover,S1AP-201,310-260,TAC-8837,Attach rejected due to signaling timeout on MME mme-05.tmobile.net,Initial UE Message,False,True,False,CELL-0034,CELL-0068
EVT-00000126,2025-09-25 10:15:06.973878,3102601000000184,mme-05.tmobile.net,CELL-0005,Handover,S1AP-201,310-260,TAC-2832,HSS unreachable during Handover - database sync issue,S1 Setup Request,False,True,False,CELL-0066,CELL-0035
EVT-00000127,2025-09-25 08:58:30.973878,3102601000000052,mme-05.tmobile.net,CELL-0068,Handover,S1AP-201,310-260,TAC-3337,Service request timeout - network congestion,Attach Accept,False,True,False,CELL-0073,CELL-0066
EVT-00000128,2025-09-25 08:30:18.973878,3102601000000064,mme-05.tmobile.net,CELL-0011,Handover,S1AP-201,310-260,TAC-8098,Handover failure from CELL-0002 to CELL-0023 - cell overload,Initial UE Message,False,True,False,CELL-0002,CELL-0023
EVT-00000129,2025-09-25 09:36:45.973878,3102601000000157,mme-05.tmobile.net,CELL-0043,Handover,S1AP-202,310-490,TAC-9414,HSS unreachable during Handover - database sync issue,Attach Accept,False,True,False,CELL-0059,CELL-0068
EVT-00000130,2025-09-25 08:21:22.973878,3102601000000562,mme-05.tmobile.net,CELL-0023,Handover,S1AP-201,310-800,TAC-9292,TAU rejected - cell overload,Downlink NAS Transport,False,True,False,CELL-0005,CELL-0059
EVT-00000131,2025-09-25 09:16:36.973878,3102601000000104,mme-05.tmobile.net,CELL-0023,Handover,S1AP-201,310-260,TAC-2986,Service request timeout - network congestion,Authentication Request,False,True,False,CELL-0063,CELL-0011
EVT-00000132,2025-09-25 09:44:07.973878,3102601000000008,mme-05.tmobile.net,CELL-0068,Handover,S1AP-202,310-260,TAC-6017,Service request timeout - database corruption,Authentication Request,False,True,False,CELL-0068,CELL-0059
EVT-00000133,2025-09-25 08:19:51.973878,3102601000000078,mme-05.tmobile.net,CELL-0065,Handover,S1AP-201,310-260,TAC-7543,Handover failure from CELL-0005 to CELL-0065 - software bug,Attach Accept,False,True,False,CELL-0005,CELL-0065
EVT-00000134,2025-09-25 11:02:57.973878,3102601000000517,mme-05.tmobile.net,CELL-0073,Handover,S1AP-202,310-260,TAC-9747,Resource exhaustion on mme-05.tmobile.net - roaming restriction,Attach Accept,False,True,False,CELL-0065,CELL-0035
EVT-00000135,2025-09-25 08:09:00.973878,3102601000000476,mme-05.tmobile.net,CELL-0034,Handover,S1AP-202,310-490,TAC-7477,PDN connectivity failure - signaling timeout,Handover Required,False,True,False,CELL-0002,CELL-0066
EVT-00000136,2025-09-25 07:12:57.973878,3102601000000705,mme-05.tmobile.net,CELL-0005,Handover,S1AP-202,310-260,TAC-6986,Resource exhaustion on mme-05.tmobile.net - authentication timeout,TAU Accept,False,True,False,CELL-0066,CELL-0035
EVT-00000137,2025-09-25 07:36:50.973878,3102601000000132,mme-05.tmobile.net,CELL-0059,Handover,S1AP-201,310-490,TAC-3243,PDN connectivity failure - network congestion,Downlink NAS Transport,False,True,False,CELL-0063,CELL-0066
EVT-00000138,2025-09-25 09:28:37.973878,3102601000000089,mme-05.tmobile.net,CELL-0059,Handover,S1AP-202,310-490,TAC-5798,TAU rejected - invalid subscriber data,Downlink NAS Transport,False,True,False,CELL-0059,CELL-0063
EVT-00000139,2025-09-25 08:15:49.973878,3102601000000377,mme-05.tmobile.net,CELL-0063,Handover,S1AP-202,310-490,TAC-2657,Handover failure from CELL-0073 to CELL-0011 - cell overload,Downlink NAS Transport,False,True,False,CELL-0073,CELL-0011
EVT-00000140,2025-09-25 09:41:43.973878,3102601000000492,mme-05.tmobile.net,CELL-0043,Handover,S1AP-202,310-260,TAC-8731,PDN connectivity failure - roaming restriction,Authentication Request,False,True,False,CELL-0005,CELL-0059
EVT-00000141,2025-09-25 07:58:23.973878,3102601000000671,mme-05.tmobile.net,CELL-0023,Handover,S1AP-201,310-800,TAC-3266,Resource exhaustion on mme-05.tmobile.net - cell overload,Downlink NAS Transport,False,True,False,CELL-0011,CELL-0073
EVT-00000142,2025-09-25 09:09:22.973878,3102601000000089,mme-05.tmobile.net,CELL-0065,Handover,S1AP-201,310-490,TAC-6963,Attach rejected due to HSS sync failure on MME mme-05.tmobile.net,Attach Accept,False,True,False,CELL-0078,CELL-0002
EVT-00000143,2025-09-25 07:52:53.973878,3102601000000096,mme-05.tmobile.net,CELL-0035,Handover,S1AP-201,310-260,TAC-5404,HSS unreachable during Handover - database sync issue,TAU Accept,False,True,False,CELL-0005,CELL-0078
EVT-00000144,2025-09-25 08:37:47.973878,3102601000000662,mme-05.tmobile.net,CELL-0063,Handover,S1AP-202,310-260,TAC-2982,Bearer modification rejected - database corruption,Downlink NAS Transport,False,True,False,CELL-0005,CELL-0043
EVT-00000145,2025-09-25 09:44:57.973878,3102601000000735,mme-05.tmobile.net,CELL-0034,Handover,S1AP-202,310-260,TAC-6588,Resource exhaustion on mme-05.tmobile.net - database corruption,Handover Required,False,True,False,CELL-0028,CELL-0073
EVT-00000146,2025-09-25 10:26:24.973878,3102601000000748,mme-05.tmobile.net,CELL-0065,Handover,S1AP-202,310-490,TAC-6093,Authentication failure for subscriber - database corruption,Handover Required,False,True,False,CELL-0011,CELL-0073
EVT-00000147,2025-09-25 10:56:20.973878,3102601000000776,mme-05.tmobile.net,CELL-0063,Handover,S1AP-202,310-260,TAC-5221,Bearer modification rejected - hardware failure,Uplink NAS Transport,False,True,False,CELL-0073,CELL-0028
EVT-00000148,2025-09-25 10:52:36.973878,3102601000000642,mme-05.tmobile.net,CELL-0028,Handover,S1AP-202,310-800,TAC-6937,HSS unreachable during Handover - database sync issue,Path Switch Request,False,True,False,CELL-0005,CELL-0034
EVT-00000149,2025-09-25 09:56:17.973878,3102601000000132,mme-05.tmobile.net,CELL-0063,Handover,S1AP-202,310-260,TAC-6410,Authentication failure for subscriber - roaming restriction,Attach Accept,False,True,False,CELL-0068,CELL-0063
EVT-00000150,2025-09-25 09:36:57.973878,3102601000000368,mme-05.tmobile.net,CELL-0002,Handover,S1AP-202,310-800,TAC-6605,Handover failure from CELL-0011 to CELL-0066 - invalid subscriber data,Path Switch Request,False,True,False,CELL-0011,CELL-0066
EVT-00000151,2025-09-25 07:15:40.973878,3102601000000188,mme-05.tmobile.net,CELL-0043,Handover,S1AP-201,310-260,TAC-2693,HSS unreachable during Handover - database sync issue,Handover Required,False,True,False,CELL-0059,CELL-0078
EVT-00000152,2025-09-25 09:02:42.973878,3102601000000089,mme-05.tmobile.net,CELL-0065,Handover,S1AP-202,310-490,TAC-4429,Handover failure from CELL-0073 to CELL-0011 - signaling timeout,S1 Setup Request,False,True,False,CELL-0073,CELL-0011
EVT-00000153,2025-09-25 07:58:21.973878,3102601000000104,mme-05.tmobile.net,CELL-0078,Handover,S1AP-201,310-260,TAC-9682,Authentication failure for subscriber - authentication timeout,Handover Required,False,True,False,CELL-0035,CELL-0034
EVT-00000154,2025-09-25 08:17:23.973878,3102601000000625,mme-05.tmobile.net,CELL-0002,Handover,S1AP-201,310-490,TAC-8483,Bearer modification rejected - database corruption,Initial UE Message,False,True,False,CELL-0035,CELL-0002
EVT-00000155,2025-09-25 07:59:47.973878,3102601000000703,mme-05.tmobile.net,CELL-0059,Handover,S1AP-202,310-490,TAC-9823,Authentication failure for subscriber - signaling timeout,Downlink NAS Transport,False,True,False,CELL-0028,CELL-0063
EVT-00000156,2025-09-25 10:06:43.973878,3102601000000208,mme-05.tmobile.net,CELL-0066,Handover,S1AP-201,310-260,TAC-7863,TAU rejected - network congestion,Path Switch Request,False,True,False,CELL-0043,CELL-0043
EVT-00000157,2025-09-25 08:13:24.973878,3102601000000192,mme-05.tmobile.net,CELL-0002,Handover,S1AP-202,310-260,TAC-3559,Attach rejected due to database corruption on MME mme-05.tmobile.net,Attach Accept,False,True,False,CELL-0028,CELL-0063
EVT-00000158,2025-09-25 09:00:58.973878,3102601000000422,mme-05.tmobile.net,CELL-0068,Handover,S1AP-201,310-490,TAC-2785,Handover failure from CELL-0073 to CELL-0005 - hardware failure,Handover Required,False,True,False,CELL-0073,CELL-0005
EVT-00000159,2025-09-25 09:34:53.973878,3102601000000364,mme-05.tmobile.net,CELL-0078,Handover,S1AP-201,310-800,TAC-8354,Handover failure from CELL-0059 to CELL-0043 - signaling timeout,Handover Required,False,True,False,CELL-0059,CELL-0043
EVT-00000160,2025-09-25 08:50:34.973878,3102601000000476,mme-05.tmobile.net,CELL-0073,Handover,S1AP-202,310-260,TAC-8476,Handover failure from CELL-0034 to CELL-0063 - cell overload,Path Switch Request,False,True,False,CELL-0034,CELL-0063
EVT-00000161,2025-09-25 10:47:23.973878,3102601000000133,mme-05.tmobile.net,CELL-0005,Handover,S1AP-201,310-260,TAC-7537,HSS unreachable during Handover - database sync issue,TAU Accept,False,True,False,CELL-0065,CELL-0034
EVT-00000162,2025-09-25 10:31:04.973878,3102601000000562,mme-05.tmobile.net,CELL-0043,Handover,S1AP-201,310-260,TAC-3633,Service request timeout - security check failed,Path Switch Request,False,True,False,CELL-0035,CELL-0028
EVT-00000163,2025-09-25 07:38:00.973878,3102601000000776,mme-05.tmobile.net,CELL-0063,Handover,S1AP-202,310-490,TAC-5718,Signaling storm detected - invalid subscriber data,Authentication Request,False,True,False,CELL-0078,CELL-0066
EVT-00000164,2025-09-25 09:56:07.973878,3102601000000084,mme-05.tmobile.net,CELL-0005,Handover,S1AP-201,310-260,TAC-3837,PDN connectivity failure - insufficient resources,Attach Accept,False,True,False,CELL-0059,CELL-0011
EVT-00000165,2025-09-25 10:50:37.973878,3102601000000671,mme-05.tmobile.net,CELL-0005,Handover,S1AP-201,310-490,TAC-5942,Signaling storm detected - security check failed,TAU Accept,False,True,False,CELL-0005,CELL-0063
EVT-00000166,2025-09-25 08:59:46.973878,3102601000000013,mme-05.tmobile.net,CELL-0073,Handover,S1AP-202,310-260,TAC-3551,PDN connectivity failure - invalid subscriber data,Initial UE Message,False,True,False,CELL-0005,CELL-0065
EVT-00000167,2025-09-25 08:08:48.973878,3102601000000127,mme-05.tmobile.net,CELL-0043,Handover,S1AP-201,310-260,TAC-1326,Resource exhaustion on mme-05.tmobile.net - invalid subscriber data,Downlink NAS Transport,False,True,False,CELL-0011,CELL-0028
EVT-00000168,2025-09-25 11:07:04.973878,3102601000000084,mme-05.tmobile.net,CELL-0002,Handover,S1AP-201,310-260,TAC-5829,Resource exhaustion on mme-05.tmobile.net - roaming restriction,Path Switch Request,False,True,False,CELL-0073,CELL-0028
EVT-00000169,2025-09-25 11:06:02.973878,3102601000000476,mme-05.tmobile.net,CELL-0002,Handover,S1AP-202,310-260,TAC-1053,HSS unreachable during Handover - database sync issue,S1 Setup Request,False,True,False,CELL-0059,CELL-0065
EVT-00000170,2025-09-25 09:47:45.973878,3102601000000705,mme-05.tmobile.net,CELL-0066,Handover,S1AP-201,310-260,TAC-6451,Attach rejected due to HSS sync failure on MME mme-05.tmobile.net,TAU Accept,False,True,False,CELL-0011,CELL-0073
EVT-00000171,2025-09-25 11:05:24.973878,3102601000000368,mme-05.tmobile.net,CELL-0043,Handover,S1AP-202,310-490,TAC-4945,TAU rejected - signaling timeout,Attach Accept,False,True,False,CELL-0059,CELL-0065
EVT-00000172,2025-09-25 09:59:57.973878,3102601000000052,mme-05.tmobile.net,CELL-0028,Handover,S1AP-201,310-260,TAC-7933,Handover failure from CELL-0028 to CELL-0065 - roaming restriction,Uplink NAS Transport,False,True,False,CELL-0028,CELL-0065
EVT-00000173,2025-09-25 09:47:01.973878,3102601000000114,mme-05.tmobile.net,CELL-0035,Handover,S1AP-201,310-260,TAC-2120,Signaling storm detected - invalid subscriber data,Handover Required,False,True,False,CELL-0068,CELL-0068
EVT-00000174,2025-09-25 08:45:19.973878,3102601000000762,mme-05.tmobile.net,CELL-0073,Handover,S1AP-201,310-260,TAC-1390,TAU rejected - invalid subscriber data,Uplink NAS Transport,False,True,False,CELL-0063,CELL-0078
EVT-00000175,2025-09-25 09:05:06.973878,3102601000000544,mme-05.tmobile.net,CELL-0011,Handover,S1AP-201,310-260,TAC-3996,Attach rejected due to database corruption on MME mme-05.tmobile.net,S1 Setup Request,False,True,False,CELL-0035,CELL-0068
EVT-00000176,2025-09-25 09:35:37.973878,3102601000000377,mme-05.tmobile.net,CELL-0043,Handover,S1AP-202,310-260,TAC-9962,Signaling storm detected - cell overload,Uplink NAS Transport,False,True,False,CELL-0023,CELL-0028
EVT-00000177,2025-09-25 08:27:34.973878,3102601000000681,mme-05.tmobile.net,CELL-0066,Handover,S1AP-201,310-260,TAC-6183,HSS unreachable during Handover - database sync issue,Path Switch Request,False,True,False,CELL-0066,CELL-0005
EVT-00000178,2025-09-25 11:05:48.973878,3102601000000064,mme-05.tmobile.net,CELL-0068,Handover,S1AP-202,310-260,TAC-2133,HSS unreachable during Handover - database sync issue,Initial UE Message,False,True,False,CELL-0065,CELL-0011
EVT-00000179,2025-09-25 09:25:50.973878,3102601000000604,mme-05.tmobile.net,CELL-0066,Handover,S1AP-202,310-260,TAC-9723,Resource exhaustion on mme-05.tmobile.net - hardware failure,Handover Required,False,True,False,CELL-0034,CELL-0059
EVT-00000180,2025-09-25 09:53:53.973878,3102601000000735,mme-05.tmobile.net,CELL-0023,Handover,S1AP-201,310-490,TAC-2114,Service request timeout - security check failed,TAU Accept,False,True,False,CELL-0028,CELL-0005
EVT-00000181,2025-09-25 09:40:45.973878,3102601000000671,mme-05.tmobile.net,CELL-0063,Handover,S1AP-201,310-490,TAC-7812,Resource exhaustion on mme-05.tmobile.net - hardware failure,Downlink NAS Transport,False,True,False,CELL-0011,CELL-0002
EVT-00000182,2025-09-25 10:18:21.973878,3102601000000697,mme-05.tmobile.net,CELL-0073,Handover,S1AP-201,310-260,TAC-5561,Resource exhaustion on mme-05.tmobile.net - insufficient resources,S1 Setup Request,False,True,False,CELL-0035,CELL-0078
EVT-00000183,2025-09-25 09:03:52.973878,3102601000000372,mme-05.tmobile.net,CELL-0043,Handover,S1AP-202,310-260,TAC-9547,Signaling storm detected - roaming restriction,Authentication Request,False,True,False,CELL-0065,CELL-0068
EVT-00000184,2025-09-25 10:47:00.973878,3102601000000093,mme-05.tmobile.net,CELL-0034,Handover,S1AP-201,310-260,TAC-3396,Signaling storm detected - network congestion,Handover Required,False,True,False,CELL-0023,CELL-0059
EVT-00000185,2025-09-25 07:13:39.973878,3102601000000347,mme-05.tmobile.net,CELL-0063,Handover,S1AP-201,310-260,TAC-4155,PDN connectivity failure - network congestion,Initial UE Message,False,True,False,CELL-0023,CELL-0034
EVT-00000186,2025-09-25 10:04:27.973878,3102601000000546,mme-05.tmobile.net,CELL-0063,Handover,S1AP-201,310-260,TAC-5152,Resource exhaustion on mme-05.tmobile.net - HSS sync failure,S1 Setup Request,False,True,False,CELL-0011,CELL-0078
EVT-00000187,2025-09-25 09:33:58.973878,3102601000000528,mme-05.tmobile.net,CELL-0043,Handover,S1AP-202,310-260,TAC-8488,PDN connectivity failure - security check failed,Path Switch Request,False,True,False,CELL-0063,CELL-0002
EVT-00000188,2025-09-25 08:10:49.973878,3102601000000039,mme-05.tmobile.net,CELL-0005,Handover,S1AP-201,310-260,TAC-4082,Signaling storm detected - signaling timeout,Handover Required,False,True,False,CELL-0068,CELL-0028
EVT-00000189,2025-09-25 09:43:26.973878,3102601000000264,mme-05.tmobile.net,CELL-0059,Handover,S1AP-202,310-260,TAC-7213,Resource exhaustion on mme-05.tmobile.net - cell overload,Uplink NAS Transport,False,True,False,CELL-0059,CELL-0005
EVT-00000190,2025-09-25 10:44:23.973878,3102601000000099,mme-05.tmobile.net,CELL-0063,Handover,S1AP-202,310-260,TAC-5013,Resource exhaustion on mme-05.tmobile.net - signaling timeout,Downlink NAS Transport,False,True,False,CELL-0063,CELL-0065
EVT-00000191,2025-09-25 11:07:50.973878,3102601000000235,mme-05.tmobile.net,CELL-0034,Handover,S1AP-202,310-490,TAC-3089,Handover failure from CELL-0073 to CELL-0066 - invalid subscriber data,Downlink NAS Transport,False,True,False,CELL-0073,CELL-0066
EVT-00000192,2025-09-25 08:20:11.973878,3102601000000008,mme-05.tmobile.net,CELL-0034,Handover,S1AP-202,310-260,TAC-7312,Service request timeout - hardware failure,S1 Setup Request,False,True,False,CELL-0043,CELL-0035
EVT-00000193,2025-09-25 07:46:33.973878,3102601000000207,mme-05.tmobile.net,CELL-0073,Handover,S1AP-202,310-800,TAC-6602,Bearer modification rejected - signaling timeout,TAU Accept,False,True,False,CELL-0023,CELL-0065
EVT-00000194,2025-09-25 08:08:05.973878,3102601000000671,mme-05.tmobile.net,CELL-0034,Handover,S1AP-201,310-260,TAC-4652,Handover failure from CELL-0028 to CELL-0028 - software bug,Uplink NAS Transport,False,True,False,CELL-0028,CELL-0028
