recommendation_id,user_id,content_id,explanation_text,reasoning_factors,similarity_score,preference_match_themes,created_at
REC-00000128,USER-0002116,CONTENT-000935,Matches your preference for Gritty storytelling with Simple plots,"Director preference,Tone preference",0.8431599768695796,"Mental health,Artificial intelligence,Social justice",2025-11-10 12:56:48.783598
REC-00000129,USER-0002704,CONTENT-000366,Popular among viewers who share your interest in Action and Identity crisis,"Theme similarity,New release,Narrative complexity,Completion rate",0.9766085735959529,"Betrayal,Social justice,Coming of age",2025-11-10 13:01:48.783598
REC-00000130,USER-0001533,CONTENT-000054,Recommended because you enjoyed similar Survival themes in Documentary content,"Completion rate,Director preference",0.6702630491637795,"Corporate intrigue,Political power,Survival",2025-11-10 13:06:48.783598
REC-00000131,USER-0001729,CONTENT-001002,Popular among viewers who share your interest in Adventure and Friendship bonds,"Cast preference,Genre match",0.8718042036975294,"Survival,Identity crisis,Love triangle",2025-11-10 13:11:48.783598
REC-00000132,USER-0003304,CONTENT-001337,Recommended because you enjoyed similar Good vs evil themes in Adventure content,"New release,Tone preference",0.9145978882138494,"Social justice,Time travel",2025-11-10 13:16:48.783598
REC-00000133,USER-0003086,CONTENT-000961,Popular among viewers who share your interest in SciFi and Moral ambiguity,"Popular with similar users,New release,Completion rate,Trending content",0.7519300969047849,"Mental health,Class struggle",2025-11-10 13:21:48.783598
REC-00000134,USER-0001923,CONTENT-001779,Popular among viewers who share your interest in Family and Family dynamics,"Highly rated,Theme similarity",0.7780170788933561,"Political power,Survival,Corporate intrigue",2025-11-10 13:26:48.783598
REC-00000135,USER-0000645,CONTENT-000908,Recommended because you enjoyed similar Class struggle themes in Documentary content,"Cast preference,New release,Highly rated,Theme similarity",0.7312199074946724,"Friendship bonds,Artificial intelligence",2025-11-10 13:31:48.783598
REC-00000136,USER-0004879,CONTENT-000449,Matches your preference for Whimsical storytelling with Complex plots,"Genre match,Director preference",0.8615854645827675,"Artificial intelligence,Betrayal,Love triangle",2025-11-10 13:36:48.783598
REC-00000137,USER-0000007,CONTENT-000172,Recommended because you enjoyed similar Parallel universes themes in Horror content,"Narrative complexity,Genre match",0.9004709648816985,"Addiction recovery,Post-apocalyptic",2025-11-10 13:41:48.783598
REC-00000138,USER-0001399,CONTENT-001866,Based on your preference for Serious tone and Very Complex narrative complexity,"Genre match,Tone preference,New release",0.9124098569708763,"Historical drama,Artificial intelligence,Social justice",2025-11-10 13:46:48.783598
REC-00000139,USER-0002194,CONTENT-001983,Matches your preference for Intense storytelling with Moderate plots,"Narrative complexity,Highly rated,Theme similarity,Completion rate",0.8868950144232868,"Artificial intelligence,Addiction recovery",2025-11-10 13:51:48.783598
REC-00000140,USER-0002420,CONTENT-001791,Similar to content you've watched with Class struggle themes,"Director preference,Narrative complexity",0.798914925705623,"Survival,Social justice,Family dynamics",2025-11-10 13:56:48.783598
REC-00000141,USER-0003620,CONTENT-001885,Popular among viewers who share your interest in Family and Mental health,"Trending content,Popular with similar users,Tone preference",0.9273151982525094,"Historical drama,Revenge quest,Family dynamics",2025-11-10 14:01:48.783598
REC-00000142,USER-0003870,CONTENT-001957,Matches your preference for Intense storytelling with Complex plots,"Popular with similar users,Narrative complexity,Similar viewing history",0.6997696580238165,"Revenge quest,Family dynamics,Social justice",2025-11-10 14:06:48.783598
REC-00000143,USER-0000160,CONTENT-001835,Recommended because you enjoyed similar Good vs evil themes in Comedy content,"Popular with similar users,Trending content",0.876051955839566,"Time travel,Class struggle",2025-11-10 14:11:48.783598
REC-00000144,USER-0002256,CONTENT-000109,Matches your preference for Whimsical storytelling with Simple plots,"Cast preference,Completion rate",0.965165888447427,"Parallel universes,Revenge quest,Post-apocalyptic",2025-11-10 14:16:48.783598
REC-00000145,USER-0004513,CONTENT-001875,Based on your preference for Intense tone and Complex narrative complexity,"Highly rated,Cast preference,Popular with similar users,Tone preference",0.8579576421151007,"Historical drama,Redemption arc",2025-11-10 14:21:48.783598
REC-00000146,USER-0000252,CONTENT-000616,Popular among viewers who share your interest in Comedy and Coming of age,"Director preference,New release,Completion rate,Similar viewing history",0.6682223954549206,"Survival,Moral ambiguity",2025-11-10 14:26:48.783598
REC-00000147,USER-0001380,CONTENT-000574,Similar to content you've watched with Class struggle themes,"Genre match,Highly rated,Completion rate,Cast preference",0.969938660834743,"Historical drama,Class struggle,Redemption arc",2025-11-10 14:31:48.783598
REC-00000148,USER-0000317,CONTENT-001884,Popular among viewers who share your interest in Thriller and Revenge quest,"New release,Popular with similar users,Tone preference",0.6992206853723051,"Artificial intelligence,Generational conflict,Love triangle",2025-11-10 14:36:48.783598
REC-00000149,USER-0002618,CONTENT-000838,Based on your preference for Intense tone and Complex narrative complexity,"Completion rate,Highly rated,Cast preference,Theme similarity",0.8040001649385449,"Artificial intelligence,Historical drama,Survival",2025-11-10 14:41:48.783598
REC-00000150,USER-0004206,CONTENT-000967,Popular among viewers who share your interest in Animation and Love triangle,"Completion rate,New release,Highly rated",0.7429285734163281,"Parallel universes,Love triangle,Political power",2025-11-10 14:46:48.783598
REC-00000151,USER-0004814,CONTENT-001724,Popular among viewers who share your interest in SciFi and Time travel,"Director preference,Narrative complexity,New release",0.8309289941802515,"Betrayal,Family dynamics,Social justice",2025-11-10 14:51:48.783598
REC-00000152,USER-0001454,CONTENT-000655,Similar to content you've watched with Love triangle themes,"Theme similarity,Tone preference,Cast preference",0.9095623903888261,"Moral ambiguity,Time travel,Corporate intrigue",2025-11-10 14:56:48.783598
REC-00000153,USER-0003489,CONTENT-001993,Matches your preference for Dark storytelling with Complex plots,"Highly rated,Popular with similar users,Similar viewing history",0.7195520645017227,"Social justice,Good vs evil,Mental health",2025-11-10 15:01:48.783598
REC-00000154,USER-0001457,CONTENT-001274,Recommended because you enjoyed similar Revenge quest themes in SciFi content,"Completion rate,Similar viewing history,Cast preference,New release",0.7484739188053182,"Time travel,Survival,Historical drama",2025-11-10 15:06:48.783598
REC-00000155,USER-0003220,CONTENT-000297,Matches your preference for Light storytelling with Very Complex plots,"Cast preference,Trending content,New release",0.8086677753845608,"Time travel,Historical drama,Redemption arc",2025-11-10 15:11:48.783598
REC-00000156,USER-0002295,CONTENT-000878,Based on your preference for Light tone and Simple narrative complexity,"Cast preference,New release",0.96718647866998,"Post-apocalyptic,Family dynamics",2025-11-10 15:16:48.783598
REC-00000157,USER-0002172,CONTENT-001995,Similar to content you've watched with Post-apocalyptic themes,"Highly rated,Director preference",0.9015317591624731,"Coming of age,Social justice",2025-11-10 15:21:48.783598
REC-00000158,USER-0004082,CONTENT-001037,Similar to content you've watched with Corporate intrigue themes,"Completion rate,Trending content",0.8987217763037494,"Coming of age,Political power,Identity crisis",2025-11-10 15:26:48.783598
REC-00000159,USER-0001730,CONTENT-001670,Based on your preference for Serious tone and Very Complex narrative complexity,"Director preference,Highly rated",0.861304369657979,"Generational conflict,Friendship bonds",2025-11-10 15:31:48.783598
REC-00000160,USER-0000868,CONTENT-001800,Matches your preference for Gritty storytelling with Very Complex plots,"Theme similarity,Cast preference,Narrative complexity",0.9304068237152061,"Social justice,Historical drama",2025-11-10 15:36:48.783598
REC-00000161,USER-0002658,CONTENT-000137,Matches your preference for Serious storytelling with Simple plots,"Director preference,Trending content",0.8453539740011482,"Moral ambiguity,Time travel,Corporate intrigue",2025-11-10 15:41:48.783598
REC-00000162,USER-0004952,CONTENT-001715,Popular among viewers who share your interest in Comedy and Artificial intelligence,"Popular with similar users,Genre match",0.8547523246436444,"Revenge quest,Political power,Good vs evil",2025-11-10 15:46:48.783598
REC-00000163,USER-0000264,CONTENT-001316,Based on your preference for Whimsical tone and Moderate narrative complexity,"Cast preference,Theme similarity,Narrative complexity",0.8769011471075261,"Love triangle,Good vs evil",2025-11-10 15:51:48.783598
REC-00000164,USER-0000862,CONTENT-001901,Popular among viewers who share your interest in Animation and Social justice,"Tone preference,Theme similarity",0.7454604802495225,"Moral ambiguity,Redemption arc",2025-11-10 15:56:48.783598
REC-00000165,USER-0000896,CONTENT-000771,Matches your preference for Intense storytelling with Complex plots,"New release,Theme similarity,Genre match",0.8321639417789211,"Moral ambiguity,Friendship bonds",2025-11-10 16:01:48.783598
REC-00000166,USER-0000716,CONTENT-000005,Matches your preference for Whimsical storytelling with Simple plots,"Cast preference,Popular with similar users,Theme similarity,Tone preference",0.7171124708083039,"Corporate intrigue,Addiction recovery,Parallel universes",2025-11-10 16:06:48.783598
REC-00000167,USER-0003878,CONTENT-001567,Popular among viewers who share your interest in Fantasy and Good vs evil,"Genre match,Director preference,Theme similarity,Completion rate",0.9047714259686961,"Betrayal,Mental health,Post-apocalyptic",2025-11-10 16:11:48.783598
REC-00000168,USER-0001469,CONTENT-001361,Recommended because you enjoyed similar Redemption arc themes in Documentary content,"Trending content,Genre match,Completion rate",0.9399239672838688,"Artificial intelligence,Mental health",2025-11-10 16:16:48.783598
REC-00000169,USER-0001321,CONTENT-000951,Popular among viewers who share your interest in Horror and Artificial intelligence,"Genre match,Highly rated",0.7540965093483815,"Revenge quest,Artificial intelligence,Historical drama",2025-11-10 16:21:48.783598
REC-00000170,USER-0000874,CONTENT-000310,Matches your preference for Dark storytelling with Complex plots,"Similar viewing history,Highly rated,Popular with similar users",0.9018052946397941,"Artificial intelligence,Class struggle",2025-11-10 16:26:48.783598
REC-00000171,USER-0000291,CONTENT-000292,Similar to content you've watched with Coming of age themes,"Completion rate,Cast preference",0.6939234926312661,"Revenge quest,Political power,Survival",2025-11-10 16:31:48.783598
REC-00000172,USER-0001900,CONTENT-001970,Similar to content you've watched with Political power themes,"Cast preference,Genre match,Completion rate",0.7647666691151815,"Time travel,Good vs evil",2025-11-10 16:36:48.783598
REC-00000173,USER-0004642,CONTENT-001862,Based on your preference for Uplifting tone and Complex narrative complexity,"Similar viewing history,New release,Genre match,Completion rate",0.7413688293504529,"Identity crisis,Friendship bonds,Good vs evil",2025-11-10 16:41:48.783598
REC-00000174,USER-0003419,CONTENT-001717,Similar to content you've watched with Family dynamics themes,"Theme similarity,Popular with similar users",0.8649540605596654,"Post-apocalyptic,Identity crisis,Class struggle",2025-11-10 16:46:48.783598
REC-00000175,USER-0004239,CONTENT-000737,Popular among viewers who share your interest in Horror and Redemption arc,"Similar viewing history,Completion rate",0.8988401484297062,"Artificial intelligence,Moral ambiguity",2025-11-10 16:51:48.783598
REC-00000176,USER-0002979,CONTENT-000625,Popular among viewers who share your interest in Comedy and Identity crisis,"Genre match,Similar viewing history,Trending content",0.9206317405353946,"Corporate intrigue,Survival",2025-11-10 16:56:48.783598
