metric_id,@timestamp,network.cell.id,network.cell.prb_utilization_dl_pct,network.cell.prb_utilization_ul_pct,kpi.call_drop_rate,kpi.call_success_rate,network.procedure.success_rate,network.handover.success_rate,network.rrc.connection_success_rate,network.cell.active_subscribers,network.transport.latency_ms,network.transport.packet_loss_pct,capacity.busy_hour.prb_utilization_p95,network.cell.availability_pct
MET-0000000178,2025-11-05 16:49:00.424718,CELL-00147,56.0,44.08,0.999,98.74,96.58,97.08,98.08,731,34.65,1.622,93.62,99.302
MET-0000000179,2025-11-05 16:54:00.424718,CELL-00079,60.17,71.56,2.818,98.47,95.35,97.7,96.09,343,37.18,1.807,71.98,99.322
MET-0000000180,2025-11-05 16:59:00.424718,CELL-00035,73.33,50.02,1.222,95.63,94.35,94.46,99.54,88,40.42,0.41,82.42,99.109
MET-0000000181,2025-11-05 17:04:00.424718,CELL-00063,38.85,79.57,3.116,99.27,97.41,98.21,98.57,477,46.4,0.733,79.76,99.883
MET-0000000182,2025-11-05 17:09:00.424718,CELL-00039,39.89,79.22,0.25,99.59,95.1,96.15,95.9,115,7.7,0.202,97.19,99.401
MET-0000000183,2025-11-05 17:14:00.424718,CELL-00064,31.87,35.46,1.067,99.52,96.32,95.74,98.69,173,20.07,0.906,66.19,99.666
MET-0000000184,2025-11-05 17:19:00.424718,CELL-00068,81.49,42.55,0.684,98.05,98.09,97.78,95.16,616,22.81,0.699,97.79,99.606
MET-0000000185,2025-11-05 17:24:00.424718,CELL-00009,92.35,64.9,1.901,95.92,97.77,92.77,96.71,289,12.75,1.531,89.86,99.18
MET-0000000186,2025-11-05 17:29:00.424718,CELL-00143,53.5,31.07,2.983,95.42,97.7,97.79,98.43,117,22.44,1.797,81.72,99.504
MET-0000000187,2025-11-05 17:34:00.424718,CELL-00072,91.69,50.1,0.264,95.36,94.33,93.69,98.9,478,19.7,1.485,74.71,99.543
MET-0000000188,2025-11-05 17:39:00.424718,CELL-00096,49.82,46.96,0.231,96.19,97.89,97.3,98.14,489,19.95,1.317,75.57,99.43
MET-0000000189,2025-11-05 17:44:00.424718,CELL-00015,77.61,79.81,1.264,96.79,95.91,96.88,98.2,502,27.97,1.289,65.41,99.451
MET-0000000190,2025-11-05 17:49:00.424718,CELL-00118,71.28,63.09,1.493,98.5,94.07,97.08,96.68,631,41.73,1.588,92.57,99.25
MET-0000000191,2025-11-05 17:54:00.424718,CELL-00092,87.6,57.53,0.368,95.08,97.44,98.98,95.22,430,37.52,0.21,96.7,99.19
MET-0000000192,2025-11-05 17:59:00.424718,CELL-00030,76.68,22.07,1.447,96.56,95.75,97.07,98.76,144,21.35,1.883,78.38,99.657
MET-0000000193,2025-11-05 18:04:00.424718,CELL-00071,55.84,53.78,3.319,95.52,97.36,96.03,99.09,790,23.89,0.86,64.59,99.303
MET-0000000194,2025-11-05 18:09:00.424718,CELL-00048,51.03,26.64,0.154,98.24,96.66,94.04,99.58,733,20.71,1.498,95.09,99.734
MET-0000000195,2025-11-05 18:14:00.424718,CELL-00097,20.57,44.13,0.294,95.93,96.88,93.4,98.07,141,34.11,1.556,81.53,99.954
MET-0000000196,2025-11-05 18:19:00.424718,CELL-00002,29.39,33.63,1.316,95.15,96.54,96.95,97.39,418,48.57,1.781,96.17,99.976
MET-0000000197,2025-11-05 18:24:00.424718,CELL-00139,82.93,37.33,1.749,96.62,96.59,92.94,96.7,69,42.23,1.154,74.84,99.093
MET-0000000198,2025-11-05 18:29:00.424718,CELL-00104,51.97,60.03,3.093,95.04,94.55,95.66,97.03,567,29.69,0.462,80.29,99.967
MET-0000000199,2025-11-05 18:34:00.424718,CELL-00069,21.32,62.55,0.415,97.73,98.03,97.19,95.42,728,30.16,1.339,76.01,99.6
MET-0000000200,2025-11-05 18:39:00.424718,CELL-00056,25.77,26.38,2.271,97.24,99.45,92.68,97.94,557,20.99,0.184,91.72,99.026
MET-0000000201,2025-11-05 18:44:00.424718,CELL-00116,45.27,72.64,1.75,99.58,98.91,96.28,97.86,313,37.8,0.809,89.97,99.838
MET-0000000202,2025-11-05 18:49:00.424718,CELL-00013,76.36,45.96,0.325,96.0,94.82,96.03,99.22,602,7.78,0.402,72.56,99.007
MET-0000000203,2025-11-05 18:54:00.424718,CELL-00148,66.11,40.35,2.408,99.18,97.32,94.52,98.91,720,15.58,0.839,94.37,99.64
MET-0000000204,2025-11-05 18:59:00.424718,CELL-00017,90.96,75.14,2.115,99.0,95.25,96.6,95.7,69,13.3,1.544,96.16,99.452
MET-0000000205,2025-11-05 19:04:00.424718,CELL-00111,36.29,32.82,0.751,99.12,98.66,94.15,98.5,129,12.16,1.521,81.23,99.032
MET-0000000206,2025-11-05 19:09:00.424718,CELL-00089,22.6,46.26,2.89,95.75,95.38,94.6,97.74,540,19.67,0.832,78.22,99.298
MET-0000000207,2025-11-05 19:14:00.424718,CELL-00080,86.72,38.64,1.568,95.47,99.05,97.71,99.62,439,12.97,0.18,97.03,99.825
MET-0000000208,2025-11-05 19:19:00.424718,CELL-00067,25.39,19.69,0.982,99.52,95.94,96.79,99.02,172,26.18,0.961,79.82,99.589
MET-0000000209,2025-11-05 19:24:00.424718,CELL-00147,85.25,22.28,2.257,96.85,99.5,95.74,96.82,324,35.49,1.519,62.11,99.084
MET-0000000210,2025-11-05 19:29:00.424718,CELL-00099,75.66,35.7,1.531,98.14,96.19,94.37,96.69,431,26.9,1.191,72.56,99.324
MET-0000000211,2025-11-05 19:34:00.424718,CELL-00026,27.42,75.01,2.968,96.74,96.3,94.83,99.41,679,17.19,0.354,62.67,99.067
MET-0000000212,2025-11-05 19:39:00.424718,CELL-00112,72.31,63.3,2.913,98.76,97.94,96.91,96.13,170,43.75,1.391,76.14,99.159
MET-0000000213,2025-11-05 19:44:00.424718,CELL-00016,52.87,77.53,3.119,95.37,98.13,95.75,96.18,554,22.18,0.716,91.95,99.957
MET-0000000214,2025-11-05 19:49:00.424718,CELL-00063,62.95,39.04,1.122,98.97,97.31,98.36,97.36,185,17.0,1.752,88.36,99.342
MET-0000000215,2025-11-05 19:54:00.424718,CELL-00126,72.42,29.84,0.385,95.54,98.22,96.26,96.95,730,48.57,0.632,72.61,99.49
MET-0000000216,2025-11-05 19:59:00.424718,CELL-00041,85.15,22.52,2.677,95.09,96.86,97.28,96.09,484,6.05,0.523,75.21,99.472
MET-0000000217,2025-11-05 20:04:00.424718,CELL-00129,87.13,76.07,2.384,99.13,98.96,97.53,96.2,414,16.53,1.892,68.46,99.687
MET-0000000218,2025-11-05 20:09:00.424718,CELL-00026,92.37,58.16,1.602,99.01,97.28,94.5,95.55,51,38.55,0.006,85.03,99.917
MET-0000000219,2025-11-05 20:14:00.424718,CELL-00061,45.18,53.32,0.183,95.02,98.88,95.6,99.12,742,22.35,1.383,94.25,99.871
MET-0000000220,2025-11-05 20:19:00.424718,CELL-00090,53.84,36.64,1.615,98.77,95.81,93.16,97.71,428,20.94,0.263,92.05,99.134
MET-0000000221,2025-11-05 20:24:00.424718,CELL-00048,93.14,18.71,0.391,98.83,99.38,94.5,98.42,755,42.75,0.682,66.24,99.087
MET-0000000222,2025-11-05 20:29:00.424718,CELL-00135,41.07,21.4,2.043,99.24,94.74,98.24,96.82,491,37.38,1.567,87.68,99.484
MET-0000000223,2025-11-05 20:34:00.424718,CELL-00011,65.67,50.05,2.829,95.23,95.59,95.93,95.82,695,22.75,0.285,85.52,99.357
MET-0000000224,2025-11-05 20:39:00.424718,CELL-00048,29.29,73.75,1.576,99.87,97.17,94.38,97.46,318,8.27,0.104,90.5,99.004
MET-0000000225,2025-11-05 20:44:00.424718,CELL-00059,76.78,54.52,2.654,97.73,98.45,95.84,98.16,592,44.87,1.827,85.42,99.124
MET-0000000226,2025-11-05 20:49:00.424718,CELL-00145,52.77,58.29,1.924,97.32,95.98,97.86,98.75,597,29.9,1.92,96.28,99.67
MET-0000000227,2025-11-05 20:54:00.424718,CELL-00098,60.56,77.88,0.807,99.86,98.13,94.51,99.22,102,35.47,0.638,68.45,99.341
MET-0000000228,2025-11-05 20:59:00.424718,CELL-00032,71.68,76.3,1.007,96.06,97.35,94.08,97.95,647,5.26,1.299,95.34,99.017
MET-0000000229,2025-11-05 21:04:00.424718,CELL-00060,60.9,61.64,2.96,99.58,97.21,95.06,96.64,537,48.67,0.438,62.21,99.24
MET-0000000230,2025-11-05 21:09:00.424718,CELL-00008,54.21,46.17,1.019,99.64,98.79,98.55,99.28,137,8.7,1.25,87.87,99.844
MET-0000000231,2025-11-05 21:14:00.424718,CELL-00005,93.05,22.44,2.456,96.17,96.61,98.21,97.21,96,46.35,1.415,79.26,99.73
MET-0000000232,2025-11-05 21:19:00.424718,CELL-00139,91.34,21.28,0.389,98.66,94.97,94.2,98.28,617,24.95,1.898,85.77,99.048
MET-0000000233,2025-11-05 21:24:00.424718,CELL-00095,35.87,65.15,0.726,99.75,95.61,94.9,97.4,343,31.33,0.971,83.67,99.426
MET-0000000234,2025-11-05 21:29:00.424718,CELL-00040,83.78,27.58,3.228,96.48,98.54,92.79,96.96,555,18.82,0.91,97.94,99.54
MET-0000000235,2025-11-05 21:34:00.424718,CELL-00080,54.85,56.92,1.66,96.92,99.15,96.2,96.78,762,20.21,0.939,70.31,99.966
MET-0000000236,2025-11-05 21:39:00.424718,CELL-00120,43.91,65.33,1.427,96.44,95.62,94.06,96.31,88,42.89,0.198,78.06,99.971
MET-0000000237,2025-11-05 21:44:00.424718,CELL-00002,76.25,58.36,2.985,98.25,97.17,98.24,97.23,645,30.44,0.908,68.91,99.038
MET-0000000238,2025-11-05 21:49:00.424718,CELL-00074,29.02,32.08,3.096,96.57,95.98,97.48,96.55,338,28.41,0.534,64.87,99.554
MET-0000000239,2025-11-05 21:54:00.424718,CELL-00086,47.21,43.48,2.287,96.66,98.05,93.62,99.55,487,21.17,1.039,70.57,99.732
MET-0000000240,2025-11-05 21:59:00.424718,CELL-00060,88.53,18.73,2.834,96.53,95.75,95.31,98.89,325,26.71,0.834,82.0,99.692
MET-0000000241,2025-11-05 22:04:00.424718,CELL-00038,59.75,64.94,3.003,98.53,97.93,92.98,99.35,366,25.52,1.351,63.18,99.902
MET-0000000242,2025-11-05 22:09:00.424718,CELL-00015,88.19,45.12,0.116,98.21,98.63,98.39,99.5,373,41.76,1.855,97.68,99.327
MET-0000000243,2025-11-05 22:14:00.424718,CELL-00070,66.15,16.09,2.236,96.97,95.1,95.56,97.66,625,41.64,1.163,90.07,99.601
MET-0000000244,2025-11-05 22:19:00.424718,CELL-00120,88.72,71.67,0.545,95.74,96.11,98.05,99.54,770,32.19,1.524,67.59,99.285
MET-0000000245,2025-11-05 22:24:00.424718,CELL-00084,21.58,51.78,3.282,96.43,97.86,95.57,97.16,281,22.18,0.384,88.94,99.901
MET-0000000246,2025-11-05 22:29:00.424718,CELL-00028,49.09,44.05,2.243,98.24,98.3,98.23,95.58,254,13.12,0.657,74.61,99.92
MET-0000000247,2025-11-05 22:34:00.424718,CELL-00060,39.17,56.75,2.726,96.62,98.32,96.06,95.83,486,46.48,1.673,95.77,99.966
MET-0000000248,2025-11-05 22:39:00.424718,CELL-00089,84.9,79.77,0.969,99.43,99.21,96.07,97.52,195,21.17,1.717,60.63,99.493
MET-0000000249,2025-11-05 22:44:00.424718,CELL-00054,63.96,33.39,0.498,96.95,98.35,94.14,95.96,731,49.1,0.345,95.35,99.464
MET-0000000250,2025-11-05 22:49:00.424718,CELL-00106,50.29,46.24,2.476,96.53,98.0,93.47,97.7,193,9.84,1.302,86.45,99.03
MET-0000000251,2025-11-05 22:54:00.424718,CELL-00054,29.85,47.2,0.951,95.82,98.37,96.31,97.3,732,22.88,0.671,61.22,99.657
MET-0000000252,2025-11-05 22:59:00.424718,CELL-00090,33.13,45.32,1.176,97.28,96.43,95.49,99.62,479,30.55,1.353,95.79,99.394
MET-0000000253,2025-11-05 23:04:00.424718,CELL-00077,30.52,48.88,3.001,95.55,95.46,97.78,99.73,391,33.21,1.513,61.78,99.339
MET-0000000254,2025-11-05 23:09:00.424718,CELL-00047,65.26,45.42,0.284,99.6,98.81,97.58,95.31,255,44.13,0.584,67.71,99.166
MET-0000000255,2025-11-05 23:14:00.424718,CELL-00147,72.83,56.82,1.462,95.99,94.38,92.8,99.23,511,21.16,0.953,87.58,99.944
MET-0000000256,2025-11-05 23:19:00.424718,CELL-00150,21.26,17.25,2.818,99.19,97.44,95.19,97.47,729,20.57,0.566,85.7,99.585
MET-0000000257,2025-11-05 23:24:00.424718,CELL-00050,53.2,42.31,0.842,98.79,96.08,98.06,98.63,369,5.46,0.854,89.09,99.503
MET-0000000258,2025-11-05 23:29:00.424718,CELL-00123,67.65,47.76,1.326,97.1,97.75,94.62,99.46,380,34.17,1.984,96.4,99.765
MET-0000000259,2025-11-05 23:34:00.424718,CELL-00021,94.03,61.27,2.599,97.55,94.34,96.15,96.77,346,43.38,1.886,71.21,99.073
MET-0000000260,2025-11-05 23:39:00.424718,CELL-00086,39.54,65.6,2.498,95.92,96.44,96.15,96.3,318,5.89,1.416,87.16,99.463
MET-0000000261,2025-11-05 23:44:00.424718,CELL-00118,90.43,38.43,3.403,97.79,96.28,97.55,96.15,209,5.12,0.906,73.58,99.442
MET-0000000262,2025-11-05 23:49:00.424718,CELL-00033,67.41,63.38,2.53,95.9,96.22,97.62,97.0,245,31.44,1.014,62.77,99.39
MET-0000000263,2025-11-05 23:54:00.424718,CELL-00099,24.27,69.44,2.619,95.69,97.27,92.66,95.46,592,28.28,0.423,81.91,99.89
MET-0000000264,2025-11-05 23:59:00.424718,CELL-00128,91.83,16.94,1.226,97.11,94.07,94.13,97.63,596,19.23,1.118,93.53,99.892
MET-0000000265,2025-11-06 00:04:00.424718,CELL-00084,68.28,38.76,0.585,99.35,95.51,98.73,97.3,65,21.05,0.039,63.27,99.556
MET-0000000266,2025-11-06 00:09:00.424718,CELL-00146,76.57,22.22,0.588,95.43,97.39,95.65,99.53,720,47.84,1.263,71.11,99.276
MET-0000000267,2025-11-06 00:14:00.424718,CELL-00128,90.02,24.83,0.683,95.96,98.9,98.34,96.24,103,15.17,1.725,89.99,99.221
MET-0000000268,2025-11-06 00:19:00.424718,CELL-00039,94.12,79.77,0.137,98.21,99.22,96.76,99.0,621,34.59,0.194,95.31,99.862
MET-0000000269,2025-11-06 00:24:00.424718,CELL-00126,25.18,27.16,2.792,96.5,98.06,96.3,97.7,162,39.69,1.858,94.09,99.898
MET-0000000270,2025-11-06 00:29:00.424718,CELL-00116,43.29,33.34,2.254,96.91,96.43,97.18,97.16,132,25.09,1.524,62.44,99.135
MET-0000000271,2025-11-06 00:34:00.424718,CELL-00003,77.36,69.28,2.922,99.47,97.24,96.46,95.97,467,16.34,1.264,74.32,99.828
MET-0000000272,2025-11-06 00:39:00.424718,CELL-00107,37.66,19.44,3.456,97.58,96.38,98.51,97.38,610,23.39,0.69,84.0,99.255
MET-0000000273,2025-11-06 00:44:00.424718,CELL-00016,66.96,65.13,0.371,95.45,95.21,92.72,96.59,160,39.56,0.45,64.21,99.13
MET-0000000274,2025-11-06 00:49:00.424718,CELL-00058,47.24,53.49,1.38,98.42,99.03,94.68,98.69,336,29.17,1.437,75.25,99.992
MET-0000000275,2025-11-06 00:54:00.424718,CELL-00094,78.87,70.13,1.079,98.98,97.59,96.61,96.72,147,41.03,0.003,97.92,99.598
MET-0000000276,2025-11-06 00:59:00.424718,CELL-00081,94.88,76.16,3.111,97.45,94.02,93.74,98.0,522,27.46,1.949,69.04,99.152
MET-0000000277,2025-11-06 01:04:00.424718,CELL-00057,85.96,29.33,1.215,98.64,96.32,98.13,98.76,691,42.03,1.82,93.8,99.733
MET-0000000278,2025-11-06 01:09:00.424718,CELL-00077,28.49,78.39,0.274,99.09,97.51,97.6,95.73,558,25.0,0.792,79.36,99.392
MET-0000000279,2025-11-06 01:14:00.424718,CELL-00028,78.6,58.15,2.071,99.22,94.4,95.43,98.18,408,13.1,0.237,96.59,99.57
MET-0000000280,2025-11-06 01:19:00.424718,CELL-00113,85.19,63.05,1.908,95.48,94.01,98.48,95.27,519,17.78,0.233,81.65,99.268
MET-0000000281,2025-11-06 01:24:00.424718,CELL-00033,41.64,59.96,2.271,97.39,94.1,92.17,97.66,318,6.15,0.481,68.72,99.796
MET-0000000282,2025-11-06 01:29:00.424718,CELL-00025,28.01,64.89,0.745,99.84,95.78,97.85,95.02,648,18.1,0.948,81.11,99.843
MET-0000000283,2025-11-06 01:34:00.424718,CELL-00006,34.53,77.15,1.118,97.86,95.9,98.83,95.2,367,9.67,0.883,71.16,99.962
MET-0000000284,2025-11-06 01:39:00.424718,CELL-00044,36.57,78.36,1.614,99.44,97.35,94.86,99.72,179,8.54,1.073,84.8,99.267
MET-0000000285,2025-11-06 01:44:00.424718,CELL-00149,77.34,55.95,2.936,97.46,97.83,94.71,95.76,386,36.36,0.808,75.39,99.551
MET-0000000286,2025-11-06 01:49:00.424718,CELL-00053,74.89,52.37,3.181,99.19,98.84,97.98,95.26,251,8.27,1.274,85.07,99.763
MET-0000000287,2025-11-06 01:54:00.424718,CELL-00026,45.12,24.27,1.279,97.64,94.51,97.55,98.95,169,13.9,1.745,97.69,99.247
MET-0000000288,2025-11-06 01:59:00.424718,CELL-00149,77.61,21.13,2.206,96.34,98.97,95.12,98.3,103,5.96,0.778,76.9,99.709
MET-0000000289,2025-11-06 02:04:00.424718,CELL-00117,91.55,77.11,0.459,95.26,99.4,96.48,96.55,482,21.66,1.308,81.51,99.412
MET-0000000290,2025-11-06 02:09:00.424718,CELL-00147,59.23,59.22,2.268,99.29,97.85,98.06,97.54,738,34.53,0.117,79.27,99.818
MET-0000000291,2025-11-06 02:14:00.424718,CELL-00064,87.03,31.09,0.22,98.53,95.0,95.56,96.39,725,27.65,0.492,62.5,99.793
MET-0000000292,2025-11-06 02:19:00.424718,CELL-00102,36.08,34.92,0.46,99.75,96.55,93.05,96.83,373,47.95,0.757,86.17,99.045
MET-0000000293,2025-11-06 02:24:00.424718,CELL-00064,52.88,31.75,2.32,96.06,96.32,96.13,96.52,528,40.58,0.694,65.2,99.616
MET-0000000294,2025-11-06 02:29:00.424718,CELL-00125,80.71,49.09,2.689,98.1,99.26,96.63,95.96,334,34.65,1.624,61.03,99.41
MET-0000000295,2025-11-06 02:34:00.424718,CELL-00011,65.69,58.67,1.293,98.76,97.58,97.59,96.09,230,6.52,1.141,84.48,99.352
MET-0000000296,2025-11-06 02:39:00.424718,CELL-00035,46.76,27.5,0.269,98.77,97.79,93.78,95.38,53,44.97,0.206,84.01,99.721
MET-0000000297,2025-11-06 02:44:00.424718,CELL-00143,33.76,66.42,1.552,95.54,98.21,95.37,98.91,292,22.93,1.929,97.65,99.484
MET-0000000298,2025-11-06 02:49:00.424718,CELL-00076,31.2,34.82,0.779,96.09,97.51,95.52,95.54,104,17.86,0.605,80.35,99.599
MET-0000000299,2025-11-06 02:54:00.424718,CELL-00042,70.09,29.02,1.863,96.76,97.56,96.98,98.02,180,20.48,0.593,60.67,99.21
MET-0000000300,2025-11-06 02:59:00.424718,CELL-00005,80.24,79.04,0.641,97.19,96.56,98.65,98.91,619,29.77,1.036,63.62,99.909
MET-0000000301,2025-11-06 03:04:00.424718,CELL-00078,46.84,58.43,2.393,96.13,98.64,97.18,97.22,284,26.6,0.867,78.59,99.97
MET-0000000302,2025-11-06 03:09:00.424718,CELL-00032,60.27,55.59,0.329,98.44,94.49,95.31,95.0,383,30.01,0.899,81.6,99.243
MET-0000000303,2025-11-06 03:14:00.424718,CELL-00056,59.52,73.71,0.708,99.45,99.27,95.69,95.21,411,35.57,0.621,70.65,99.65
MET-0000000304,2025-11-06 03:19:00.424718,CELL-00149,31.17,25.2,2.422,96.29,95.48,97.9,99.11,654,41.42,0.402,92.26,99.033
MET-0000000305,2025-11-06 03:24:00.424718,CELL-00101,38.27,22.3,3.32,98.43,94.71,95.36,96.76,141,35.62,0.204,73.97,99.666
MET-0000000306,2025-11-06 03:29:00.424718,CELL-00074,81.23,58.51,2.351,99.25,96.01,98.81,98.26,153,30.84,0.162,64.23,99.667
MET-0000000307,2025-11-06 03:34:00.424718,CELL-00119,31.62,40.35,1.262,99.02,95.48,98.25,96.53,374,20.94,1.12,83.21,99.792
MET-0000000308,2025-11-06 03:39:00.424718,CELL-00052,53.63,59.41,2.855,98.87,97.84,96.01,95.14,768,35.32,0.071,94.54,99.886
MET-0000000309,2025-11-06 03:44:00.424718,CELL-00071,29.72,32.85,1.809,98.91,99.2,97.19,95.86,628,10.41,0.115,72.85,99.765
MET-0000000310,2025-11-06 03:49:00.424718,CELL-00091,84.09,57.27,1.762,97.96,95.67,97.52,96.09,112,12.07,1.725,83.83,99.393
MET-0000000311,2025-11-06 03:54:00.424718,CELL-00015,51.95,58.27,1.766,99.13,94.81,93.49,99.7,147,31.28,1.172,69.78,99.675
MET-0000000312,2025-11-06 03:59:00.424718,CELL-00040,24.77,39.53,1.157,96.53,94.68,94.64,98.64,702,39.01,0.606,74.33,99.462
MET-0000000313,2025-11-06 04:04:00.424718,CELL-00146,89.42,58.9,3.298,96.21,94.72,92.67,96.65,271,36.43,1.492,73.9,99.82
MET-0000000314,2025-11-06 04:09:00.424718,CELL-00105,32.05,19.27,2.67,97.16,94.4,97.66,99.38,398,14.55,0.777,87.76,99.734
MET-0000000315,2025-11-06 04:14:00.424718,CELL-00140,20.37,70.67,2.173,99.01,95.73,98.9,96.75,713,47.93,0.592,72.48,99.644
MET-0000000316,2025-11-06 04:19:00.424718,CELL-00068,67.92,51.9,1.61,98.03,97.3,92.59,97.84,190,7.56,1.398,95.69,99.453
MET-0000000317,2025-11-06 04:24:00.424718,CELL-00138,94.16,75.85,1.519,96.96,97.91,94.24,95.46,684,30.72,1.082,82.91,99.428
MET-0000000318,2025-11-06 04:29:00.424718,CELL-00131,82.72,63.11,0.617,97.42,95.61,95.99,99.55,499,21.22,0.01,72.17,99.992
MET-0000000319,2025-11-06 04:34:00.424718,CELL-00114,76.21,73.59,0.138,97.22,95.35,98.47,96.33,81,37.34,1.303,70.78,99.817
MET-0000000320,2025-11-06 04:39:00.424718,CELL-00142,34.6,20.35,2.144,97.41,98.39,94.84,97.96,592,7.83,1.734,95.47,99.356
MET-0000000321,2025-11-06 04:44:00.424718,CELL-00150,44.09,42.74,1.756,99.5,95.36,94.21,99.63,562,14.63,1.532,70.68,99.594
MET-0000000322,2025-11-06 04:49:00.424718,CELL-00038,54.51,47.9,2.512,95.65,97.89,94.81,97.93,498,18.42,1.346,70.9,99.005
MET-0000000323,2025-11-06 04:54:00.424718,CELL-00081,57.76,24.92,2.868,99.37,96.76,95.77,97.57,597,42.62,1.064,79.39,99.415
MET-0000000324,2025-11-06 04:59:00.424718,CELL-00142,33.15,19.15,1.362,99.83,97.14,92.67,99.19,366,21.49,1.201,72.25,99.89
MET-0000000325,2025-11-06 05:04:00.424718,CELL-00002,56.63,21.81,1.824,99.39,95.0,97.17,96.6,198,46.1,1.016,70.36,99.11
MET-0000000326,2025-11-06 05:09:00.424718,CELL-00087,53.85,57.58,3.254,95.97,96.23,98.29,98.46,637,40.8,0.309,90.22,99.502
MET-0000000327,2025-11-06 05:14:00.424718,CELL-00102,92.05,17.46,1.847,95.11,97.28,92.03,96.69,161,36.81,0.875,92.02,99.842
MET-0000000328,2025-11-06 05:19:00.424718,CELL-00081,36.04,22.1,2.774,97.47,97.81,93.1,96.75,361,43.35,1.133,83.87,99.448
MET-0000000329,2025-11-06 05:24:00.424718,CELL-00105,66.33,35.65,1.417,99.23,98.98,98.62,97.8,114,16.98,0.231,71.0,99.21
MET-0000000330,2025-11-06 05:29:00.424718,CELL-00141,20.1,74.31,2.067,98.32,98.84,93.33,97.84,101,20.43,1.339,85.55,99.145
MET-0000000331,2025-11-06 05:34:00.424718,CELL-00031,36.87,77.03,0.73,96.05,97.39,94.87,95.71,125,16.24,1.587,77.15,99.516
MET-0000000332,2025-11-06 05:39:00.424718,CELL-00001,67.87,65.11,0.514,97.11,98.81,92.17,97.36,162,38.08,1.757,68.77,99.029
MET-0000000333,2025-11-06 05:44:00.424718,CELL-00077,76.54,68.72,1.639,99.04,95.7,97.25,97.75,241,38.47,0.44,69.73,99.977
MET-0000000334,2025-11-06 05:49:00.424718,CELL-00101,53.66,56.04,2.988,95.81,97.86,96.36,99.46,402,27.11,0.948,96.4,99.022
MET-0000000335,2025-11-06 05:54:00.424718,CELL-00087,50.16,69.86,1.129,98.27,96.39,97.56,95.11,540,15.56,1.538,92.12,99.349
MET-0000000336,2025-11-06 05:59:00.424718,CELL-00063,34.03,31.01,1.091,96.19,96.25,93.14,96.49,141,22.41,0.827,88.01,99.535
MET-0000000337,2025-11-06 06:04:00.424718,CELL-00141,38.2,32.22,0.143,97.61,94.98,97.26,98.04,324,21.91,0.18,94.02,99.053
MET-0000000338,2025-11-06 06:09:00.424718,CELL-00068,69.33,78.5,3.358,95.38,98.04,96.86,98.72,630,46.48,0.507,94.24,99.741
MET-0000000339,2025-11-06 06:14:00.424718,CELL-00114,94.0,23.29,2.635,99.77,97.69,93.11,95.62,493,19.39,1.513,70.11,99.745
MET-0000000340,2025-11-06 06:19:00.424718,CELL-00080,57.18,64.66,2.082,99.64,95.91,92.98,97.59,622,6.26,1.141,76.15,99.541
MET-0000000341,2025-11-06 06:24:00.424718,CELL-00104,45.97,37.85,0.403,96.63,94.62,96.92,96.46,190,19.53,1.063,95.8,99.34
MET-0000000342,2025-11-06 06:29:00.424718,CELL-00009,79.63,49.39,2.986,96.68,94.6,93.19,97.01,511,45.92,0.549,85.35,99.46
MET-0000000343,2025-11-06 06:34:00.424718,CELL-00027,30.6,57.62,0.429,96.36,99.17,97.68,97.49,441,49.43,1.937,71.32,99.101
MET-0000000344,2025-11-06 06:39:00.424718,CELL-00125,75.9,72.46,1.0,95.75,98.73,98.69,95.13,665,28.35,1.579,65.17,99.748
MET-0000000345,2025-11-06 06:44:00.424718,CELL-00024,63.42,32.52,2.391,99.18,95.08,96.26,96.24,279,49.28,0.392,97.64,99.571
MET-0000000346,2025-11-06 06:49:00.424718,CELL-00051,42.4,73.89,0.278,96.57,98.83,96.21,96.04,668,49.76,1.67,72.24,99.085
MET-0000000347,2025-11-06 06:54:00.424718,CELL-00023,56.79,59.12,1.97,99.24,95.48,93.32,95.69,54,17.43,1.359,84.17,99.931
MET-0000000348,2025-11-06 06:59:00.424718,CELL-00019,85.33,29.51,3.461,98.6,94.61,97.39,98.87,262,32.89,0.08,91.11,99.867
MET-0000000349,2025-11-06 07:04:00.424718,CELL-00119,64.12,73.81,3.489,98.73,98.56,96.51,99.61,86,49.29,1.321,91.46,99.231
MET-0000000350,2025-11-06 07:09:00.424718,CELL-00041,54.48,15.4,2.582,95.94,94.82,94.89,95.99,53,13.31,0.838,91.51,99.133
MET-0000000351,2025-11-06 07:14:00.424718,CELL-00150,55.89,43.61,1.927,98.84,98.78,95.43,95.65,148,32.21,1.602,95.33,99.483
MET-0000000352,2025-11-06 07:19:00.424718,CELL-00041,88.22,18.6,1.917,96.25,96.89,95.29,97.14,371,9.63,1.659,67.75,99.244
MET-0000000353,2025-11-06 07:24:00.424718,CELL-00069,53.53,39.23,2.292,99.8,98.28,96.79,98.31,502,16.08,0.776,71.49,99.836
MET-0000000354,2025-11-06 07:29:00.424718,CELL-00064,43.25,22.75,2.835,96.94,94.06,96.13,96.5,738,25.42,0.065,81.3,99.336
MET-0000000355,2025-11-06 07:34:00.424718,CELL-00065,57.38,37.94,0.973,99.8,96.57,93.56,95.04,778,46.96,0.64,79.71,99.144
MET-0000000356,2025-11-06 07:39:00.424718,CELL-00133,65.26,55.38,3.1,99.12,98.23,95.7,95.22,476,34.08,1.649,76.51,99.659
