event_id,@timestamp,network.cell.id,network.procedure.type,network.procedure.result_code,network.procedure.success,network.procedure.duration_ms,subscriber.imsi,network.radio.rsrp_dbm,network.radio.rsrq_db,network.radio.sinr_db,network.handover.source_cell,network.handover.target_cell,network.handover.success,network.rrc.connection_result,network.vendor.name,network.technology,network.region.id,event.description
EVT-0000000085,2025-11-11 00:21:30.370058,CELL-00095,RRC_CONNECTION,SUCCESS,True,384.5,310260225346346,-78.0,-13.2,0.4,None,None,True,SUCCESS,Samsung,LTE-A,REGION-14,"Signaling event: RRC_CONNECTION SUCCESS at CELL-00095, 384.5ms, radio quality RSRP=-78.0 SINR=0.4"
EVT-0000000086,2025-11-11 00:22:00.370058,CELL-00106,RRC_CONNECTION,SUCCESS,True,245.0,310260954586868,-94.9,-15.8,22.4,None,None,None,ESTABLISHED,Samsung,5G NR,REGION-14,"RRC_CONNECTION procedure on cell CELL-00106, result SUCCESS, duration 245.0ms, RSRP -94.9dBm"
EVT-0000000087,2025-11-11 00:22:30.370058,CELL-00069,BEARER_MODIFY,SUCCESS,True,307.5,310260322897147,-95.4,-19.1,12.4,None,CELL-00029,None,ESTABLISHED,Ericsson,LTE-A,REGION-04,"Signaling event: BEARER_MODIFY SUCCESS at CELL-00069, 307.5ms, radio quality RSRP=-95.4 SINR=12.4"
EVT-0000000088,2025-11-11 00:23:00.370058,CELL-00144,BEARER_SETUP,SUCCESS,True,217.3,310260412970082,-111.8,-18.0,12.8,None,None,None,ESTABLISHED,Samsung,5G NR,REGION-02,"BEARER_SETUP procedure on cell CELL-00144, result SUCCESS, duration 217.3ms, RSRP -111.8dBm"
EVT-0000000089,2025-11-11 00:23:30.370058,CELL-00115,BEARER_SETUP,SUCCESS,True,501.8,310260142761950,-100.1,-6.4,6.9,CELL-00126,None,None,REJECTED,Samsung,LTE,REGION-01,"Signaling event: BEARER_SETUP SUCCESS at CELL-00115, 501.8ms, radio quality RSRP=-100.1 SINR=6.9"
EVT-0000000090,2025-11-11 00:24:00.370058,CELL-00071,ATTACH,SUCCESS,False,521.5,310260142761950,-112.9,-12.5,-3.8,None,CELL-00029,False,ESTABLISHED,Ericsson,5G NR,REGION-05,"Signaling event: ATTACH SUCCESS at CELL-00071, 521.5ms, radio quality RSRP=-112.9 SINR=-3.8"
EVT-0000000091,2025-11-11 00:24:30.370058,CELL-00023,DETACH,SUCCESS,True,239.7,310260567612753,-113.2,-18.4,15.7,None,CELL-00090,None,ESTABLISHED,Nokia,LTE-A,REGION-08,"DETACH SUCCESS on LTE-A cell CELL-00023, took 239.7ms, signal strength -113.2dBm"
EVT-0000000092,2025-11-11 00:25:00.370058,CELL-00029,BEARER_MODIFY,SUCCESS,True,251.6,310260322897147,-103.9,-10.6,6.0,None,None,None,SUCCESS,Samsung,LTE-A,REGION-02,"BEARER_MODIFY procedure on cell CELL-00029, result SUCCESS, duration 251.6ms, RSRP -103.9dBm"
EVT-0000000093,2025-11-11 00:25:30.370058,CELL-00073,DETACH,SUCCESS,True,406.6,310260198686004,-88.4,-16.3,24.1,CELL-00133,None,None,ESTABLISHED,Samsung,5G NR,REGION-02,"DETACH SUCCESS on 5G NR cell CELL-00073, took 406.6ms, signal strength -88.4dBm"
EVT-0000000094,2025-11-11 00:26:00.370058,CELL-00105,PAGING_RESPONSE,RADIO_FAILURE,True,336.0,310260501500973,-103.6,-15.7,5.7,None,None,True,ESTABLISHED,Nokia,5G NR,REGION-15,"Signaling event: PAGING_RESPONSE RADIO_FAILURE at CELL-00105, 336.0ms, radio quality RSRP=-103.6 SINR=5.7"
EVT-0000000095,2025-11-11 00:26:30.370058,CELL-00074,BEARER_MODIFY,SUCCESS,True,315.3,310260303269953,-108.4,-15.9,9.7,None,None,True,ESTABLISHED,Samsung,5G NR,REGION-10,"Signaling event: BEARER_MODIFY SUCCESS at CELL-00074, 315.3ms, radio quality RSRP=-108.4 SINR=9.7"
EVT-0000000096,2025-11-11 00:27:00.370058,CELL-00045,TAU,SUCCESS,True,367.6,310260382325683,-96.6,-12.7,16.4,None,None,None,REJECTED,Ericsson,LTE-A,REGION-06,"Signaling event: TAU SUCCESS at CELL-00045, 367.6ms, radio quality RSRP=-96.6 SINR=16.4"
EVT-0000000097,2025-11-11 00:27:30.370058,CELL-00047,RRC_CONNECTION,SUCCESS,False,367.0,310260594461156,-76.9,-8.6,8.0,None,None,None,ESTABLISHED,Samsung,LTE-A,REGION-01,"RRC_CONNECTION procedure on cell CELL-00047, result SUCCESS, duration 367.0ms, RSRP -76.9dBm"
EVT-0000000098,2025-11-11 00:28:00.370058,CELL-00056,SERVICE_REQUEST,FAILURE,True,275.5,310260826347411,-107.2,-11.6,15.3,None,None,None,ESTABLISHED,Nokia,5G NR,REGION-04,"SERVICE_REQUEST procedure on cell CELL-00056, result FAILURE, duration 275.5ms, RSRP -107.2dBm"
EVT-0000000099,2025-11-11 00:28:30.370058,CELL-00042,TAU,SUCCESS,True,404.9,310260804701283,-87.0,-18.0,-1.1,None,None,False,REJECTED,Samsung,LTE,REGION-13,"Signaling event: TAU SUCCESS at CELL-00042, 404.9ms, radio quality RSRP=-87.0 SINR=-1.1"
EVT-0000000100,2025-11-11 00:29:00.370058,CELL-00082,ATTACH,SUCCESS,True,322.7,310260943164557,-83.6,-10.6,21.7,None,None,True,SUCCESS,Samsung,LTE,REGION-01,"ATTACH procedure on cell CELL-00082, result SUCCESS, duration 322.7ms, RSRP -83.6dBm"
EVT-0000000101,2025-11-11 00:29:30.370058,CELL-00022,BEARER_MODIFY,SUCCESS,True,1248.6,310260349295683,-76.4,-7.0,6.9,None,None,False,REJECTED,Samsung,LTE,REGION-07,"Signaling event: BEARER_MODIFY SUCCESS at CELL-00022, 1248.6ms, radio quality RSRP=-76.4 SINR=6.9"
EVT-0000000102,2025-11-11 00:30:00.370058,CELL-00096,PAGING_RESPONSE,SUCCESS,True,521.2,310260941687196,-88.6,-10.1,-4.7,CELL-00077,CELL-00045,True,ESTABLISHED,Samsung,LTE,REGION-04,"PAGING_RESPONSE procedure on cell CELL-00096, result SUCCESS, duration 521.2ms, RSRP -88.6dBm"
EVT-0000000103,2025-11-11 00:30:30.370058,CELL-00073,RRC_CONNECTION,SUCCESS,True,427.2,310260339580314,-107.5,-15.7,-4.3,CELL-00094,CELL-00022,None,SUCCESS,Samsung,LTE,REGION-05,"RRC_CONNECTION SUCCESS on LTE cell CELL-00073, took 427.2ms, signal strength -107.5dBm"
EVT-0000000104,2025-11-11 00:31:00.370058,CELL-00018,BEARER_MODIFY,SUCCESS,True,252.9,310260647140772,-95.0,-9.3,23.1,None,None,True,ESTABLISHED,Ericsson,LTE,REGION-09,"Signaling event: BEARER_MODIFY SUCCESS at CELL-00018, 252.9ms, radio quality RSRP=-95.0 SINR=23.1"
EVT-0000000105,2025-11-11 00:31:30.370058,CELL-00022,BEARER_SETUP,FAILURE,True,564.2,310260774242938,-78.8,-15.3,12.2,CELL-00017,CELL-00103,None,SUCCESS,Nokia,LTE,REGION-13,"BEARER_SETUP procedure on cell CELL-00022, result FAILURE, duration 564.2ms, RSRP -78.8dBm"
EVT-0000000106,2025-11-11 00:32:00.370058,CELL-00056,PAGING_RESPONSE,TIMEOUT,True,193.3,310260948582593,-80.5,-10.0,24.7,None,None,None,ESTABLISHED,Nokia,LTE-A,REGION-15,"PAGING_RESPONSE TIMEOUT on LTE-A cell CELL-00056, took 193.3ms, signal strength -80.5dBm"
EVT-0000000107,2025-11-11 00:32:30.370058,CELL-00123,PAGING_RESPONSE,SUCCESS,True,849.1,310260185515281,-79.7,-9.8,24.5,None,CELL-00017,None,ESTABLISHED,Nokia,5G NR,REGION-10,"Signaling event: PAGING_RESPONSE SUCCESS at CELL-00123, 849.1ms, radio quality RSRP=-79.7 SINR=24.5"
EVT-0000000108,2025-11-11 00:33:00.370058,CELL-00097,DETACH,SUCCESS,True,230.4,310260572904604,-71.6,-16.1,-2.7,None,None,None,ESTABLISHED,Nokia,LTE-A,REGION-04,"DETACH procedure on cell CELL-00097, result SUCCESS, duration 230.4ms, RSRP -71.6dBm"
EVT-0000000109,2025-11-11 00:33:30.370058,CELL-00023,DETACH,SUCCESS,True,834.3,310260919259385,-75.1,-6.7,2.4,CELL-00118,None,None,ESTABLISHED,Ericsson,LTE-A,REGION-15,"DETACH procedure on cell CELL-00023, result SUCCESS, duration 834.3ms, RSRP -75.1dBm"
EVT-0000000110,2025-11-11 00:34:00.370058,CELL-00135,DETACH,SUCCESS,True,182.5,310260379091918,-97.4,-18.5,0.9,CELL-00029,None,None,ESTABLISHED,Ericsson,LTE-A,REGION-05,"DETACH SUCCESS on LTE-A cell CELL-00135, took 182.5ms, signal strength -97.4dBm"
EVT-0000000111,2025-11-11 00:34:30.370058,CELL-00119,HANDOVER,SUCCESS,True,623.7,310260215966806,-118.8,-12.4,21.6,None,None,False,SUCCESS,Samsung,LTE-A,REGION-15,"HANDOVER procedure on cell CELL-00119, result SUCCESS, duration 623.7ms, RSRP -118.8dBm"
EVT-0000000112,2025-11-11 00:35:00.370058,CELL-00145,PAGING_RESPONSE,SUCCESS,True,455.1,310260482970048,-111.6,-10.5,17.4,None,None,False,ESTABLISHED,Nokia,LTE,REGION-04,"Signaling event: PAGING_RESPONSE SUCCESS at CELL-00145, 455.1ms, radio quality RSRP=-111.6 SINR=17.4"
EVT-0000000113,2025-11-11 00:35:30.370058,CELL-00125,SERVICE_REQUEST,RADIO_FAILURE,True,300.3,310260394081825,-118.6,-17.7,22.9,None,None,True,SUCCESS,Ericsson,5G NR,REGION-03,"Signaling event: SERVICE_REQUEST RADIO_FAILURE at CELL-00125, 300.3ms, radio quality RSRP=-118.6 SINR=22.9"
EVT-0000000114,2025-11-11 00:36:00.370058,CELL-00093,BEARER_SETUP,SUCCESS,True,597.8,310260718465917,-90.7,-7.4,5.1,None,None,None,ESTABLISHED,Samsung,5G NR,REGION-01,"Signaling event: BEARER_SETUP SUCCESS at CELL-00093, 597.8ms, radio quality RSRP=-90.7 SINR=5.1"
EVT-0000000115,2025-11-11 00:36:30.370058,CELL-00118,PAGING_RESPONSE,SUCCESS,True,370.8,310260142761950,-85.3,-9.9,12.2,CELL-00125,None,None,SUCCESS,Ericsson,LTE,REGION-09,"Signaling event: PAGING_RESPONSE SUCCESS at CELL-00118, 370.8ms, radio quality RSRP=-85.3 SINR=12.2"
EVT-0000000116,2025-11-11 00:37:00.370058,CELL-00069,PAGING_RESPONSE,SUCCESS,True,294.3,310260412970082,-78.2,-5.1,20.6,CELL-00073,None,None,ESTABLISHED,Ericsson,LTE,REGION-10,"Signaling event: PAGING_RESPONSE SUCCESS at CELL-00069, 294.3ms, radio quality RSRP=-78.2 SINR=20.6"
EVT-0000000117,2025-11-11 00:37:30.370058,CELL-00093,BEARER_MODIFY,SUCCESS,True,689.4,310260681567511,-103.7,-19.0,-4.0,CELL-00077,None,True,ESTABLISHED,Ericsson,LTE-A,REGION-04,"BEARER_MODIFY procedure on cell CELL-00093, result SUCCESS, duration 689.4ms, RSRP -103.7dBm"
EVT-0000000118,2025-11-11 00:38:00.370058,CELL-00072,ATTACH,SUCCESS,True,379.4,310260156973810,-119.1,-8.3,-0.9,CELL-00119,None,None,SUCCESS,Samsung,LTE,REGION-01,"Signaling event: ATTACH SUCCESS at CELL-00072, 379.4ms, radio quality RSRP=-119.1 SINR=-0.9"
EVT-0000000119,2025-11-11 00:38:30.370058,CELL-00119,BEARER_SETUP,SUCCESS,True,478.3,310260536560131,-119.2,-11.1,16.2,None,CELL-00121,None,ESTABLISHED,Nokia,5G NR,REGION-11,"BEARER_SETUP SUCCESS on 5G NR cell CELL-00119, took 478.3ms, signal strength -119.2dBm"
EVT-0000000120,2025-11-11 00:39:00.370058,CELL-00096,HANDOVER,SUCCESS,True,493.8,310260411260872,-112.5,-14.4,0.0,None,CELL-00042,None,ESTABLISHED,Samsung,5G NR,REGION-15,"HANDOVER SUCCESS on 5G NR cell CELL-00096, took 493.8ms, signal strength -112.5dBm"
EVT-0000000121,2025-11-11 00:39:30.370058,CELL-00073,TAU,SUCCESS,True,604.6,310260369908290,-93.6,-9.3,-3.5,CELL-00067,None,None,ESTABLISHED,Nokia,5G NR,REGION-04,"TAU procedure on cell CELL-00073, result SUCCESS, duration 604.6ms, RSRP -93.6dBm"
EVT-0000000122,2025-11-11 00:40:00.370058,CELL-00019,BEARER_MODIFY,SUCCESS,True,335.0,310260142761950,-113.0,-10.9,13.4,None,None,None,ESTABLISHED,Samsung,LTE,REGION-15,"Signaling event: BEARER_MODIFY SUCCESS at CELL-00019, 335.0ms, radio quality RSRP=-113.0 SINR=13.4"
EVT-0000000123,2025-11-11 00:40:30.370058,CELL-00031,BEARER_SETUP,SUCCESS,True,737.2,310260482970048,-80.7,-13.7,17.7,None,CELL-00132,None,ESTABLISHED,Ericsson,LTE-A,REGION-01,"BEARER_SETUP procedure on cell CELL-00031, result SUCCESS, duration 737.2ms, RSRP -80.7dBm"
EVT-0000000124,2025-11-11 00:41:00.370058,CELL-00057,SERVICE_REQUEST,REJECT,True,670.4,310260193511861,-75.4,-16.8,17.8,None,None,None,ESTABLISHED,Samsung,LTE-A,REGION-13,"SERVICE_REQUEST procedure on cell CELL-00057, result REJECT, duration 670.4ms, RSRP -75.4dBm"
EVT-0000000125,2025-11-11 00:41:30.370058,CELL-00021,RRC_CONNECTION,SUCCESS,False,491.1,310260712478383,-100.0,-19.5,11.6,CELL-00077,None,True,SUCCESS,Nokia,LTE-A,REGION-05,"RRC_CONNECTION procedure on cell CELL-00021, result SUCCESS, duration 491.1ms, RSRP -100.0dBm"
EVT-0000000126,2025-11-11 00:42:00.370058,CELL-00021,SERVICE_REQUEST,TIMEOUT,True,509.6,310260431477582,-120.0,-9.9,19.6,None,CELL-00033,False,ESTABLISHED,Samsung,LTE-A,REGION-11,"Signaling event: SERVICE_REQUEST TIMEOUT at CELL-00021, 509.6ms, radio quality RSRP=-120.0 SINR=19.6"
EVT-0000000127,2025-11-11 00:42:30.370058,CELL-00122,PAGING_RESPONSE,RADIO_FAILURE,True,418.1,310260962633577,-113.1,-16.7,21.4,CELL-00032,CELL-00025,False,SUCCESS,Nokia,LTE-A,REGION-08,"PAGING_RESPONSE RADIO_FAILURE on LTE-A cell CELL-00122, took 418.1ms, signal strength -113.1dBm"
EVT-0000000128,2025-11-11 00:43:00.370058,CELL-00049,BEARER_SETUP,SUCCESS,True,239.4,310260858842557,-72.6,-10.9,9.7,None,None,None,ESTABLISHED,Nokia,5G NR,REGION-07,"BEARER_SETUP SUCCESS on 5G NR cell CELL-00049, took 239.4ms, signal strength -72.6dBm"
EVT-0000000129,2025-11-11 00:43:30.370058,CELL-00147,DETACH,SUCCESS,True,409.3,310260215966806,-80.5,-17.0,24.7,CELL-00118,CELL-00113,None,ESTABLISHED,Nokia,LTE-A,REGION-15,"DETACH procedure on cell CELL-00147, result SUCCESS, duration 409.3ms, RSRP -80.5dBm"
EVT-0000000130,2025-11-11 00:44:00.370058,CELL-00019,BEARER_SETUP,SUCCESS,True,679.0,310260642401930,-102.7,-17.6,12.0,None,None,True,REJECTED,Samsung,LTE,REGION-01,"Signaling event: BEARER_SETUP SUCCESS at CELL-00019, 679.0ms, radio quality RSRP=-102.7 SINR=12.0"
EVT-0000000131,2025-11-11 00:44:30.370058,CELL-00007,PAGING_RESPONSE,SUCCESS,True,429.4,310260501500973,-72.0,-14.1,20.8,CELL-00119,None,None,ESTABLISHED,Nokia,5G NR,REGION-09,"PAGING_RESPONSE procedure on cell CELL-00007, result SUCCESS, duration 429.4ms, RSRP -72.0dBm"
EVT-0000000132,2025-11-11 00:45:00.370058,CELL-00008,TAU,SUCCESS,True,827.0,310260445645910,-89.7,-16.6,13.4,None,None,None,REJECTED,Ericsson,5G NR,REGION-04,"Signaling event: TAU SUCCESS at CELL-00008, 827.0ms, radio quality RSRP=-89.7 SINR=13.4"
EVT-0000000133,2025-11-11 00:45:30.370058,CELL-00094,BEARER_SETUP,SUCCESS,True,444.5,310260411281703,-103.6,-5.9,6.6,None,None,None,ESTABLISHED,Nokia,LTE,REGION-01,"BEARER_SETUP procedure on cell CELL-00094, result SUCCESS, duration 444.5ms, RSRP -103.6dBm"
EVT-0000000134,2025-11-11 00:46:00.370058,CELL-00003,BEARER_SETUP,RADIO_FAILURE,False,365.3,310260233277245,-87.1,-6.6,-3.1,None,None,False,ESTABLISHED,Ericsson,LTE,REGION-15,"BEARER_SETUP RADIO_FAILURE on LTE cell CELL-00003, took 365.3ms, signal strength -87.1dBm"
EVT-0000000135,2025-11-11 00:46:30.370058,CELL-00076,RRC_CONNECTION,FAILURE,True,564.7,310260706438048,-87.6,-10.7,15.2,CELL-00028,None,False,ESTABLISHED,Nokia,5G NR,REGION-09,"Signaling event: RRC_CONNECTION FAILURE at CELL-00076, 564.7ms, radio quality RSRP=-87.6 SINR=15.2"
EVT-0000000136,2025-11-11 00:47:00.370058,CELL-00024,ATTACH,TIMEOUT,True,215.1,310260562503395,-115.7,-12.6,20.4,None,CELL-00071,None,ESTABLISHED,Ericsson,5G NR,REGION-06,"ATTACH procedure on cell CELL-00024, result TIMEOUT, duration 215.1ms, RSRP -115.7dBm"
EVT-0000000137,2025-11-11 00:47:30.370058,CELL-00084,DETACH,SUCCESS,True,167.2,310260822466579,-116.1,-16.5,20.5,CELL-00023,None,False,ESTABLISHED,Ericsson,LTE,REGION-07,"DETACH procedure on cell CELL-00084, result SUCCESS, duration 167.2ms, RSRP -116.1dBm"
EVT-0000000138,2025-11-11 00:48:00.370058,CELL-00036,SERVICE_REQUEST,SUCCESS,True,300.3,310260402920316,-115.8,-8.8,7.2,None,None,None,ESTABLISHED,Samsung,LTE,REGION-04,"SERVICE_REQUEST SUCCESS on LTE cell CELL-00036, took 300.3ms, signal strength -115.8dBm"
EVT-0000000139,2025-11-11 00:48:30.370058,CELL-00146,BEARER_MODIFY,SUCCESS,True,206.1,310260166491727,-114.3,-15.5,11.8,None,CELL-00018,None,SUCCESS,Ericsson,5G NR,REGION-11,"Signaling event: BEARER_MODIFY SUCCESS at CELL-00146, 206.1ms, radio quality RSRP=-114.3 SINR=11.8"
EVT-0000000140,2025-11-11 00:49:00.370058,CELL-00063,BEARER_MODIFY,SUCCESS,False,470.4,310260541300271,-106.3,-19.5,21.7,CELL-00074,None,None,SUCCESS,Ericsson,5G NR,REGION-04,"BEARER_MODIFY SUCCESS on 5G NR cell CELL-00063, took 470.4ms, signal strength -106.3dBm"
EVT-0000000141,2025-11-11 00:49:30.370058,CELL-00113,RRC_CONNECTION,SUCCESS,True,641.8,310260998632570,-88.7,-16.4,23.1,CELL-00141,None,True,ESTABLISHED,Nokia,LTE,REGION-07,"Signaling event: RRC_CONNECTION SUCCESS at CELL-00113, 641.8ms, radio quality RSRP=-88.7 SINR=23.1"
EVT-0000000142,2025-11-11 00:50:00.370058,CELL-00130,SERVICE_REQUEST,SUCCESS,True,366.3,310260803049058,-73.6,-16.4,-0.6,None,CELL-00067,None,ESTABLISHED,Nokia,5G NR,REGION-12,"SERVICE_REQUEST procedure on cell CELL-00130, result SUCCESS, duration 366.3ms, RSRP -73.6dBm"
EVT-0000000143,2025-11-11 00:50:30.370058,CELL-00004,BEARER_MODIFY,SUCCESS,True,280.4,310260432607393,-102.0,-15.5,5.0,CELL-00021,CELL-00072,None,REJECTED,Nokia,5G NR,REGION-15,"Signaling event: BEARER_MODIFY SUCCESS at CELL-00004, 280.4ms, radio quality RSRP=-102.0 SINR=5.0"
EVT-0000000144,2025-11-11 00:51:00.370058,CELL-00005,DETACH,SUCCESS,True,316.6,310260166491727,-70.1,-6.4,19.3,None,CELL-00026,None,TIMEOUT,Samsung,LTE-A,REGION-03,"Signaling event: DETACH SUCCESS at CELL-00005, 316.6ms, radio quality RSRP=-70.1 SINR=19.3"
EVT-0000000145,2025-11-11 00:51:30.370058,CELL-00007,HANDOVER,SUCCESS,True,493.0,310260432607393,-100.5,-11.9,-0.9,None,None,None,TIMEOUT,Samsung,LTE-A,REGION-11,"HANDOVER SUCCESS on LTE-A cell CELL-00007, took 493.0ms, signal strength -100.5dBm"
EVT-0000000146,2025-11-11 00:52:00.370058,CELL-00066,DETACH,RADIO_FAILURE,True,403.8,310260402920316,-92.8,-13.4,9.6,None,CELL-00046,False,ESTABLISHED,Ericsson,LTE-A,REGION-09,"DETACH procedure on cell CELL-00066, result RADIO_FAILURE, duration 403.8ms, RSRP -92.8dBm"
EVT-0000000147,2025-11-11 00:52:30.370058,CELL-00140,BEARER_MODIFY,SUCCESS,True,444.1,310260123692221,-116.3,-17.0,10.3,CELL-00077,None,None,ESTABLISHED,Samsung,5G NR,REGION-10,"BEARER_MODIFY SUCCESS on 5G NR cell CELL-00140, took 444.1ms, signal strength -116.3dBm"
EVT-0000000148,2025-11-11 00:53:00.370058,CELL-00133,TAU,SUCCESS,True,280.6,310260574347200,-79.1,-8.9,2.5,None,None,None,ESTABLISHED,Nokia,5G NR,REGION-08,"TAU procedure on cell CELL-00133, result SUCCESS, duration 280.6ms, RSRP -79.1dBm"
EVT-0000000149,2025-11-11 00:53:30.370058,CELL-00142,DETACH,SUCCESS,False,542.3,310260589098461,-115.8,-12.3,22.2,CELL-00114,None,True,ESTABLISHED,Nokia,LTE-A,REGION-06,"DETACH procedure on cell CELL-00142, result SUCCESS, duration 542.3ms, RSRP -115.8dBm"
EVT-0000000150,2025-11-11 00:54:00.370058,CELL-00030,DETACH,RADIO_FAILURE,True,461.8,310260275439507,-108.4,-11.4,22.4,CELL-00021,None,None,REJECTED,Ericsson,LTE,REGION-12,"Signaling event: DETACH RADIO_FAILURE at CELL-00030, 461.8ms, radio quality RSRP=-108.4 SINR=22.4"
EVT-0000000151,2025-11-11 00:54:30.370058,CELL-00009,PAGING_RESPONSE,SUCCESS,True,121.6,310260305393526,-102.3,-9.7,12.8,None,None,None,ESTABLISHED,Ericsson,LTE-A,REGION-09,"Signaling event: PAGING_RESPONSE SUCCESS at CELL-00009, 121.6ms, radio quality RSRP=-102.3 SINR=12.8"
EVT-0000000152,2025-11-11 00:55:00.370058,CELL-00075,SERVICE_REQUEST,SUCCESS,True,335.1,310260774242938,-97.9,-10.4,-4.0,None,CELL-00100,None,ESTABLISHED,Nokia,5G NR,REGION-04,"SERVICE_REQUEST procedure on cell CELL-00075, result SUCCESS, duration 335.1ms, RSRP -97.9dBm"
EVT-0000000153,2025-11-11 00:55:30.370058,CELL-00053,BEARER_SETUP,SUCCESS,True,323.6,310260652413871,-85.7,-7.9,23.0,CELL-00109,CELL-00150,None,REJECTED,Samsung,5G NR,REGION-10,"BEARER_SETUP procedure on cell CELL-00053, result SUCCESS, duration 323.6ms, RSRP -85.7dBm"
EVT-0000000154,2025-11-11 00:56:00.370058,CELL-00079,HANDOVER,SUCCESS,True,218.4,310260791784337,-79.2,-18.9,9.2,None,None,None,ESTABLISHED,Samsung,5G NR,REGION-06,"HANDOVER SUCCESS on 5G NR cell CELL-00079, took 218.4ms, signal strength -79.2dBm"
EVT-0000000155,2025-11-11 00:56:30.370058,CELL-00061,BEARER_MODIFY,FAILURE,False,775.6,310260129732485,-94.1,-15.3,19.5,CELL-00018,None,None,ESTABLISHED,Ericsson,LTE-A,REGION-02,"BEARER_MODIFY FAILURE on LTE-A cell CELL-00061, took 775.6ms, signal strength -94.1dBm"
EVT-0000000156,2025-11-11 00:57:00.370058,CELL-00089,PAGING_RESPONSE,SUCCESS,True,544.1,310260266935856,-84.0,-6.2,13.0,None,None,None,SUCCESS,Samsung,5G NR,REGION-04,"PAGING_RESPONSE procedure on cell CELL-00089, result SUCCESS, duration 544.1ms, RSRP -84.0dBm"
EVT-0000000157,2025-11-11 00:57:30.370058,CELL-00058,DETACH,SUCCESS,True,306.4,310260742006865,-74.6,-11.8,13.0,None,None,False,REJECTED,Samsung,LTE-A,REGION-05,"DETACH procedure on cell CELL-00058, result SUCCESS, duration 306.4ms, RSRP -74.6dBm"
EVT-0000000158,2025-11-11 00:58:00.370058,CELL-00057,PAGING_RESPONSE,TIMEOUT,True,416.6,310260861968068,-84.6,-11.8,21.6,None,CELL-00009,None,ESTABLISHED,Samsung,5G NR,REGION-05,"PAGING_RESPONSE TIMEOUT on 5G NR cell CELL-00057, took 416.6ms, signal strength -84.6dBm"
EVT-0000000159,2025-11-11 00:58:30.370058,CELL-00095,PAGING_RESPONSE,SUCCESS,True,431.4,310260718465917,-78.5,-19.5,2.5,None,None,False,ESTABLISHED,Samsung,LTE,REGION-02,"PAGING_RESPONSE SUCCESS on LTE cell CELL-00095, took 431.4ms, signal strength -78.5dBm"
EVT-0000000160,2025-11-11 00:59:00.370058,CELL-00127,BEARER_MODIFY,SUCCESS,True,278.2,310260288645997,-106.7,-9.2,-3.1,CELL-00020,None,None,ESTABLISHED,Nokia,LTE,REGION-06,"BEARER_MODIFY SUCCESS on LTE cell CELL-00127, took 278.2ms, signal strength -106.7dBm"
EVT-0000000161,2025-11-11 00:59:30.370058,CELL-00003,HANDOVER,SUCCESS,True,192.4,310260488661282,-85.9,-5.6,20.0,CELL-00027,None,None,ESTABLISHED,Ericsson,LTE-A,REGION-07,"HANDOVER procedure on cell CELL-00003, result SUCCESS, duration 192.4ms, RSRP -85.9dBm"
EVT-0000000162,2025-11-11 01:00:00.370058,CELL-00099,DETACH,TIMEOUT,True,727.3,310260251152505,-113.7,-18.0,6.7,None,None,False,ESTABLISHED,Ericsson,LTE,REGION-04,"Signaling event: DETACH TIMEOUT at CELL-00099, 727.3ms, radio quality RSRP=-113.7 SINR=6.7"
EVT-0000000163,2025-11-11 01:00:30.370058,CELL-00043,RRC_CONNECTION,SUCCESS,True,306.2,310260379091918,-83.9,-13.9,1.5,CELL-00055,CELL-00147,True,ESTABLISHED,Ericsson,5G NR,REGION-05,"RRC_CONNECTION SUCCESS on 5G NR cell CELL-00043, took 306.2ms, signal strength -83.9dBm"
EVT-0000000164,2025-11-11 01:01:00.370058,CELL-00033,TAU,SUCCESS,True,424.0,310260142761950,-80.7,-8.0,21.6,CELL-00017,None,None,ESTABLISHED,Samsung,LTE-A,REGION-10,"TAU procedure on cell CELL-00033, result SUCCESS, duration 424.0ms, RSRP -80.7dBm"
EVT-0000000165,2025-11-11 01:01:30.370058,CELL-00139,RRC_CONNECTION,SUCCESS,True,380.9,310260501500973,-93.0,-17.5,6.9,CELL-00002,None,True,ESTABLISHED,Samsung,LTE-A,REGION-13,"RRC_CONNECTION SUCCESS on LTE-A cell CELL-00139, took 380.9ms, signal strength -93.0dBm"
EVT-0000000166,2025-11-11 01:02:00.370058,CELL-00045,BEARER_SETUP,SUCCESS,True,1034.3,310260233277245,-99.5,-6.1,8.7,CELL-00071,None,None,ESTABLISHED,Samsung,LTE,REGION-03,"BEARER_SETUP procedure on cell CELL-00045, result SUCCESS, duration 1034.3ms, RSRP -99.5dBm"
EVT-0000000167,2025-11-11 01:02:30.370058,CELL-00117,HANDOVER,SUCCESS,False,633.8,310260739904264,-88.5,-9.3,-1.3,None,None,True,SUCCESS,Ericsson,LTE,REGION-09,"Signaling event: HANDOVER SUCCESS at CELL-00117, 633.8ms, radio quality RSRP=-88.5 SINR=-1.3"
EVT-0000000168,2025-11-11 01:03:00.370058,CELL-00075,PAGING_RESPONSE,SUCCESS,True,496.5,310260147325725,-97.5,-17.8,19.4,None,None,None,ESTABLISHED,Ericsson,LTE-A,REGION-03,"PAGING_RESPONSE procedure on cell CELL-00075, result SUCCESS, duration 496.5ms, RSRP -97.5dBm"
